,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
Accumulated time steps,0.0,750.0,1673.0,2456.0,2852.0,3078.0,3305.0,3646.0,3868.0,4131.0,4451.0,4617.0,4885.0,5422.0,5684.0,5842.0,6000.0,6241.0,6602.0,6865.0,7024.0,7301.0,7562.0,7716.0,7873.0,8063.0,8317.0,8471.0,8625.0,8969.0,9218.0,9466.0,9731.0,9979.0,10229.0,10414.0,10753.0,10909.0,11070.0,11419.0,11850.0,12020.0,12231.0,12470.0,12709.0,13216.0,13463.0,13615.0,13947.0,14371.0,14609.0,14971.0,15404.0,15642.0,15887.0,16145.0,16303.0,16743.0,17070.0,17408.0,17833.0,18340.0,18600.0,18942.0,19268.0,19435.0,19772.0
Episode reward,0.0,68.6740645043891,68.90961111898184,86.03936713060146,84.62228853969293,91.47633724470673,87.72027303133089,83.75229998255863,90.52576098718812,85.7618615193955,77.09652714802613,91.68696694786803,84.43381336947826,83.0367997098614,85.2398526632273,91.32817474038164,91.4708503143287,85.73636765440678,81.65749621089154,86.44631572835513,91.61195247782423,84.23110630575474,81.01017783167943,89.37150031036676,90.97830888415004,87.62616691912152,85.54240608079606,91.23796392130171,91.18324845817146,80.99219830601582,86.56837177560968,86.7001140881219,84.39515850370711,86.67688345317472,86.51718109899446,88.39458887957198,81.91252970801304,91.29098307527798,90.7907227090335,80.82196845522772,76.88067435025566,87.97176002059322,83.92565766857896,85.07351283953014,85.11121427486054,67.381174055482,83.56588299401531,89.92849295051094,79.15565464299517,73.02770912683437,85.06866634126452,76.68277746510198,72.31854484226932,85.01385698745942,84.83236092457635,83.78957815919424,89.23084852229478,69.83958460288514,78.7510405127569,78.76023639091315,72.96150542066306,67.3922195036687,82.15802284216508,76.89131994828563,79.14667601984104,88.27996546694519,78.84194662256449
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,31.71202325820923,72.19911456108093,106.34376358985901,125.00253915786743,135.13883709907532,145.18128156661987,159.9332001209259,169.96183061599731,181.46657514572144,195.23826599121094,202.96661257743835,214.6684753894806,237.2299165725708,248.75868701934814,256.10777974128723,263.46305108070374,274.2828040122986,290.3883318901062,302.1448059082031,309.58899545669556,321.81805658340454,333.307199716568,340.54768681526184,347.8493194580078,356.67388892173767,368.1851408481598,375.3664798736572,382.7985849380493,397.56853461265564,408.6003484725952,419.5970287322998,431.396950006485,442.5297157764435,453.6724989414215,462.2710077762604,477.07856488227844,484.353884935379,491.897296667099,507.4985990524292,526.4580428600311,534.3048369884491,543.849027633667,554.4325723648071,565.0023128986359,586.3987901210785,597.3940155506134,604.4604732990265,618.8580396175385,636.8683896064758,647.5406477451324,663.2244021892548,682.6137976646423,693.4316732883453,704.7142746448517,716.2927186489105,723.6965293884277,742.9802405834198,757.9145708084106,772.6345193386078,790.8587553501129,812.6214606761932,824.2040417194366,839.2704558372498,853.5676007270813,861.4335467815399,876.0986375808716
total minutes,0.0,0.5285337209701538,1.2033185760180156,1.7723960598309836,2.083375652631124,2.252313951651255,2.419688026110331,2.6655533353487653,2.8326971769332885,3.0244429190953572,3.2539710998535156,3.3827768762906394,3.57780792315801,3.95383194287618,4.145978116989136,4.268462995688121,4.391050851345062,4.571380066871643,4.83980553150177,5.035746765136719,5.159816590944926,5.3636342763900755,5.555119995276133,5.675794780254364,5.797488657633464,5.944564815362295,6.136419014135996,6.256107997894287,6.379976415634156,6.626142243544261,6.810005807876587,6.9932838122049965,7.18994916677475,7.375495262940725,7.561208315690359,7.704516796271006,7.951309414704641,8.072564748922984,8.198288277784984,8.458309984207153,8.774300714333853,8.905080616474152,9.064150460561116,9.240542872746785,9.416705214977265,9.773313168684641,9.956566925843557,10.07434122165044,10.314300660292307,10.61447316010793,10.79234412908554,11.053740036487579,11.376896627744038,11.557194554805756,11.745237910747528,11.938211977481842,12.061608823140462,12.383004009723663,12.631909513473511,12.877241988976797,13.180979255835215,13.543691011269887,13.736734028657278,13.987840930620829,14.226126678784688,14.357225779692332,14.601643959681192
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,748.0,922.0,782.0,395.0,225.0,226.0,340.0,221.0,262.0,319.0,165.0,267.0,536.0,261.0,157.0,157.0,240.0,360.0,262.0,158.0,276.0,260.0,153.0,156.0,189.0,253.0,153.0,153.0,343.0,248.0,247.0,264.0,247.0,249.0,184.0,338.0,155.0,160.0,348.0,430.0,169.0,210.0,238.0,238.0,506.0,246.0,151.0,331.0,423.0,237.0,361.0,432.0,237.0,244.0,257.0,157.0,439.0,326.0,337.0,424.0,506.0,259.0,341.0,325.0,166.0,336.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
