,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
Accumulated time steps,0.0,604.0,867.0,1027.0,1205.0,1468.0,1719.0,1987.0,2255.0,2513.0,2786.0,2942.0,3215.0,3374.0,3624.0,3780.0,4046.0,4291.0,4458.0,4727.0,4901.0,5177.0,5540.0,5875.0,6143.0,6403.0,6553.0,6705.0,7053.0,7406.0,7722.0,7987.0,8398.0,8664.0,9073.0,9449.0,9610.0,9854.0,10108.0,10389.0,10666.0,10936.0,11191.0,11569.0,11844.0,12223.0,12373.0,12726.0,12986.0,13273.0,13441.0,13604.0,13763.0,14024.0,14303.0,14474.0,14730.0,15000.0,15156.0,15430.0,15687.0,15849.0,16010.0,16366.0,16560.0,16721.0,16979.0,17138.0,17415.0,17571.0,17847.0,18022.0,18175.0,18440.0,18724.0,18876.0,19034.0,19304.0,19463.0,19734.0,19904.0,20060.0
Episode reward,0.0,59.79940005411222,85.44005537138446,91.42659046600738,89.13929529544318,85.06142895738779,86.03839036917768,84.7609586490982,85.39423670789876,86.2134970383791,83.59813236541895,91.35825983045314,84.41717116452264,91.7304464270262,86.88249998478888,91.75389464750417,83.7102355235833,86.66150154042046,90.85528420009794,83.5023379387089,89.98492386464551,82.79686884386881,78.91314599434642,82.57499231313832,84.90231618618257,84.68507000498232,91.76125974645713,91.98311923421632,81.29412520626627,79.66028775509783,84.46523162245076,84.02732874840017,74.92363120509789,84.55019570545676,75.11876440213535,76.61960730821221,91.64851822136038,86.95728338138399,85.70917258396125,83.51547941226698,84.88791007312254,84.18932631715887,86.37011358820602,78.56766774418712,84.07612686852337,81.72290143237703,91.83121397395504,80.55433841257201,86.23691069329857,84.59133638034955,89.64851905792916,90.10097349068211,90.71121703992132,84.88259916305289,83.64104485488014,89.61640702229494,86.0493445437107,85.23037018411084,90.80744359512556,82.7068811588029,85.20044581797484,90.25450841975511,90.62110659010563,79.07798278505456,86.81264033498731,89.79160495574232,85.29249491849625,90.57851150315082,83.58925600710467,91.14936893185929,84.38534688794036,89.6494412208368,90.6125251527779,84.35235981963038,84.63590761112937,90.33834551815282,90.52228907369665,84.17748242274718,90.53181469310333,83.17116934383611,89.84075726298379,90.03458811825601
Episode feedback,0.8,0.3089700991545347,0.31297709804207213,0.23270440105217358,0.21468926432378946,0.20229007556377834,0.167999999328,0.10861423180294295,0.09363295845081289,0.0894941630758982,0.10294117609212804,0.06451612861602497,0.08455882321853374,0.0506329110719436,0.07228915633618813,0.07741935433922997,0.06792452804556783,0.08196721277882289,0.042168674444767025,0.03731343269659167,0.01734104036219052,0.021818181738842975,0.005524861863190989,0.035928143605005555,0.022471910028195093,0.019305019230482553,0.04697986545651097,0.006622516512433666,0.008645533116295293,0.0028409090828383264,0.015873015822625347,0.007575757547061524,0.014634146305770375,0.0,0.002450980386149558,0.010666666638222222,0.0,0.0,0.007905138308675343,0.010714285676020409,0.007246376785339214,0.003717472105139509,0.007874015717031434,0.0,0.0036496350231765146,0.0,0.0,0.0,0.0,0.00349650348427796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,51.106001138687134,74.1397876739502,87.33075642585754,101.9955358505249,123.66541075706482,143.20855140686035,162.0991725921631,180.05391216278076,196.95998430252075,215.00486493110657,225.16516375541687,242.53206610679626,252.57458639144897,268.2304255962372,278.3845262527466,294.67869114875793,309.99010372161865,320.19035291671753,336.0529661178589,346.26522612571716,361.80471658706665,381.36037969589233,400.78024315834045,415.97416973114014,430.69064140319824,439.82738757133484,448.90437865257263,468.1338486671448,487.2172808647156,505.04000782966614,519.9065952301025,542.4392721652985,557.1262784004211,579.1227288246155,600.089198589325,609.4667992591858,622.9108827114105,636.9932010173798,652.647577047348,667.9646215438843,682.9548997879028,697.5193104743958,717.8947496414185,732.815985918045,753.5991318225861,762.1935250759125,781.1248228549957,795.6247539520264,811.2380268573761,820.8213331699371,830.2382855415344,839.1738958358765,853.4341197013855,868.9952409267426,878.7514555454254,892.784993648529,907.6589479446411,916.4396495819092,931.1163258552551,945.331704378128,954.4629595279694,963.5909419059753,982.4094431400299,993.0185797214508,1002.1685287952423,1015.9634740352631,1024.7812373638153,1039.3244459629059,1047.9135682582855,1062.332426071167,1072.0973875522614,1080.5542223453522,1094.45423412323,1109.358631849289,1117.84175491333,1126.5660531520844,1140.639059305191,1149.3230047225952,1163.3326060771942,1172.5995030403137,1181.1476163864136
total minutes,0.0,0.8517666856447855,1.2356631278991699,1.4555126070976256,1.6999255975087484,2.0610901792844136,2.3868091901143393,2.7016528765360515,3.000898536046346,3.2826664050420127,3.5834144155184426,3.752752729256948,4.042201101779938,4.209576439857483,4.47050709327062,4.639742104212443,4.911311519145966,5.166501728693644,5.336505881945292,5.6008827686309814,5.771087102095286,6.030078609784444,6.356006328264872,6.679670719305674,6.9329028288523356,7.178177356719971,7.330456459522248,7.481739644209544,7.802230811119079,8.120288014411926,8.417333463827768,8.66510992050171,9.040654536088308,9.285437973340352,9.652045480410258,10.001486643155415,10.157779987653097,10.381848045190175,10.616553350289662,10.8774596174558,11.132743692398071,11.382581663131713,11.625321841239929,11.964912494023642,12.213599765300751,12.559985530376434,12.703225417931874,13.018747047583263,13.260412565867107,13.520633780956269,13.680355552832285,13.837304759025574,13.986231597264608,14.223901995023091,14.48325401544571,14.645857592423758,14.87974989414215,15.127649132410685,15.273994159698486,15.51860543092092,15.755528406302135,15.907715992132824,16.059849031766255,16.373490719000497,16.55030966202418,16.702808813254038,16.932724567254386,17.079687289396922,17.322074099381766,17.46522613763809,17.70554043451945,17.868289792537688,18.009237039089204,18.240903902053834,18.48931053082148,18.63069591522217,18.776100885868072,19.01065098841985,19.155383412043253,19.38887676795324,19.543325050671896,19.685793606440225
cummulative feedback,0.0,186.0,268.0,305.0,343.0,396.0,438.0,467.0,492.0,515.0,543.0,553.0,576.0,584.0,602.0,614.0,632.0,652.0,659.0,669.0,672.0,678.0,680.0,692.0,698.0,703.0,710.0,711.0,714.0,715.0,720.0,722.0,728.0,728.0,729.0,733.0,733.0,733.0,735.0,738.0,740.0,741.0,743.0,743.0,744.0,744.0,744.0,744.0,744.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,602.0,262.0,159.0,177.0,262.0,250.0,267.0,267.0,257.0,272.0,155.0,272.0,158.0,249.0,155.0,265.0,244.0,166.0,268.0,173.0,275.0,362.0,334.0,267.0,259.0,149.0,151.0,347.0,352.0,315.0,264.0,410.0,265.0,408.0,375.0,160.0,243.0,253.0,280.0,276.0,269.0,254.0,377.0,274.0,378.0,149.0,352.0,259.0,286.0,167.0,162.0,158.0,260.0,278.0,170.0,255.0,269.0,155.0,273.0,256.0,161.0,160.0,355.0,193.0,160.0,257.0,158.0,276.0,155.0,275.0,174.0,152.0,264.0,283.0,151.0,157.0,269.0,158.0,270.0,169.0,155.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
