,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
Accumulated time steps,0.0,1000.0,1433.0,1691.0,1845.0,2124.0,2367.0,2625.0,2771.0,3022.0,3178.0,3330.0,3482.0,3634.0,3884.0,4152.0,4304.0,4671.0,5010.0,5220.0,5370.0,5630.0,5914.0,6065.0,6325.0,6622.0,6869.0,7127.0,7305.0,7557.0,7815.0,8063.0,8308.0,8661.0,8916.0,9070.0,9227.0,9580.0,9833.0,9979.0,10130.0,10385.0,10776.0,10927.0,11303.0,11455.0,11611.0,11764.0,12014.0,12174.0,12440.0,12590.0,12747.0,12998.0,13263.0,13515.0,13677.0,13831.0,14102.0,14351.0,14504.0,14665.0,14813.0,15066.0,15220.0,15498.0,15758.0,16015.0,16380.0,16535.0,16693.0,16847.0,17102.0,17364.0,17521.0,17683.0,17949.0,18102.0,18458.0,18727.0,18880.0,19134.0,19290.0,19451.0,19621.0,19775.0,19933.0,20088.0
Episode reward,0.0,-60.17737853066487,77.16796263342572,85.27953298569575,90.39151127526789,84.76012926199151,85.5595785536186,85.78438134414853,92.22794680210245,86.36025243227586,90.47787384804664,91.02395867511552,91.04718563974818,90.93455985998752,86.1086719371214,83.42071253355934,91.8207417706067,79.34151141631034,79.76467845823808,85.28165286115228,91.2606353716256,84.94139478702097,82.58021474081535,91.36454216021043,84.58474771268061,81.02377626574771,85.57393803216526,86.22149843615222,89.34038012883188,86.966700131828,86.62339881676492,86.51000414040797,86.5219553053944,79.01762444309938,84.87569249772287,90.87903590913085,90.4955135810858,78.80921320964038,85.42472805112591,91.76323350969129,91.12319014158254,84.90385414711658,74.3475025204524,91.16537098719728,78.49118823190753,91.2405103703156,90.87562361234805,91.12691151971238,85.20158794982149,90.20025751894647,84.72684752213766,90.33157197202354,91.21244833027016,84.97961940339081,83.78759914491334,84.60237046414507,90.14775090566515,90.95393390297099,84.07489634765811,85.20643168608275,91.134445641597,89.63540296360425,91.32498967072905,85.41423804902293,90.65927305764122,82.35139933988837,85.15004684375563,85.1136120760824,78.23813315089006,90.4094961409929,90.13420895928789,90.6751963404564,83.09130853293527,85.22607686000917,90.80552477161775,90.80321002002373,84.19922679908927,91.07817635678647,78.37780013226967,84.2778803529101,90.16907123399638,84.850325587418,91.39316376168522,91.16728686846042,90.42904185244295,91.03178975581186,90.09040787619792,90.19578192107608
Episode feedback,0.8,0.34368737440512287,0.3148148140860768,0.14007782046662326,0.21568627310008973,0.14748201385797838,0.09917355330920019,0.09727626421293283,0.1241379301783591,0.095999999616,0.07741935433922997,0.07947019814920399,0.07284768163677033,0.05298013209946933,0.08433734905888615,0.029962546704260126,0.026490066049734664,0.03825136601570665,0.032544378601939705,0.014354066916966187,0.013422818701860278,0.023166023076579063,0.024734982244752714,0.03333333311111111,0.00386100384609651,0.010135135100894813,0.024390243803291693,0.01167315170555194,0.01694915244661496,0.01195219118744147,0.015564202274069253,0.004048582979560393,0.0,0.011363636331353306,0.007874015717031434,0.0,0.006410256369165024,0.0,0.007936507905013858,0.0,0.0,0.0,0.002564102557527942,0.0066666666222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003984063729147156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,105.52155709266663,151.86862635612488,171.86282396316528,185.73719763755798,207.92112350463867,225.12599444389343,242.72252368927002,253.59664916992188,271.30613446235657,282.01253032684326,292.22418212890625,302.50032782554626,312.43757724761963,328.8732657432556,344.99893498420715,354.39558815956116,376.2241253852844,396.3635787963867,408.82977986335754,418.25795340538025,433.3677966594696,450.33891248703003,459.64495825767517,474.38818097114563,491.42664408683777,505.9705591201782,520.8700575828552,531.5575296878815,545.9402453899384,561.1123838424683,575.0485112667084,588.8032233715057,608.6915202140808,623.2137262821198,632.4868454933167,641.7597181797028,661.3746089935303,675.8934605121613,684.4340043067932,693.1699512004852,707.4600832462311,729.0938451290131,738.0757036209106,758.5892426967621,767.6742992401123,776.7452275753021,785.5451550483704,799.5695712566376,808.906167268753,823.8591022491455,832.6388304233551,841.7612390518188,855.7949380874634,870.7684953212738,884.902587890625,894.3462388515472,903.694482088089,918.6920142173767,932.6222095489502,941.5574262142181,951.0122883319855,959.6601543426514,973.8980655670166,983.1092371940613,998.8084988594055,1013.9673838615417,1028.681296825409,1049.8337552547455,1059.6081795692444,1069.3005373477936,1078.801619052887,1093.903067111969,1109.3658339977264,1119.5136353969574,1130.3241622447968,1146.4096477031708,1156.1747567653656,1177.517344713211,1193.4400873184204,1202.7808151245117,1218.4578256607056,1228.6939339637756,1238.3405420780182,1248.6860160827637,1258.012529373169,1267.4050006866455,1276.6797864437103
total minutes,0.0,1.7586926182111104,2.531143772602081,2.864380399386088,3.0956199606259664,3.4653520584106445,3.752099907398224,4.045375394821167,4.226610819498698,4.521768907705943,4.700208838780721,4.870403035481771,5.041672130425771,5.207292954126994,5.481221095720927,5.749982249736786,5.9065931359926855,6.27040208975474,6.606059646606445,6.813829664389292,6.970965890089671,7.22279661099116,7.5056485414505,7.660749304294586,7.9064696828524275,8.190444068113964,8.43284265200297,8.68116762638092,8.85929216146469,9.099004089832306,9.351873064041138,9.58414185444514,9.813387056191763,10.14485867023468,10.38689543803533,10.541447424888611,10.695995302995046,11.022910149892171,11.26489100853602,11.407233405113221,11.552832520008087,11.791001387437184,12.151564085483551,12.301261727015177,12.643154044946035,12.794571654001873,12.945753792921701,13.092419250806172,13.326159520943959,13.481769454479217,13.730985037485759,13.877313840389252,14.02935398419698,14.26324896812439,14.512808255354564,14.74837646484375,14.905770647525788,15.06157470146815,15.311533570289612,15.543703492482503,15.692623770236969,15.85020480553309,15.994335905710857,16.231634426116944,16.385153953234354,16.646808314323426,16.89945639769236,17.144688280423484,17.49722925424576,17.660136326154074,17.821675622463225,17.98002698421478,18.231717785199482,18.489430566628773,18.65856058994929,18.83873603741328,19.10682746171951,19.26957927942276,19.625289078553518,19.890668121973672,20.04634691874186,20.307630427678426,20.478232232729592,20.639009034633638,20.811433601379395,20.966875489552816,21.123416678110758,21.277996440728504
cummulative feedback,0.0,343.0,479.0,515.0,548.0,589.0,613.0,638.0,656.0,680.0,692.0,704.0,715.0,723.0,744.0,752.0,756.0,770.0,781.0,784.0,786.0,792.0,799.0,804.0,805.0,808.0,814.0,817.0,820.0,823.0,827.0,828.0,828.0,832.0,834.0,834.0,835.0,835.0,837.0,837.0,837.0,837.0,838.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,432.0,257.0,153.0,278.0,242.0,257.0,145.0,250.0,155.0,151.0,151.0,151.0,249.0,267.0,151.0,366.0,338.0,209.0,149.0,259.0,283.0,150.0,259.0,296.0,246.0,257.0,177.0,251.0,257.0,247.0,244.0,352.0,254.0,153.0,156.0,352.0,252.0,145.0,150.0,254.0,390.0,150.0,375.0,151.0,155.0,152.0,249.0,159.0,265.0,149.0,156.0,250.0,264.0,251.0,161.0,153.0,270.0,248.0,152.0,160.0,147.0,252.0,153.0,277.0,259.0,256.0,364.0,154.0,157.0,153.0,254.0,261.0,156.0,161.0,265.0,152.0,355.0,268.0,152.0,253.0,155.0,160.0,169.0,153.0,157.0,154.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
