,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
Accumulated time steps,0.0,1000.0,1183.0,1544.0,1824.0,1995.0,2150.0,2429.0,2902.0,3154.0,3310.0,3567.0,3846.0,4283.0,4545.0,4908.0,5183.0,5461.0,5617.0,5881.0,6038.0,6298.0,6553.0,6715.0,6997.0,7253.0,7414.0,7668.0,7938.0,8115.0,8268.0,8424.0,8579.0,8853.0,9005.0,9272.0,9425.0,9575.0,9835.0,10021.0,10302.0,10453.0,10609.0,10878.0,11245.0,11399.0,11659.0,11920.0,12180.0,12445.0,12749.0,12904.0,13179.0,13435.0,13692.0,13952.0,14105.0,14348.0,14499.0,14657.0,14948.0,15133.0,15293.0,15581.0,15746.0,15894.0,16049.0,16200.0,16360.0,16518.0,16775.0,17045.0,17311.0,17464.0,17728.0,17988.0,18142.0,18305.0,18575.0,18734.0,18993.0,19149.0,19304.0,19559.0,19744.0,19899.0,20052.0
Episode reward,0.0,-56.233572789357105,89.27298259896818,79.35660370650542,83.3356849288273,90.17440563192312,90.85548206186586,84.72697065052864,71.6063155284199,85.68599676361981,90.95378925463038,85.57639401560859,83.703128729907,74.62342761629048,85.56285665575619,78.74019931682156,84.39020814850795,84.64056629408518,90.15009446283655,84.02421700187764,90.8582961848673,85.39524234693961,85.23324328538752,90.50041946397597,83.86386223911731,84.150444492895,89.89251209594578,84.9810333982242,84.3720580319223,89.58404454167982,90.8347808357746,90.81850170760262,90.81057180256761,82.99788432125236,90.79477237795102,84.5655952268001,91.10428869274075,91.12430053467133,84.36552843163827,87.28661192197491,80.33750720728413,90.1164003852249,90.39591770204974,83.88091719899859,77.04611037457741,90.4541818703972,85.47573969803985,84.27488510041466,84.83579450198407,84.46173210969373,80.7260993363307,90.08017826071,83.6808313015909,84.5760796479233,84.63808139892353,83.71846119121503,90.12660561801495,83.98487350201545,90.49101614721188,91.07223813350271,82.28041845904387,89.11234523810074,90.85940036877227,81.89857976261091,89.89000472677277,91.14204175738621,90.42571202330033,90.76245580253418,90.4329535564994,90.2632676569806,83.77394871634542,85.5343257033603,85.09282476326351,91.05736862578074,84.11533585233951,84.86968044705998,90.90716670508158,89.89872858664394,83.51744889292577,89.99684489378176,84.27251816235136,90.54548847968765,90.3952637546472,84.51642214683561,87.68107957287587,90.73903239528576,90.49020162213932
Episode feedback,0.8,0.39278557074871184,0.22527472403695206,0.13888888850308642,0.12903225760203493,0.08823529359861593,0.08441558386743127,0.09712230180891258,0.099576270975474,0.08366533831209029,0.06451612861602497,0.050781249801635744,0.03597122289218985,0.027522935716690514,0.05363984653777837,0.01933701652116846,0.018248175115882573,0.028880866321729724,0.0064516128616024975,0.011406844063091847,0.01923076910749507,0.023166023076579063,0.019685039292578584,0.018633540256934533,0.017793594242727424,0.00784313722414456,0.0,0.007905138308675343,0.007434944210279018,0.017045454448605373,0.006578947325138505,0.012903225723204995,0.012987012902681734,0.0036630036495860674,0.006622516512433666,0.007518796964215049,0.0,0.006711409350930139,0.0,0.0,0.0,0.0066666666222222224,0.0,0.0037313432696591668,0.005464480859386664,0.0,0.00386100384609651,0.0,0.0,0.0,0.0,0.0,0.0,0.00392156861207228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,88.28135132789612,103.34462118148804,127.94891929626465,146.66231632232666,158.13731288909912,168.25924444198608,186.33485341072083,216.12631964683533,232.1377511024475,242.11266541481018,257.5621681213379,273.64662051200867,298.33359146118164,314.04998111724854,334.47497391700745,349.92146158218384,366.0339651107788,374.96138525009155,389.7998960018158,399.0641829967499,413.79595971107483,428.29680585861206,437.7385549545288,453.75498628616333,468.2122857570648,477.4344162940979,491.586058139801,506.7874541282654,518.1527304649353,527.486567735672,537.2449123859406,546.4425704479218,561.9148888587952,571.0432891845703,586.2763891220093,595.2579698562622,604.2329561710358,618.6352078914642,629.474463224411,644.9323527812958,653.7531387805939,662.8801429271698,677.8084619045258,697.812185049057,706.7685348987579,721.2907159328461,735.7815759181976,750.3033061027527,764.9216389656067,781.4975514411926,790.4254848957062,805.4031794071198,819.6252415180206,833.9265096187592,848.5358746051788,857.7420301437378,871.1023025512695,879.8428435325623,888.9544281959534,905.1284503936768,915.5078229904175,924.5995373725891,940.563470363617,949.9872210025787,958.6293449401855,967.6703746318817,976.4519834518433,985.4023797512054,994.4331109523773,1008.5802764892578,1023.4018983840942,1038.174560546875,1047.0890276432037,1061.7139558792114,1075.7457587718964,1084.6136038303375,1093.9914445877075,1108.8147838115692,1117.6350500583649,1131.7680342197418,1140.5560388565063,1149.3704414367676,1163.6007912158966,1174.1894450187683,1183.223227739334,1192.058568239212
total minutes,0.0,1.4713558554649353,1.7224103530248007,2.1324819882710773,2.4443719387054443,2.6356218814849854,2.804320740699768,3.1055808901786803,3.6021053274472554,3.868962518374125,4.035211090246836,4.292702802022299,4.560777008533478,4.972226524353028,5.234166351954142,5.574582898616791,5.832024359703064,6.100566085179647,6.249356420834859,6.496664933363596,6.651069716612498,6.8965993285179135,7.138280097643534,7.29564258257548,7.562583104769389,7.8035380959510805,7.957240271568298,8.193100968996683,8.446457568804423,8.635878841082254,8.791442795594532,8.954081873099009,9.10737617413203,9.365248147646586,9.517388153076173,9.771273152033489,9.920966164271038,10.070549269517263,10.310586798191071,10.491241053740184,10.74887254635493,10.895885646343231,11.048002382119497,11.296807698408763,11.630203084150951,11.779475581645965,12.021511932214102,12.263026265303294,12.505055101712545,12.748693982760111,13.024959190686543,13.173758081595103,13.423386323451997,13.66042069196701,13.898775160312653,14.14226457675298,14.29570050239563,14.518371709187825,14.66404739220937,14.815907136599224,15.085474173227945,15.258463716506958,15.409992289543151,15.676057839393616,15.833120350042979,15.977155749003092,16.127839577198028,16.274199724197388,16.423372995853423,16.573885182539623,16.809671274820964,17.05669830640157,17.302909342447915,17.451483794053395,17.695232597986855,17.929095979531606,18.07689339717229,18.233190743128457,18.48024639685949,18.627250834306082,18.862800570329032,19.009267314275107,19.156174023946125,19.393346520264945,19.56982408364614,19.7203871289889,19.867642803986868
cummulative feedback,0.0,392.0,433.0,483.0,519.0,534.0,547.0,574.0,621.0,642.0,652.0,665.0,675.0,687.0,701.0,708.0,713.0,721.0,722.0,725.0,728.0,734.0,739.0,742.0,747.0,749.0,749.0,751.0,753.0,756.0,757.0,759.0,761.0,762.0,763.0,765.0,765.0,766.0,766.0,766.0,766.0,767.0,767.0,768.0,770.0,770.0,771.0,771.0,771.0,771.0,771.0,771.0,771.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,182.0,360.0,279.0,170.0,154.0,278.0,472.0,251.0,155.0,256.0,278.0,436.0,261.0,362.0,274.0,277.0,155.0,263.0,156.0,259.0,254.0,161.0,281.0,255.0,160.0,253.0,269.0,176.0,152.0,155.0,154.0,273.0,151.0,266.0,152.0,149.0,259.0,185.0,280.0,150.0,155.0,268.0,366.0,153.0,259.0,260.0,259.0,264.0,303.0,154.0,274.0,255.0,256.0,259.0,152.0,242.0,150.0,157.0,290.0,184.0,159.0,287.0,164.0,147.0,154.0,150.0,159.0,157.0,256.0,269.0,265.0,152.0,263.0,259.0,153.0,162.0,269.0,158.0,258.0,155.0,154.0,254.0,184.0,154.0,152.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
