,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8992.0,9991.0,10990.0,11989.0,12988.0,13658.0,13906.0,14265.0,14513.0,14778.0,14938.0,15095.0,15444.0,15596.0,15755.0,15898.0,16044.0,16193.0,16353.0,16510.0,16662.0,16823.0,16981.0,17236.0,17380.0,17642.0,17799.0,17945.0,18105.0,18262.0,18415.0,18669.0,18817.0,19073.0,19232.0,19392.0,19543.0,19693.0,19855.0,20019.0
Episode reward,0.0,-51.079077306659244,-53.98035996689123,-58.522021725229585,-70.40788060573885,-41.898023131550765,-45.34097504120198,-58.83108869251853,-46.7401657365261,-35.53003173719949,-61.99220427504737,-61.68097523365633,-61.959668221455,-58.098613190445114,64.58643970321208,87.5078022812993,80.74620562406308,87.81598299043173,86.26417058045901,91.33700086532964,90.77852689198329,80.59340753710262,90.0742173986055,91.26041807960374,89.64961715033857,91.48261438500332,89.67171584686156,90.67803330086946,89.0504409250737,91.44238721965543,90.42995455353538,89.04544744280913,88.26948454562887,92.18408249905094,85.61886958647838,89.76956383717534,91.85324030268804,90.22989808987366,89.60851603731169,89.55748670082629,85.0355570414961,91.39185201355563,84.89306141457561,91.86219262921757,89.78785381700347,88.711130562342,90.45095276552958,89.69416486592125,89.70112533094854
Episode feedback,0.8,0.34569138241914693,0.22344689356368047,0.11422845679937028,0.09418837665912988,0.07214428850486544,0.06112224442773322,0.03607214425243272,0.025050100175300502,0.01102204407713222,0.012024048084144241,0.007014028049084141,0.00400801602804808,0.00100200400701202,0.0,0.008097165959120786,0.0,0.0,0.0,0.0,0.006410256369165024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,78.63335418701172,152.12251734733582,217.5522437095642,280.0627381801605,341.90060353279114,404.3890290260315,464.07575154304504,519.8027348518372,573.4701201915741,626.9435517787933,679.779778957367,732.4486222267151,784.7125630378723,820.110842704773,834.0402989387512,853.3806571960449,867.201872587204,881.5874288082123,890.8278048038483,900.0454833507538,918.8589742183685,927.5035450458527,936.6116874217987,945.0992434024811,953.688000202179,962.2771961688995,971.3545045852661,980.2867519855499,989.1386330127716,998.616602897644,1007.530736207962,1021.7095673084259,1030.2142224311829,1044.729523897171,1053.838621377945,1062.422039270401,1071.4941174983978,1080.5046229362488,1089.2966182231903,1103.194683790207,1111.6368157863617,1125.5243673324585,1134.49427652359,1143.8628823757172,1152.734782218933,1161.5868511199951,1170.8321285247803,1180.1597003936768
total minutes,0.0,1.3105559031168619,2.5353752891222636,3.6258707284927367,4.667712303002675,5.698343392213186,6.739817150433859,7.734595859050751,8.663378914197287,9.557835336526235,10.449059196313222,11.329662982622782,12.207477037111918,13.078542717297871,13.668514045079549,13.900671648979188,14.223010953267416,14.453364543120067,14.693123813470205,14.847130080064138,15.000758055845896,15.31431623697281,15.458392417430877,15.610194790363312,15.751654056708018,15.89480000336965,16.03795326948166,16.18924174308777,16.3381125330925,16.485643883546192,16.643610048294068,16.792178936799367,17.028492788473766,17.170237040519716,17.412158731619517,17.563977022965748,17.707033987840017,17.858235291639964,18.008410382270814,18.154943637053172,18.386578063170116,18.52728026310603,18.758739455540976,18.908237942059834,19.06438137292862,19.21224637031555,19.35978085199992,19.513868808746338,19.669328339894612
cummulative feedback,0.0,345.0,568.0,682.0,776.0,848.0,909.0,945.0,970.0,981.0,993.0,1000.0,1004.0,1005.0,1005.0,1007.0,1007.0,1007.0,1007.0,1007.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,669.0,247.0,358.0,247.0,264.0,159.0,156.0,348.0,151.0,158.0,142.0,145.0,148.0,159.0,156.0,151.0,160.0,157.0,254.0,143.0,261.0,156.0,145.0,159.0,156.0,152.0,253.0,147.0,255.0,158.0,159.0,150.0,149.0,161.0,163.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
