,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
Accumulated time steps,0.0,1000.0,1859.0,2289.0,2564.0,2776.0,2936.0,3213.0,3373.0,3694.0,4060.0,4431.0,4584.0,4828.0,4987.0,5153.0,5414.0,5689.0,5847.0,6001.0,6259.0,6517.0,6818.0,7153.0,7315.0,7506.0,7768.0,8028.0,8292.0,8696.0,9088.0,9254.0,9410.0,9890.0,10049.0,10301.0,10562.0,10720.0,10877.0,11056.0,11324.0,11596.0,11785.0,11968.0,12223.0,12379.0,12658.0,12925.0,13090.0,13241.0,13504.0,13664.0,13934.0,14458.0,14738.0,15013.0,15186.0,15349.0,15740.0,16005.0,16157.0,16515.0,16781.0,17060.0,17444.0,17616.0,17906.0,18284.0,18562.0,18730.0,19108.0,19470.0,19732.0,19912.0,20072.0
Episode reward,0.0,-64.76462432555323,45.656021826811546,75.42516324044061,83.49704642487265,85.57224882738123,90.89288057534085,85.14226552691352,91.30030225425591,79.30020670990879,80.18730289086892,81.67310498311906,91.47451294622351,87.06033246492255,90.82594522925463,89.89108125856362,87.39094622941727,86.52952817680911,91.08190253616594,90.82158618261732,85.4982068757921,85.96582765580058,81.9903276844025,81.64226187135237,90.56435857865971,88.56674493487891,84.14903659680274,86.25400963184693,86.31742362553535,79.65725589600873,80.2475766258923,90.37630033801942,91.32959858564936,72.32418913332367,90.76353464640421,86.98786353467833,86.98880646906238,90.99943842747376,90.46471475574849,89.53160463287392,84.72007150748956,84.90998711214898,87.99703161525949,88.9923180899231,87.0479678804091,90.48992028410234,84.090951628241,86.99903365582884,90.2673006597069,90.90228571677005,84.95265253230802,90.85588768504252,86.18199593449866,73.48909069193428,85.21864792704179,86.14057255638056,90.06645723846056,90.46685372841213,78.60949899504527,85.3051016056751,91.05182574858256,75.2824840636653,84.22864081351138,84.52692542805643,78.57786930211306,91.05871047821344,84.83287428612772,78.02685485946368,86.02635127079053,89.73584802393665,79.05164068953665,80.40301916528709,84.74658706453546,89.41930739092903,90.77059551871491
Episode feedback,0.8,0.19138276533929582,0.22144522118712678,0.1305361302318505,0.10218978064894241,0.06635071058601559,0.10691823832126894,0.10144927499474901,0.05660377322890709,0.04687499985351563,0.049315068358040906,0.06216216199415632,0.03947368395083103,0.05349794216667514,0.0379746833039577,0.006060606023875115,0.019230769156804734,0.043795620278118175,0.01910828013306828,0.019607843009099065,0.01167315170555194,0.007782101137034626,0.006666666644444445,0.011976047868335187,0.006211180085644845,0.0,0.019157088049206558,0.01544401538438604,0.0,0.007444168716019432,0.0025575447504922128,0.0,0.0,0.0020876826678754017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003937007858515717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005813953454570038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,77.82937788963318,147.5479953289032,177.1870789527893,195.67516207695007,209.48141765594482,220.48000526428223,238.75966358184814,249.12876629829407,268.6010694503784,290.69171357154846,313.6050205230713,323.2589499950409,338.37021803855896,348.39448738098145,358.06980085372925,373.15304136276245,389.7009165287018,399.45842146873474,408.79292726516724,423.7566044330597,438.75020480155945,455.53590750694275,474.4314305782318,484.0175573825836,495.12153935432434,510.48507857322693,525.4779078960419,540.1061234474182,562.6737840175629,584.51509141922,594.2185773849487,603.2951052188873,629.4824397563934,638.7450110912323,653.1002264022827,667.4960021972656,676.8685672283173,686.0609908103943,696.3430151939392,711.3138093948364,726.3684377670288,737.1804773807526,747.6953163146973,762.3848080635071,771.4093689918518,787.0364682674408,802.6388947963715,812.430490732193,821.4997448921204,836.4474773406982,845.7567327022552,861.8215982913971,891.3080203533173,907.4253652095795,923.140951871872,933.8324544429779,943.6612415313721,965.4597396850586,980.5920572280884,989.6241776943207,1009.39928150177,1024.4297320842743,1040.348563194275,1061.985095500946,1072.0731010437012,1088.6360034942627,1110.0537841320038,1125.769769191742,1135.5462670326233,1156.5253539085388,1176.7527585029602,1191.9177343845367,1202.5673904418945,1212.2631340026855
total minutes,0.0,1.297156298160553,2.45913325548172,2.9531179825464884,3.261252701282501,3.4913569609324138,3.674666754404704,3.9793277263641356,4.1521461049715676,4.476684490839641,4.844861892859141,5.226750342051188,5.387649166584015,5.639503633975982,5.806574789683024,5.967830014228821,6.219217356046041,6.495015275478363,6.657640357812245,6.813215454419454,7.062610073884328,7.312503413359324,7.592265125115713,7.907190509637197,8.066959289709727,8.252025655905406,8.508084642887116,8.757965131600697,9.001768724123638,9.377896400292714,9.741918190320332,9.903642956415812,10.054918420314788,10.49137399593989,10.645750184853872,10.885003773371379,11.124933369954427,11.281142787138622,11.434349846839904,11.605716919898986,11.855230156580607,12.106140629450481,12.286341289679209,12.461588605244954,12.706413467725119,12.856822816530864,13.117274471124013,13.377314913272858,13.540508178869883,13.691662414868672,13.940791289011637,14.095945545037587,14.363693304856618,14.855133672555288,15.123756086826324,15.385682531197865,15.563874240716299,15.727687358856201,16.090995661417644,16.343200953801475,16.493736294905343,16.823321358362833,17.07382886807124,17.339142719904583,17.699751591682436,17.867885017395018,18.143933391571046,18.500896402200063,18.762829486529032,18.925771117210388,19.275422565142314,19.612545975049336,19.865295573075613,20.04278984069824,20.204385566711426
cummulative feedback,0.0,191.0,381.0,437.0,465.0,479.0,496.0,524.0,533.0,548.0,566.0,589.0,595.0,608.0,614.0,615.0,620.0,632.0,635.0,638.0,641.0,643.0,645.0,649.0,650.0,650.0,655.0,659.0,659.0,662.0,663.0,663.0,663.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,858.0,429.0,274.0,211.0,159.0,276.0,159.0,320.0,365.0,370.0,152.0,243.0,158.0,165.0,260.0,274.0,157.0,153.0,257.0,257.0,300.0,334.0,161.0,190.0,261.0,259.0,263.0,403.0,391.0,165.0,155.0,479.0,158.0,251.0,260.0,157.0,156.0,178.0,267.0,271.0,188.0,182.0,254.0,155.0,278.0,266.0,164.0,150.0,262.0,159.0,269.0,523.0,279.0,274.0,172.0,162.0,390.0,264.0,151.0,357.0,265.0,278.0,383.0,171.0,289.0,377.0,277.0,167.0,377.0,361.0,261.0,179.0,159.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
