,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
Accumulated time steps,0.0,575.0,840.0,1005.0,1461.0,1909.0,2082.0,2556.0,2924.0,3364.0,3643.0,3907.0,4164.0,4418.0,4685.0,5055.0,5316.0,5472.0,5732.0,5982.0,6151.0,6415.0,6866.0,7220.0,7502.0,7770.0,8030.0,8196.0,8455.0,8617.0,9088.0,9356.0,9599.0,9955.0,10290.0,10645.0,10996.0,11156.0,11313.0,11470.0,11773.0,12227.0,12508.0,12669.0,12836.0,13297.0,13646.0,13905.0,14162.0,14322.0,14690.0,15043.0,15202.0,15470.0,15759.0,16205.0,16575.0,16833.0,17089.0,17252.0,17509.0,17704.0,17969.0,18321.0,18599.0,18872.0,19240.0,19515.0,19957.0
Episode reward,0.0,67.91460233673747,85.81581790851797,90.97775380313851,73.31590801290453,75.44590514303768,90.17612986842441,73.44582760706545,80.44794207102481,75.71559648342267,84.36922585755215,85.371040620352,85.9155262144156,87.10557403989101,85.55803511138993,80.39699901731875,86.09838945483784,91.03405866495096,86.66365719956822,86.30958923548204,90.16177527996254,84.41584343319633,74.33193856458975,79.7284317194501,83.33155182520987,84.03437286029262,82.80354221882651,90.57108485263707,85.230515246515,90.01874837320727,69.43076065969188,82.73749586174557,83.22402436187662,76.00740184187147,77.86397177526229,76.63319050128,80.90627593425674,91.06906076293393,91.185672584453,91.19265497149037,80.68686551588792,75.93075132526721,82.4797308460364,90.84409935120568,90.32731520055782,73.04676611462006,80.82529135070678,85.69199858501071,85.6789060284693,90.93519248432233,78.29549401344983,80.42354529775004,90.94785819920747,84.75453360162109,81.6467506926638,74.93360272696518,78.05097461073663,85.79226234248935,85.84924997337119,90.69665604365038,85.89127878128592,87.55065742049567,85.06538998434534,80.34274348704592,82.79613633231739,83.42275324452221,78.32340115943745,83.14670508599376,75.45229183877214
Episode feedback,0.8,0.3350785334466343,0.1401515146206382,0.15853658439916718,0.09670329649076198,0.07382550319054697,0.08720930181855058,0.07822410131453679,0.05994550392385421,0.020501138905464376,0.032374100602970864,0.026615969480547643,0.031249999877929688,0.047430829852052055,0.030075187856860197,0.021680216743414048,0.019230769156804734,0.03870967716961499,0.03088803076877208,0.00803212848179868,0.01785714275085034,0.022813688126183694,0.019999999955555556,0.011331444727106389,0.010676156545636454,0.007490636676065031,0.00386100384609651,0.0,0.01162790693167478,0.006211180085644845,0.00212765956994115,0.018726591690162577,0.0,0.005633802801031542,0.0,0.00282485874908232,0.0,0.0,0.0,0.0,0.003311258267181264,0.0022075055138907162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,44.12048053741455,59.7542450428009,69.88586473464966,95.49084687232971,118.81957721710205,128.01188921928406,153.8150758743286,172.37395930290222,193.66395950317383,207.39286613464355,220.09784078598022,233.08887481689453,246.12233591079712,259.91517329216003,278.3159375190735,291.6377968788147,300.0376753807068,313.70520091056824,326.44976329803467,335.6144976615906,349.1673834323883,372.3035032749176,390.82906126976013,405.42888164520264,419.4644618034363,433.1303343772888,442.33766436576843,455.92136573791504,464.894460439682,488.90316915512085,503.02117919921875,515.8298947811127,534.215763092041,551.5998733043671,569.8740329742432,588.3320844173431,597.4008071422577,606.1525859832764,614.9227547645569,630.4555037021637,653.8572504520416,668.7600555419922,677.7219502925873,686.759092092514,710.294424533844,728.4170718193054,741.7086732387543,755.0806086063385,763.7944810390472,782.5380804538727,800.5712132453918,809.320294380188,822.9986159801483,838.1402111053467,860.8276598453522,879.9953320026398,893.9287052154541,907.296017408371,916.1467578411102,929.8292241096497,940.4102053642273,954.2365789413452,971.941324710846,986.3204143047333,1000.3275017738342,1019.3826611042023,1032.6755902767181,1053.901136636734
total minutes,0.0,0.7353413422902425,0.9959040840466817,1.164764412244161,1.5915141145388285,1.9803262869517009,2.1335314869880677,2.5635845979054768,2.872899321715037,3.2277326583862305,3.456547768910726,3.6682973464330035,3.8848145802815757,4.102038931846619,4.331919554869334,4.638598958651225,4.860629947980245,5.00062792301178,5.2284200151761375,5.440829388300577,5.593574961026509,5.819456390539805,6.205058387915293,6.513817687829335,6.757148027420044,6.991074363390605,7.218838906288147,7.372294406096141,7.59868942896525,7.7482410073280334,8.148386152585347,8.38368631998698,8.597164913018544,8.903596051534016,9.19333122173945,9.49790054957072,9.805534740289053,9.956680119037628,10.102543099721272,10.24871257940928,10.507591728369395,10.89762084086736,11.14600092569987,11.295365838209788,11.445984868208567,11.8382404088974,12.140284530321757,12.361811220645905,12.584676810105641,12.729908017317454,13.042301340897877,13.342853554089864,13.488671573003133,13.716643599669139,13.969003518422445,14.347127664089204,14.666588866710663,14.898811753590902,15.121600290139517,15.26911263068517,15.497153735160827,15.673503422737122,15.903942982355753,16.199022078514098,16.438673571745554,16.672125029563905,16.989711018403373,17.211259837945303,17.565018943945567
cummulative feedback,0.0,192.0,229.0,255.0,299.0,332.0,347.0,384.0,406.0,415.0,424.0,431.0,439.0,451.0,459.0,467.0,472.0,478.0,486.0,488.0,491.0,497.0,506.0,510.0,513.0,515.0,516.0,516.0,519.0,520.0,521.0,526.0,526.0,528.0,528.0,529.0,529.0,529.0,529.0,529.0,530.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,573.0,264.0,164.0,455.0,447.0,172.0,473.0,367.0,439.0,278.0,263.0,256.0,253.0,266.0,369.0,260.0,155.0,259.0,249.0,168.0,263.0,450.0,353.0,281.0,267.0,259.0,165.0,258.0,161.0,470.0,267.0,242.0,355.0,334.0,354.0,350.0,159.0,156.0,156.0,302.0,453.0,280.0,160.0,166.0,460.0,348.0,258.0,256.0,159.0,367.0,352.0,158.0,267.0,288.0,445.0,369.0,257.0,255.0,162.0,256.0,194.0,264.0,351.0,277.0,272.0,367.0,274.0,441.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
