,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5735.0,6734.0,7733.0,8651.0,9650.0,10369.0,11368.0,12367.0,13120.0,14119.0,15118.0,16117.0,17116.0,17876.0,18722.0
Episode reward,0.0,-66.57075963515551,-71.7822884288325,-67.8129383087758,-40.11660669064246,-61.161930597069116,51.53482819913832,-72.3041061433157,-15.134514047107158,40.47904334003345,-71.49245717445093,66.71799006126004,-58.20141073045621,-39.052556242093374,46.02457154966418,-69.4190136249847,-69.46858974523788,-55.23426687902104,-11.431717531082928,69.7737850607302,67.21873567904059
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,43.31191039085388,86.77326917648315,130.5036072731018,174.0177173614502,218.37302255630493,250.98334670066833,294.28761315345764,338.2014510631561,379.41804575920105,423.84193992614746,455.9670252799988,499.55144810676575,543.3975555896759,576.5473277568817,619.7942297458649,663.3609030246735,706.8616666793823,749.9756152629852,783.7338528633118,820.7448828220367
total minutes,0.0,0.721865173180898,1.446221152941386,2.1750601212183636,2.900295289357503,3.6395503759384153,4.183055778344472,4.904793552557627,5.636690851052602,6.323634095986685,7.064032332102458,7.599450421333313,8.325857468446095,9.056625926494599,9.609122129281362,10.329903829097749,11.056015050411224,11.781027777989705,12.49959358771642,13.062230881055196,13.679081380367279
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,738.0,998.0,998.0,917.0,998.0,718.0,998.0,998.0,752.0,998.0,998.0,998.0,998.0,759.0,845.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
