,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4697.0,5453.0,5837.0,6212.0,6486.0,6752.0,7035.0,7322.0,7611.0,8061.0,8715.0,8982.0,9150.0,9319.0,9845.0,10370.0,10651.0,10904.0,11362.0,11548.0,11705.0,11971.0,12126.0,12384.0,12636.0,12792.0,13071.0,13351.0,13636.0,13895.0,14055.0,14218.0,14675.0,14947.0,15296.0,15440.0,15592.0,15747.0,15901.0,16054.0,16403.0,16584.0,16853.0,17114.0,17376.0,17568.0,17817.0,18202.0,18358.0,18514.0,18680.0,18857.0,19013.0,19447.0,19734.0,19899.0,20068.0
Episode reward,0.0,-67.1110769804818,-67.23129639844906,-67.22691065868358,-60.280937071913506,63.30258733225994,59.356066361875335,79.90916484410988,80.52598136471471,86.73862284702228,86.99507446894053,84.65009671168255,83.89508562024398,83.88373258544593,76.08424399259019,65.51387799284868,85.40042533317465,90.79595729679664,90.8143930390737,73.17151594470909,74.67772952783842,84.63245765191094,87.04411232785786,78.29547658966803,90.4497326014834,91.3701251323753,85.69137167854755,91.75202577926937,86.81762767280573,87.20293279325313,91.73699454528095,83.82100915941675,83.38128821809107,83.1920435715067,87.04620052614479,91.08226886990873,90.74332175450547,74.82843991181284,83.19559904159087,80.61759858143404,92.08148260338571,91.0512383999022,90.4644409251772,91.31160408265212,91.40763706694182,81.36905028355314,88.99432338642427,85.8466106146914,86.08659470499809,85.47029821612574,87.83841635417994,86.94268197351269,78.38550015460574,91.96722223314798,91.89417761025676,91.22316785348696,90.23897866181734,90.70830466156042,79.7600100328847,82.91122884336012,91.21456120440943,90.67141086794447
Episode feedback,0.8,0.007014028049084141,0.00200400801402404,0.0060120240420721205,0.09819639268717796,0.054363376174015196,0.03973509928511908,0.028720626556865206,0.02406417105865195,0.018315018247930335,0.007547169782840869,0.010638297834615965,0.01048951045283388,0.00694444442033179,0.008908685948978428,0.004594180697405543,0.011278195446322574,0.005988023916239378,0.005952380916950114,0.0019047619011337868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003891050568517313,0.003984063729147156,0.0064516128616024975,0.0,0.0035842293778343033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,45.78879356384277,92.2995879650116,139.02353477478027,202.4319450855255,244.14422082901,287.8597078323364,309.96218252182007,331.47483921051025,347.4520745277405,362.6041395664215,378.73866295814514,395.1048467159271,411.68894362449646,437.0142786502838,472.583459854126,487.8085472583771,497.59756994247437,507.6894564628601,536.3077986240387,564.8001205921173,580.6726286411285,595.0399115085602,620.0723822116852,630.8168115615845,640.3112771511078,655.4557263851166,664.707658290863,680.7964272499084,696.2436270713806,706.5916500091553,723.5489068031311,740.8584308624268,758.443470954895,773.8245964050293,784.0202033519745,793.9242970943451,819.5723841190338,835.7476823329926,855.4184730052948,864.1498985290527,873.3144240379333,882.4995059967041,891.8654334545135,900.8980450630188,920.2216467857361,930.7315995693207,946.1097865104675,961.0801496505737,976.0975694656372,986.9410161972046,1000.8423883914948,1022.4318645000458,1031.4514486789703,1040.798484325409,1050.4794178009033,1060.9525225162506,1070.2675778865814,1094.0392215251923,1110.9981379508972,1120.8338024616241,1131.1966927051544
total minutes,0.0,0.7631465593973795,1.5383264660835265,2.3170589129130046,3.3738657514254253,4.069070347150167,4.797661797205607,5.166036375363668,5.5245806535085045,5.790867908795675,6.043402326107025,6.312311049302419,6.585080778598785,6.861482393741608,7.283571310838064,7.876390997568766,8.130142454306284,8.293292832374572,8.461490941047668,8.938463310400644,9.413335343201956,9.67787714401881,9.917331858476002,10.334539703528087,10.513613526026408,10.67185461918513,10.92426210641861,11.078460971514383,11.346607120831807,11.604060451189676,11.776527500152588,12.059148446718853,12.34764051437378,12.640724515914917,12.897076606750488,13.067003389199575,13.232071618239084,13.65953973531723,13.92912803888321,14.256974550088247,14.402498308817545,14.555240400632222,14.708325099945068,14.86442389090856,15.01496741771698,15.337027446428936,15.512193326155344,15.768496441841126,16.01800249417623,16.268292824427288,16.449016936620076,16.68070647319158,17.040531075000764,17.19085747798284,17.346641405423483,17.507990296681722,17.68254204193751,17.83779296477636,18.23398702541987,18.516635632514955,18.680563374360403,18.853278211752574
cummulative feedback,0.0,7.0,9.0,15.0,113.0,151.0,181.0,192.0,201.0,206.0,208.0,211.0,214.0,216.0,220.0,223.0,226.0,227.0,228.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,230.0,231.0,232.0,232.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,699.0,755.0,383.0,374.0,273.0,265.0,282.0,286.0,288.0,449.0,653.0,266.0,167.0,168.0,525.0,524.0,280.0,252.0,457.0,185.0,156.0,265.0,154.0,257.0,251.0,155.0,278.0,279.0,284.0,258.0,159.0,162.0,456.0,271.0,348.0,143.0,151.0,154.0,153.0,152.0,348.0,180.0,268.0,260.0,261.0,191.0,248.0,384.0,155.0,155.0,165.0,176.0,155.0,433.0,286.0,164.0,168.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
