,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
Accumulated time steps,0.0,364.0,1363.0,1523.0,1779.0,2778.0,3777.0,4564.0,5525.0,5862.0,6540.0,7189.0,7712.0,7870.0,8115.0,8289.0,8538.0,8882.0,9433.0,9693.0,10082.0,10246.0,10505.0,10665.0,11124.0,11403.0,11654.0,12005.0,12355.0,12828.0,13096.0,13338.0,13607.0,13861.0,14021.0,14506.0,14772.0,15041.0,15305.0,15676.0,15841.0,16111.0,16377.0,16632.0,16898.0,17264.0,17631.0,17898.0,18159.0,18312.0,18569.0,18924.0,19201.0,19470.0,19725.0,19893.0,20180.0
Episode reward,0.0,71.92453989530664,-89.57419431655467,88.92309339954514,83.25323809117907,-62.37559735413848,-35.48887351308306,63.43466253592148,51.162729360414026,83.69188821431446,63.641561647017696,65.3408997514648,76.10906059336737,91.49843391142119,86.2153513049207,89.96310030004605,86.60715783756521,82.60514041678032,69.69258426002435,86.15922496507497,77.9488785276914,90.40203814387202,86.53300976602556,90.52051294220281,77.19352249110932,84.30212124092259,86.3607140466958,81.53419537779779,80.26308387176583,74.2127245503251,86.383298821128,86.54637391316713,82.53139199525765,86.20878746229995,91.40603783555673,72.29582926790907,85.88234231882242,85.3178176830085,85.75351013214019,77.4668965947719,90.71618071414417,85.05882569527135,84.65622511084328,85.18766244699313,85.54823499623365,78.78741608855896,78.73934576096742,85.14906734728652,85.54735474840044,91.09791424422676,85.0366651879457,79.03267022236805,83.77742093735887,86.90705728172789,85.07783325621905,89.80714681439515,82.39773821852373
Episode feedback,0.8,0.2182320435960441,0.4058116228398681,0.12578616273090465,0.22352941088811995,0.16833667317801937,0.13827655296765876,0.08015267165374979,0.038541666626519096,0.026785714205994897,0.010339734105849728,0.018518518489940558,0.013409961660134173,0.01273885342204552,0.00819672127788229,0.011560693574793678,0.008064516096514047,0.002915451886543872,0.0,0.00772200769219302,0.0,0.0,0.0038759689772249264,0.0,0.0,0.0,0.0,0.008571428546938776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,24.25663471221924,116.6705334186554,127.97081971168518,147.36792826652527,214.97508454322815,279.04598903656006,325.85788583755493,379.1792039871216,398.20006132125854,434.1875936985016,469.77107667922974,499.55743312835693,509.28117752075195,523.4175977706909,533.595817565918,547.9152615070343,567.2201888561249,597.187750339508,612.052078962326,633.0967483520508,642.6858334541321,657.0095949172974,666.0980844497681,690.7568802833557,706.1608784198761,719.8837285041809,739.0222980976105,757.7201268672943,782.5827794075012,797.5076184272766,810.823634147644,825.6409022808075,840.2120432853699,849.5258944034576,875.461345911026,890.0389542579651,904.735445022583,919.2188770771027,938.9125382900238,948.4044632911682,963.2512497901917,977.7677979469299,991.7448365688324,1006.3633847236633,1026.1822304725647,1046.207082748413,1060.7711029052734,1075.1235508918762,1083.9485111236572,1097.7361857891083,1116.5149629116058,1131.457427740097,1146.2722373008728,1160.3824496269226,1169.978407382965,1185.4175391197205
total minutes,0.0,0.404277245203654,1.9445088903109233,2.132846995194753,2.456132137775421,3.5829180757204693,4.650766483942667,5.430964763959249,6.31965339978536,6.636667688687642,7.2364598949750265,7.829517944653829,8.325957218805948,8.488019625345865,8.723626629511516,8.893263626098634,9.131921025117238,9.453669814268748,9.953129172325134,10.200867982705434,10.55161247253418,10.711430557568868,10.950159915288289,11.101634740829468,11.512614671389262,11.769347973664601,11.998062141736348,12.317038301626841,12.628668781121572,13.043046323458354,13.29179364045461,13.513727235794068,13.760681704680126,14.003534054756164,14.158764906724294,14.591022431850433,14.833982570966084,15.078924083709717,15.320314617951711,15.64854230483373,15.806741054852804,16.054187496503193,16.296129965782164,16.52908060948054,16.772723078727722,17.103037174542745,17.43678471247355,17.67951838175456,17.918725848197937,18.06580851872762,18.295603096485138,18.60858271519343,18.857623795668285,19.10453728834788,19.339707493782043,19.499640123049417,19.756958985328673
cummulative feedback,0.0,79.0,484.0,504.0,561.0,729.0,867.0,930.0,967.0,976.0,983.0,995.0,1002.0,1004.0,1006.0,1008.0,1010.0,1011.0,1011.0,1013.0,1013.0,1013.0,1014.0,1014.0,1014.0,1014.0,1014.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,362.0,998.0,159.0,255.0,998.0,998.0,786.0,960.0,336.0,677.0,648.0,522.0,157.0,244.0,173.0,248.0,343.0,550.0,259.0,388.0,163.0,258.0,159.0,458.0,278.0,250.0,350.0,349.0,472.0,267.0,241.0,268.0,253.0,159.0,484.0,265.0,268.0,263.0,370.0,164.0,269.0,265.0,254.0,265.0,365.0,366.0,266.0,260.0,152.0,256.0,354.0,276.0,268.0,254.0,167.0,286.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
