,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8504.0,9007.0,9328.0,9678.0,9856.0,10219.0,10589.0,11154.0,11483.0,11635.0,11901.0,12054.0,12201.0,12470.0,12625.0,12793.0,12995.0,13152.0,13504.0,13783.0,13948.0,14117.0,14278.0,14443.0,14712.0,14881.0,15049.0,15213.0,15369.0,15526.0,15792.0,16041.0,16195.0,16345.0,16631.0,16897.0,17062.0,17222.0,17397.0,17655.0,17918.0,18080.0,18236.0,18393.0,18547.0,18790.0,18976.0,19232.0,19379.0,19537.0,19688.0,19848.0,20147.0
Episode reward,0.0,-67.22140941391334,-64.67675079861334,-55.01090375141641,-77.30660118325954,-60.94508344995656,-39.73838528708169,-7.332008038470683,-56.74218412092644,70.38658759790817,69.17508521042069,85.16954830052431,83.48598347477858,89.42046196925997,80.309346115314,79.95687842431012,71.28882398308099,83.37152696076392,91.71538224149351,86.9738427864946,91.12170365391137,93.30633765658754,85.44984538208605,90.83606702859954,90.43436305181997,87.74366725129727,91.49251983877947,80.26219620600907,84.1562090952161,90.1842693725209,90.58442391821877,90.46900540227115,89.37041222213358,84.35237105884465,89.0205500238399,91.00181465159339,90.83612107159246,91.76530957118847,89.33325663211866,85.88890942860941,85.72742389001093,90.74183550592713,91.86437026239611,85.22153407919073,84.08477906355024,89.91983378991318,90.12189788543296,88.80989600025194,83.71279130100447,83.10406984735673,89.52167494137355,91.38103462735683,91.38419526335888,91.25753844756424,85.6789758531492,91.46601542233772,85.9650570265243,91.82535989585561,90.93239384221621,90.94663306278022,89.99538623971102,84.80742886152298
Episode feedback,0.8,0.19939879739539199,0.16232464913594724,0.1603206411219232,0.09218436864510585,0.08416833658900968,0.06312625244175726,0.03807615226645676,0.0200400801402404,0.005882352929642445,0.007968127474167077,0.0062499999804687505,0.014326647523419347,0.005649717482204986,0.005524861863190989,0.002710027092926756,0.005319148926739098,0.009146341435529446,0.0,0.0,0.006578947325138505,0.0,0.0,0.0,0.0,0.004975124353357591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003508771917513081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068493150215800346,0.0,0.0,0.0,0.0
total seconds,0.0,75.61593222618103,149.45688486099243,220.9312229156494,282.81814455986023,343.19490909576416,401.16813611984253,456.7440621852875,510.66535806655884,538.0145394802094,565.2456951141357,582.8357746601105,602.3047258853912,612.3945937156677,631.9428629875183,652.0043959617615,682.0428943634033,700.1887204647064,708.8984589576721,723.6348032951355,732.50088763237,740.9535894393921,755.5530364513397,764.4083988666534,773.8456087112427,785.1715884208679,794.3355634212494,813.569920539856,828.9294235706329,838.2962985038757,847.8548238277435,857.1202781200409,866.5309209823608,881.2345268726349,890.8383054733276,900.2834613323212,909.5828678607941,918.5794808864594,927.712500333786,942.6695773601532,956.3842976093292,965.2457113265991,974.0792980194092,989.528374671936,1004.0223677158356,1013.6372723579407,1022.9428315162659,1032.8828389644623,1047.351325750351,1062.0883433818817,1071.4060649871826,1080.4518873691559,1089.41690325737,1098.3572325706482,1111.9604692459106,1122.3819410800934,1136.8897964954376,1145.7649428844452,1155.1692044734955,1164.0769057273865,1173.3639605045319,1190.1980936527252
total minutes,0.0,1.2602655371030171,2.4909480810165405,3.682187048594157,4.713635742664337,5.719915151596069,6.686135601997376,7.612401036421458,8.511089301109314,8.966908991336823,9.420761585235596,9.713929577668507,10.038412098089854,10.206576561927795,10.532381049791972,10.866739932696024,11.367381572723389,11.669812007745106,11.814974315961202,12.060580054918924,12.208348127206166,12.349226490656536,12.592550607522329,12.740139981110891,12.897426811854045,13.086193140347799,13.238926057020823,13.559498675664265,13.815490392843882,13.971604975064595,14.130913730462392,14.285337968667347,14.44218201637268,14.687242114543915,14.847305091222127,15.004724355538686,15.159714464346568,15.309658014774323,15.4618750055631,15.71115962266922,15.939738293488821,16.087428522109985,16.234654966990153,16.4921395778656,16.73370612859726,16.89395453929901,17.049047191937763,17.21471398274104,17.455855429172516,17.70147238969803,17.85676774978638,18.0075314561526,18.156948387622833,18.30595387617747,18.532674487431844,18.706365684668224,18.94816327492396,19.09608238140742,19.252820074558258,19.40128176212311,19.556066008408866,19.836634894212086
cummulative feedback,0.0,199.0,361.0,521.0,613.0,697.0,760.0,798.0,818.0,821.0,825.0,827.0,832.0,833.0,835.0,836.0,839.0,842.0,842.0,842.0,843.0,843.0,843.0,843.0,843.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,845.0,845.0,845.0,845.0,845.0,845.0,845.0,845.0,845.0,845.0,845.0,845.0,845.0,845.0,846.0,846.0,846.0,846.0,846.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,510.0,502.0,320.0,349.0,177.0,362.0,369.0,564.0,328.0,151.0,265.0,152.0,146.0,268.0,154.0,167.0,201.0,156.0,351.0,278.0,164.0,168.0,160.0,164.0,268.0,168.0,167.0,163.0,155.0,156.0,265.0,248.0,153.0,149.0,285.0,265.0,164.0,159.0,174.0,257.0,262.0,161.0,155.0,156.0,153.0,242.0,185.0,255.0,146.0,157.0,150.0,159.0,298.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
