,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
Accumulated time steps,0.0,562.0,1071.0,1399.0,1813.0,2812.0,3231.0,3469.0,3720.0,3963.0,4233.0,4482.0,4752.0,4906.0,5249.0,5680.0,6021.0,6275.0,6528.0,6991.0,7163.0,7542.0,8053.0,8217.0,8467.0,8715.0,9071.0,9313.0,9484.0,9995.0,10428.0,10585.0,10866.0,11116.0,11367.0,11806.0,12050.0,12292.0,12796.0,13063.0,13393.0,13812.0,14053.0,14382.0,14632.0,15054.0,15472.0,15713.0,16220.0,16463.0,16624.0,17137.0,17301.0,17546.0,17788.0,18029.0,18363.0
Episode reward,0.0,68.18314466886255,68.17145734416115,76.17398983155141,73.12699915787155,-22.50332626235593,72.03689249324547,85.01294267822959,86.46738466974979,85.09816399213693,86.6567533222492,89.50123388581846,84.88679491625227,91.44601195793784,82.1076925730595,78.59940444774006,82.95184641683588,87.28149496427554,87.24722984658038,75.99206170732607,90.56095330834003,76.05175663620561,68.72466121074247,91.59879512850216,85.89529665620839,85.55799330685147,85.67774670331268,87.11281428288177,91.85489799758246,72.83416686911308,71.35820412652649,91.38322209466479,83.66251324600972,86.9233257595092,86.81370671360096,70.04337592867607,84.69071607377205,84.53273918316769,67.16751102672397,82.9603166483197,80.19168825372105,73.9094129550738,85.54380616552423,80.06690883554461,85.08356290268289,74.53307993708785,74.73917993899288,85.4968867976174,68.20096451339009,85.49752289033401,89.41190348759285,68.81620853982156,89.10246017065471,85.40249279959316,85.52384307842395,85.49460629617224,80.04202032709915
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,23.88881778717041,46.40041160583496,61.06413221359253,79.99272608757019,123.99436545372009,143.01527667045593,154.20963430404663,165.98127222061157,177.19342970848083,189.58873462677002,201.25179147720337,213.6947636604309,221.41853737831116,237.10283780097961,256.04969668388367,271.49435472488403,283.20778489112854,294.8627133369446,316.0449514389038,324.6840648651123,341.54230856895447,364.75502490997314,372.72022819519043,384.50684356689453,396.534556388855,413.06616950035095,424.58613324165344,432.97812151908875,455.6845474243164,474.93976759910583,482.66481256484985,495.5690083503723,507.29957580566406,519.0278921127319,539.2531847953796,550.6960546970367,562.344717502594,585.0783061981201,597.4244785308838,612.8114683628082,631.606929063797,643.0002496242523,658.1253805160522,669.9650514125824,688.8780903816223,707.8223350048065,719.2238557338715,741.9757390022278,753.3761620521545,761.2497074604034,783.5555491447449,791.5034310817719,803.1017560958862,814.3631920814514,825.7209057807922,841.3789563179016
total minutes,0.0,0.3981469631195068,0.7733401934305827,1.0177355368932088,1.333212101459503,2.0665727575620014,2.3835879445075987,2.5701605717341107,2.766354537010193,2.953223828474681,3.1598122437795,3.3541965246200562,3.561579394340515,3.690308956305186,3.9517139633496603,4.267494944731395,4.5249059120814,4.720129748185475,4.914378555615743,5.267415857315063,5.411401081085205,5.692371809482575,6.079250415166219,6.2120038032531735,6.408447392781576,6.608909273147583,6.884436158339183,7.076435554027557,7.216302025318146,7.59474245707194,7.915662793318431,8.044413542747497,8.259483472506206,8.4549929300944,8.650464868545532,8.987553079922995,9.178267578283945,9.372411958376567,9.751305103302002,9.957074642181396,10.21352447271347,10.526782151063284,10.716670827070873,10.968756341934204,11.166084190209707,11.481301506360372,11.797038916746775,11.987064262231192,12.366262316703796,12.55626936753591,12.687495124340057,13.059259152412414,13.191723851362864,13.38502926826477,13.57271986802419,13.762015096346538,14.02298260529836
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,560.0,508.0,327.0,413.0,998.0,418.0,237.0,250.0,242.0,269.0,248.0,269.0,153.0,342.0,430.0,340.0,253.0,252.0,462.0,171.0,378.0,510.0,163.0,249.0,247.0,355.0,241.0,170.0,510.0,432.0,156.0,280.0,249.0,250.0,438.0,243.0,241.0,503.0,266.0,329.0,418.0,240.0,328.0,249.0,421.0,417.0,240.0,506.0,242.0,160.0,512.0,163.0,244.0,241.0,240.0,333.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
