,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Accumulated time steps,0.0,1000.0,1660.0,2058.0,2298.0,2474.0,2882.0,3142.0,3416.0,3660.0,3911.0,4343.0,4720.0,4976.0,5147.0,5662.0,5820.0,6272.0,6636.0,7018.0,7273.0,7532.0,7811.0,8086.0,8338.0,8590.0,9028.0,9288.0,9570.0,10019.0,10366.0,10623.0,11084.0,11372.0,11839.0,12285.0,12613.0,12966.0,13318.0,13788.0,14244.0,14404.0,14653.0,15110.0,15398.0,15573.0,15918.0,16078.0,16369.0,16524.0,16775.0,17118.0,17572.0,17882.0,18059.0,18311.0,18602.0,18946.0,19195.0,19360.0
Episode reward,0.0,-17.035355638328017,74.62255342327911,90.22402721424955,89.46312541420194,88.22316503818966,71.14818910821567,86.04675790485958,82.38519090969753,81.60938964673531,85.04541712507286,73.40373369384643,83.8723242944936,84.28014748236761,90.86679410623617,60.32015077593134,90.63914005220003,73.80548633160541,79.33771205824934,84.511988545342,85.89170782029952,85.48897300716496,82.95967745037656,83.4982416749454,86.29017521517744,86.28765540318147,75.94874411506596,85.4895856384963,82.71229103311276,75.00250863966181,81.07463544658401,85.75577543807647,85.18421907037012,85.89557963124739,85.67607738814588,75.40726824269228,80.65064823691104,85.73985248876036,88.24461867345404,72.96581867094837,74.45429537467223,90.99825049090032,86.8635979394557,86.21153848109816,87.28942187646902,91.47022754595811,81.83912687526379,91.05758916299855,81.98325475270767,91.49307570146786,86.78665723330796,82.0762326626409,75.03738561516109,80.0976301176606,89.36293049242344,86.57772874750935,81.98412754001433,81.94968516975723,86.97867538564914,90.55994624494164
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,41.17937159538269,68.88948512077332,86.17585897445679,97.08133220672607,105.34382176399231,122.9724690914154,134.58073210716248,146.629953622818,157.7717227935791,169.23322701454163,187.94851517677307,204.51431846618652,215.8480248451233,223.87878894805908,246.0981056690216,253.7522943019867,273.4063808917999,289.4322667121887,305.93143105506897,317.4686748981476,329.0754723548889,341.4298222064972,353.6003248691559,364.9420757293701,376.26399540901184,395.11391973495483,406.6969509124756,419.26893043518066,438.66905331611633,453.8239974975586,465.30259132385254,484.8669846057892,497.75409984588623,517.8257367610931,536.9022495746613,551.2824308872223,567.1368727684021,583.0660383701324,604.1323533058167,623.8106479644775,631.4563992023468,642.686484336853,3685.8401000499725,3698.970244407654,3707.209482908249,3722.539082765579,3730.2225379943848,3744.0664987564087,3751.9959132671356,3763.568749666214,3779.1376516819,3799.2366297245026,3813.050839662552,3821.340443134308,3833.3381609916687,3847.679279565811,3864.2440433502197,3876.3266553878784,3884.7258648872375
total minutes,0.0,0.6863228599230449,1.1481580853462219,1.4362643162409465,1.6180222034454346,1.7557303627332053,2.04954115152359,2.2430122017860414,2.4438325603803,2.6295287132263185,2.820553783575694,3.1324752529462176,3.408571974436442,3.597467080752055,3.731313149134318,4.101635094483694,4.229204905033112,4.5567730148633325,4.823871111869812,5.098857184251149,5.291144581635793,5.484591205914815,5.690497036774953,5.893338747819265,6.082367928822835,6.271066590150197,6.58523199558258,6.778282515207926,6.9878155072530115,7.311150888601939,7.563733291625977,7.755043188730876,8.081116410096486,8.295901664098103,8.630428946018219,8.948370826244354,9.188040514787039,9.452281212806701,9.717767306168874,10.068872555096943,10.396844132741291,10.524273320039113,10.711441405614217,61.43066833416621,61.649504073460896,61.786824715137485,62.04231804609299,62.17037563323974,62.40110831260681,62.533265221118924,62.72614582777023,62.985627528031664,63.320610495408374,63.5508473277092,63.6890073855718,63.88896934986114,64.12798799276352,64.40406738917032,64.60544425646464,64.74543108145396
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,659.0,397.0,239.0,175.0,407.0,259.0,273.0,243.0,250.0,431.0,376.0,255.0,170.0,514.0,157.0,451.0,363.0,381.0,254.0,258.0,278.0,274.0,251.0,251.0,437.0,259.0,281.0,448.0,346.0,256.0,460.0,287.0,466.0,445.0,327.0,352.0,351.0,469.0,455.0,159.0,248.0,456.0,287.0,174.0,344.0,159.0,290.0,154.0,250.0,342.0,453.0,309.0,176.0,251.0,290.0,343.0,248.0,164.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
