,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
Accumulated time steps,0.0,461.0,743.0,1016.0,2015.0,2280.0,2559.0,3558.0,4002.0,4641.0,5185.0,5975.0,6413.0,6767.0,6932.0,7457.0,7699.0,7851.0,8106.0,8551.0,8710.0,8956.0,9206.0,9453.0,9711.0,9863.0,10025.0,10381.0,10822.0,10974.0,11249.0,11412.0,11686.0,11957.0,12109.0,12480.0,12652.0,12814.0,13086.0,13243.0,13664.0,13913.0,14155.0,14435.0,14789.0,14939.0,15191.0,15434.0,15677.0,16115.0,16455.0,16792.0,17134.0,17557.0,18000.0,18262.0,18514.0,18671.0,19114.0,19374.0,19621.0,19774.0
Episode reward,0.0,78.05153407118624,85.14419914022727,86.83220607593907,-69.03664940959625,86.51787373655614,85.50283977224025,-63.68194797052682,76.9349108909804,67.33145623502283,70.6617268348387,56.478097237103164,75.24504070627063,81.42040996520745,90.91619255204697,69.3856908180664,85.15315005493112,90.41415503166198,84.39794692251063,71.9420294132724,91.23105332281166,85.63990728979026,86.39206877314098,85.41097159477022,84.31462864943524,90.89918648448919,89.68867959800713,79.44048086343786,72.98417828260907,90.95939986623074,85.53129639353493,91.21586875570489,86.06628695384202,85.67357113129883,91.23746468898365,82.95301889956455,91.29805099888321,91.40696543459674,85.50867519806249,91.682409488877,75.7736050006532,85.77417111761122,86.31367289360695,82.49304620559526,79.19823466677998,91.32165240858338,85.48262937317563,86.05958290803794,86.28056849076951,74.3878409652715,80.5041631990258,80.77271590588725,79.57499704555855,75.67882383363226,72.93017139461725,83.85157341268454,84.91769391280498,90.46721224015654,73.92568805714347,84.70662349127822,85.95914668654594,90.94060703170892
Episode feedback,0.8,0.4596949881052397,0.20284697436709262,0.2720588225291955,0.01102204407713222,0.08333333301767677,0.07913669036281766,0.0200400801402404,0.0677200901405867,0.05329153596662769,0.047882136191745604,0.02408111530534713,0.018306636113714792,0.0,0.0,0.00572519082876872,0.0,0.013245033024867332,0.003937007858515717,0.009009008988718448,0.0,0.0122448979092045,0.00803212848179868,0.0,0.0,0.0,0.0,0.005633802801031542,0.004545454535123967,0.0,0.0036496350231765146,0.0,0.0,0.0037037036899862825,0.006622516512433666,0.0,0.0,0.0,0.0,0.006410256369165024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,30.520004749298096,46.56458306312561,63.897624015808105,110.40313053131104,124.17827367782593,138.55342864990234,185.90778994560242,208.50269055366516,241.28135585784912,268.91135835647583,308.2532651424408,330.50543546676636,348.86879777908325,357.86715364456177,384.35060453414917,397.28853249549866,405.7360465526581,419.2053961753845,442.1631796360016,451.156126499176,464.1189250946045,477.3348481655121,490.53712224960327,504.2220823764801,512.4731812477112,521.1539146900177,539.6524369716644,561.780421257019,569.8618862628937,583.89564037323,592.6415297985077,606.5735659599304,620.3064203262329,628.6154861450195,647.8955149650574,657.3404841423035,666.36736369133,680.7248485088348,689.6015048027039,711.0639836788177,724.1577482223511,736.7995505332947,751.2959327697754,769.5632479190826,777.9619836807251,791.4553146362305,804.6335134506226,817.5629296302795,839.2625336647034,856.5891537666321,874.0639038085938,891.428558588028,912.2344090938568,934.3048596382141,947.952033996582,961.1036648750305,969.8116955757141,992.0635554790497,1005.6105370521545,1018.2300453186035,1026.4506902694702
total minutes,0.0,0.508666745821635,0.7760763843854268,1.0649604002634685,1.8400521755218506,2.069637894630432,2.3092238108317056,3.09846316576004,3.475044842561086,4.021355930964152,4.481855972607931,5.13755441904068,5.508423924446106,5.814479962984721,5.964452560742696,6.405843408902486,6.621475541591645,6.762267442544301,6.986756602923076,7.369386327266693,7.5192687749862674,7.735315418243408,7.955580802758535,8.175618704160055,8.403701372941335,8.541219687461853,8.685898578166961,8.994207282861074,9.363007020950317,9.497698104381561,9.731594006220499,9.877358829975128,10.109559432665508,10.338440338770548,10.47692476908366,10.798258582750956,10.955674735705058,11.106122728188833,11.345414141813913,11.493358413378397,11.851066394646962,12.06929580370585,12.279992508888245,12.521598879496256,12.82605413198471,12.966033061345419,13.19092191060384,13.410558557510376,13.626048827171326,13.987708894411723,14.276485896110534,14.56773173014323,14.8571426431338,15.203906818230946,15.571747660636902,15.7992005666097,16.01839441458384,16.163528259595235,16.534392591317495,16.76017561753591,16.97050075531006,17.10751150449117
cummulative feedback,0.0,211.0,268.0,342.0,353.0,375.0,397.0,417.0,447.0,481.0,507.0,526.0,534.0,534.0,534.0,537.0,537.0,539.0,540.0,544.0,544.0,547.0,549.0,549.0,549.0,549.0,549.0,551.0,553.0,553.0,554.0,554.0,554.0,555.0,556.0,556.0,556.0,556.0,556.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,459.0,281.0,272.0,998.0,264.0,278.0,998.0,443.0,638.0,543.0,789.0,437.0,353.0,164.0,524.0,241.0,151.0,254.0,444.0,158.0,245.0,249.0,246.0,257.0,151.0,161.0,355.0,440.0,151.0,274.0,162.0,273.0,270.0,151.0,370.0,171.0,161.0,271.0,156.0,420.0,248.0,241.0,279.0,353.0,149.0,251.0,242.0,242.0,437.0,339.0,336.0,341.0,422.0,442.0,261.0,251.0,156.0,442.0,259.0,246.0,152.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
