,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Accumulated time steps,0.0,705.0,982.0,1140.0,1421.0,1691.0,1951.0,2314.0,2577.0,2981.0,3331.0,3586.0,3941.0,4197.0,4556.0,5000.0,5255.0,5813.0,6062.0,6588.0,6753.0,7116.0,7376.0,7628.0,7884.0,8416.0,8659.0,9014.0,9276.0,9528.0,9801.0,10275.0,10880.0,11232.0,11482.0,11987.0,12250.0,12719.0,13379.0,13722.0,14120.0,14290.0,14459.0,14740.0,14897.0,15461.0,15620.0,15922.0,16268.0,16645.0,16895.0,17050.0,17424.0,17677.0,17928.0,18177.0,18333.0,18595.0,18853.0,19285.0,19447.0,19789.0,19960.0
Episode reward,0.0,63.07311845672271,84.97052867490983,91.4774127391346,84.34236130610871,85.94402901945693,85.53785120446226,79.58325161834196,86.16487318729361,77.53945832202578,82.07813916587415,86.88222911557624,81.34530291356236,87.2337536933448,81.9396921899962,75.8029968516909,87.64549817935396,69.83432091572138,87.33214714009591,69.56054284922108,90.9754162612281,80.71119489371436,83.83155648583848,86.76460090621873,86.39860093464402,68.51315492506133,86.36259053564024,79.90253461643184,85.99924663869601,86.82586838622171,84.3389964546971,71.4016302552593,58.569127737982974,80.06259953244168,86.16153008439235,68.49982321882827,85.06032316903574,80.1563533534258,67.87141057546258,79.75111359176076,73.8085237652909,91.22567029655053,89.82601061972677,81.98073538789863,90.6984321876106,64.35935096892078,90.46293611896965,79.96379525084116,79.58585518033655,76.31355176910525,85.54807778706808,90.91939202411702,76.77626831007976,84.97676129836603,85.44972801782042,85.55366768549271,90.81906210654279,83.94403586204784,84.38966036183037,74.33825506253791,90.12492904996455,79.64797544471656,89.16579822248846
Episode feedback,0.8,0.4110953052473751,0.1992753615968284,0.08280254724329587,0.07499999973214286,0.1710037168364174,0.03474903461486859,0.04419889490552791,0.049618320421304124,0.03970223315210364,0.03438395405620644,0.02755905500961002,0.03672316373807016,0.01568627444828912,0.04469273730532755,0.027088036056234683,0.023622047151094304,0.01795332133222025,0.012096774144771073,0.005714285703401361,0.012195121876859014,0.02486187838435945,0.01544401538438604,0.007968127458294312,0.0,0.005649717503484524,0.008264462775766682,0.00847457624724696,0.0076628352196826234,0.01195219118744147,0.0036764705747188583,0.004228329800785772,0.0016556291363317398,0.0,0.0,0.0,0.0038167938785618554,0.0,0.0015174506805501508,0.0,0.0025188916813126154,0.0,0.005952380916950114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,58.09780192375183,76.39719438552856,84.90009927749634,99.46161818504333,116.71459436416626,129.7555112838745,147.44479608535767,160.79403257369995,180.5668625831604,197.79344153404236,210.80227279663086,228.18335127830505,241.02291679382324,259.21384739875793,281.7974126338959,295.09623551368713,322.9779636859894,336.3351001739502,362.7313106060028,371.72441387176514,390.3815176486969,404.2423589229584,417.7060706615448,431.1540038585663,458.1653745174408,471.0299234390259,489.5629162788391,503.5852813720703,516.8619847297668,531.2965340614319,555.3984413146973,585.5093545913696,603.3784763813019,615.9842398166656,640.9398040771484,654.3042712211609,677.5175008773804,710.9405632019043,728.8273720741272,749.4052064418793,758.5574011802673,767.7322838306427,782.1410231590271,790.8416945934296,819.1607818603516,828.0576181411743,843.7783498764038,861.7388942241669,880.7042775154114,893.6772139072418,902.2483034133911,921.2862210273743,934.69739985466,947.5167365074158,960.124561548233,968.3628025054932,982.2090990543365,995.6008241176605,1017.3132400512695,1026.2433495521545,1043.8647150993347,1053.1091227531433
total minutes,0.0,0.9682966987291972,1.2732865730921428,1.4150016546249389,1.6576936364173889,1.945243239402771,2.1625918547312417,2.4574132680892946,2.679900542894999,3.00944770971934,3.296557358900706,3.513371213277181,3.8030558546384174,4.017048613230387,4.320230789979299,4.696623543898265,4.918270591894785,5.382966061433156,5.60558500289917,6.04552184343338,6.195406897862752,6.506358627478281,6.737372648715973,6.96176784435908,7.185900064309438,7.63608957529068,7.8504987239837645,8.159381937980651,8.393088022867838,8.61436641216278,8.854942234357198,9.256640688578289,9.758489243189494,10.056307939688365,10.266403996944428,10.682330067952474,10.905071187019349,11.29195834795634,11.849009386698405,12.14712286790212,12.49008677403132,12.642623353004456,12.795538063844045,13.035683719317118,13.180694909890493,13.652679697672527,13.800960302352905,14.062972497940063,14.362314903736115,14.678404625256857,14.894620231787364,15.037471723556518,15.354770350456239,15.578289997577667,15.79194560845693,16.002076025803884,16.13938004175822,16.37015165090561,16.593347068627676,16.955220667521157,17.104055825869242,17.39774525165558,17.55181871255239
cummulative feedback,0.0,289.0,344.0,357.0,378.0,424.0,433.0,449.0,462.0,478.0,490.0,497.0,510.0,514.0,530.0,542.0,548.0,558.0,561.0,564.0,566.0,575.0,579.0,581.0,581.0,584.0,586.0,589.0,591.0,594.0,595.0,597.0,598.0,598.0,598.0,598.0,599.0,599.0,600.0,600.0,601.0,601.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,703.0,276.0,157.0,280.0,269.0,259.0,362.0,262.0,403.0,349.0,254.0,354.0,255.0,358.0,443.0,254.0,557.0,248.0,525.0,164.0,362.0,259.0,251.0,255.0,531.0,242.0,354.0,261.0,251.0,272.0,473.0,604.0,351.0,249.0,504.0,262.0,468.0,659.0,342.0,397.0,169.0,168.0,280.0,156.0,563.0,158.0,301.0,345.0,376.0,249.0,154.0,373.0,252.0,250.0,248.0,155.0,261.0,257.0,431.0,161.0,341.0,170.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
