,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4901.0,5629.0,6628.0,7627.0,8626.0,9625.0,10257.0,11256.0,12101.0,13100.0,13939.0,14938.0,15937.0,16735.0,17399.0,18155.0
Episode reward,0.0,-67.04732482186225,-70.08936096391562,-69.37529380161355,-41.020662520673504,42.44349857090232,52.59448548706239,-72.06816488384514,-17.74123642539706,-62.695121847622325,-72.13201344297212,70.40692469405765,-57.55815994025725,62.48922975943741,-69.2398015454344,40.07313670984336,-69.6650949320837,-55.08835180238802,76.69830316112376,73.33671348665354,70.1719410634676
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,45.354326248168945,91.62582182884216,138.06249976158142,184.73391270637512,227.11863589286804,261.2894215583801,307.5252695083618,353.8129200935364,400.3639144897461,447.04509449005127,476.7842707633972,523.1596257686615,562.7025828361511,609.224214553833,648.4467017650604,694.6696832180023,740.6845662593842,777.799022436142,808.9783563613892,844.6105422973633
total minutes,0.0,0.7559054374694825,1.5270970304807028,2.3010416626930237,3.078898545106252,3.7853105982144672,4.354823692639669,5.1254211584726965,5.896882001558939,6.672731908162435,7.450751574834188,7.946404512723287,8.719327096144358,9.37837638060252,10.15373690923055,10.807445029417673,11.577828053633372,12.344742770989736,12.963317040602366,13.482972606023152,14.076842371622721
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,903.0,727.0,998.0,998.0,998.0,998.0,631.0,998.0,844.0,998.0,838.0,998.0,998.0,797.0,663.0,755.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
