,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5737.0,6736.0,7113.0,7693.0,7968.0,8240.0,8497.0,8782.0,9040.0,9198.0,9582.0,9932.0,10188.0,10436.0,10721.0,10880.0,11338.0,11705.0,12008.0,12164.0,12433.0,12871.0,13155.0,13335.0,13601.0,13816.0,13982.0,14135.0,14420.0,14717.0,15031.0,15240.0,15651.0,15934.0,16316.0,16485.0,16644.0,16920.0,17276.0,17637.0,17909.0,18080.0,18255.0,18740.0,18991.0,19152.0,19572.0,19736.0,19902.0,20060.0
Episode reward,0.0,-71.69630793387755,-68.98460175012458,-68.36221770478167,-63.42862837372157,-56.683645029086804,57.883846587165,-56.74530935903101,80.05617034558719,67.66984144172031,86.05833672626547,84.16082991401105,85.32697000215549,82.8274797838546,84.00180833475946,90.72218683020692,79.03369272140819,81.56480413575224,85.70220314778398,87.26928258004804,82.45783770531533,90.63464867665229,74.05261108519687,78.36974412164135,82.63314382129218,91.34077992555447,83.18640377906006,76.93711593318133,83.34297788474296,89.47407401245786,86.0745191666675,88.04767177257587,89.94487868173248,91.17869230192686,84.08136650737536,83.14978057355395,81.10522578275655,85.7866265059308,77.01402266458301,82.89334764475353,78.9876228183113,90.64503350220059,89.97777961467895,83.94061481727975,82.2932880675926,80.35128356183682,82.71191240515027,91.05065910381485,90.10071747617287,69.36255963842206,86.83191754093741,91.09380005066224,75.57344241204152,90.35669982401717,89.64957966983611,90.64441501199377
Episode feedback,0.8,0.007014028049084141,0.0601202404207212,0.18737474931124776,0.10921843676431019,0.05310621237163706,0.03648648643718042,0.01703406811920434,0.01063829784404708,0.01381692571016075,0.0036496350231765146,0.007380073773505263,0.007812499969482422,0.0035211267481650467,0.007782101137034626,0.0,0.010443864202496439,0.0,0.0,0.004048582979560393,0.007042253496330093,0.01898734165197885,0.0,0.005464480859386664,0.0,0.0064516128616024975,0.0037313432696591668,0.0,0.0035335688921075306,0.0,0.0,0.0,0.0,0.006578947325138505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,44.88529396057129,100.88312268257141,168.9236490726471,230.831237077713,288.27542757987976,330.95371294021606,385.6436014175415,406.9983284473419,439.0350933074951,454.6298520565033,470.4828932285309,485.3708345890045,501.52628922462463,516.4664340019226,525.9475901126862,547.359005689621,566.7662646770477,580.972669839859,594.7756848335266,610.7706077098846,620.1107239723206,644.5937263965607,664.5760333538055,681.1088356971741,690.306393623352,705.3007898330688,728.9760611057281,744.9076480865479,755.3101036548615,769.7314856052399,781.6842198371887,791.1160840988159,800.0694088935852,815.5405082702637,831.6458106040955,848.7019693851471,860.366500377655,882.3926782608032,897.9272012710571,918.6527388095856,928.3551797866821,937.5497105121613,952.7045130729675,971.805602312088,991.3514461517334,1006.5141439437866,1016.3590950965881,1026.3262650966644,1052.2308406829834,1066.2205498218536,1075.8536221981049,1098.5388536453247,1107.8606915473938,1117.3548843860626,1126.4596736431122
total minutes,0.0,0.7480882326761882,1.681385378042857,2.8153941512107847,3.8471872846285504,4.804590459664663,5.515895215670268,6.427393356959025,6.783305474122366,7.317251555124918,7.577164200941722,7.841381553808848,8.089513909816741,8.358771487077076,8.607773900032043,8.76579316854477,9.122650094827016,9.446104411284129,9.682877830664317,9.912928080558777,10.179510128498077,10.33517873287201,10.74322877327601,11.076267222563425,11.351813928286235,11.505106560389201,11.755013163884481,12.149601018428802,12.41512746810913,12.588501727581024,12.828858093420665,13.028070330619812,13.185268068313599,13.33449014822642,13.592341804504395,13.860763510068258,14.145032823085785,14.339441672960918,14.706544637680054,14.965453354517619,15.31087898015976,15.472586329778036,15.62582850853602,15.878408551216125,16.1967600385348,16.52252410252889,16.775235732396443,16.9393182516098,17.105437751611074,17.537180678049722,17.770342497030892,17.93089370330175,18.308980894088744,18.46434485912323,18.622581406434378,18.77432789405187
cummulative feedback,0.0,7.0,67.0,254.0,363.0,416.0,443.0,460.0,464.0,472.0,473.0,475.0,477.0,478.0,480.0,480.0,484.0,484.0,484.0,485.0,487.0,490.0,490.0,492.0,492.0,493.0,494.0,494.0,495.0,495.0,495.0,495.0,495.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,740.0,998.0,376.0,579.0,274.0,271.0,256.0,284.0,257.0,157.0,383.0,349.0,255.0,247.0,284.0,158.0,457.0,366.0,302.0,155.0,268.0,437.0,283.0,179.0,265.0,214.0,165.0,152.0,284.0,296.0,313.0,208.0,410.0,282.0,381.0,168.0,158.0,275.0,355.0,360.0,271.0,170.0,174.0,484.0,250.0,160.0,419.0,163.0,165.0,157.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
