,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
Accumulated time steps,0.0,1000.0,1286.0,1751.0,2007.0,2378.0,2675.0,2930.0,3291.0,3653.0,3906.0,4060.0,4321.0,4576.0,4739.0,5005.0,5168.0,5347.0,5502.0,5757.0,6021.0,6363.0,6532.0,6793.0,7054.0,7315.0,7672.0,8029.0,8180.0,8338.0,8501.0,8775.0,8930.0,9083.0,9440.0,9620.0,10085.0,10465.0,10745.0,10897.0,11055.0,11207.0,11461.0,11721.0,11967.0,12116.0,12377.0,12538.0,12702.0,12858.0,13214.0,13590.0,13855.0,14105.0,14255.0,14506.0,14692.0,14864.0,15134.0,15388.0,15548.0,15698.0,15875.0,16036.0,16205.0,16364.0,16708.0,16972.0,17125.0,17390.0,17678.0,17949.0,18107.0,18263.0,18417.0,18581.0,18934.0,19199.0,19464.0,19616.0,19772.0,20029.0
Episode reward,0.0,-58.94169625544196,80.72114857582045,72.51016954638374,86.57698224278057,80.17407579841236,81.9716461501359,85.95485764403958,79.98148543082426,80.42060758475426,85.76028364473778,91.62759807223117,85.65252708495947,85.12374441787775,89.1983342514194,84.48495834608238,90.53666658010677,88.74557843782408,91.43112724842265,85.96659978036915,85.85895719867506,82.25528318242425,90.6288709838322,83.96039509050536,85.68182758203591,85.42972954810968,78.96676568807814,79.83101000879823,91.23441811489573,89.98763130766699,90.3772341561018,84.06669583765819,91.55000322362335,91.10577482436729,80.15410091491285,88.9388895978923,71.62549374561205,76.72114130518042,84.12158175285214,90.65668974474684,90.33172979666377,90.86336864156951,85.16691940237557,85.12420269113392,84.48015106363336,90.94594222935804,85.46666392366207,91.43742848600743,90.01451530104738,91.24096576090412,79.36266758055913,77.85774868507804,85.03909300163527,85.39193986214806,91.36824449087314,88.83219406344152,88.20389449174924,89.46191844736892,83.62415503414837,85.60182255042646,90.56594600738107,90.85321519762311,88.83535291572906,90.6987678582008,90.61948910039874,91.17205217296313,79.61181276756966,84.68566588890376,90.77113710458899,84.27286697302713,81.52613115721554,83.15539013727232,91.08710906708995,91.68907072595317,91.02519654555317,90.1508541565431,78.19560728503725,83.09911875987413,84.05468780107658,90.71521709774794,90.89366484414742,84.2003794727344
Episode feedback,0.8,0.2254509015777045,0.19298245546321946,0.1465517238220868,0.1372549014225298,0.12162162129291454,0.06081081060536889,0.1141732278969558,0.06666666648148148,0.06371191118085343,0.0833333330026455,0.0588235290272972,0.053846153639053256,0.05511811001922004,0.05555555521262003,0.03396226402278391,0.02469135787227557,0.011235954993056433,0.025974025805363468,0.015748031434062868,0.026615969480547643,0.011730205244192946,0.03571428550170068,0.003846153831360947,0.015384615325443787,0.01153846149408284,0.011235955024618103,0.002808988756154526,0.0066666666222222224,0.0,0.006172839468068892,0.0,0.006493506451340867,0.0,0.008426966268463579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039525691543376715,0.0,0.0,0.0,0.003846153831360947,0.0,0.0,0.0064516128616024975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002915451886543872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,78.36150884628296,101.94360733032227,142.97368788719177,167.86152338981628,197.15298533439636,218.65809965133667,239.57041692733765,266.8503487110138,298.04936385154724,316.0910050868988,326.7883520126343,347.16159653663635,365.37025570869446,376.5381815433502,393.38337802886963,403.8941671848297,416.3934962749481,427.222820520401,443.7591972351074,462.85261821746826,486.9439227581024,500.637629032135,521.8995084762573,542.5996968746185,565.7209663391113,595.673662185669,624.4437963962555,637.9299705028534,650.6352236270905,665.4756262302399,688.7844207286835,701.7919051647186,715.1894106864929,745.5267796516418,760.5828535556793,799.5190720558167,822.9122054576874,838.7048261165619,847.9800765514374,858.6316986083984,868.5254878997803,883.6741168498993,898.3975570201874,912.5434935092926,921.7027723789215,938.887853384018,949.9226098060608,961.3519530296326,972.1871993541718,995.7695858478546,1016.2791965007782,1031.0241439342499,1044.9211993217468,1053.850569486618,1067.8348758220673,1078.5169053077698,1088.4580371379852,1103.376441001892,1117.6233429908752,1127.1630470752716,1136.1481528282166,1146.718944311142,1156.5151953697205,1167.2363135814667,1177.4924380779266,1198.4074058532715,1214.439335346222,1223.7692308425903,1238.885326385498,1255.9988536834717,1271.7756233215332,1281.0208427906036,1290.2721226215363,1299.6356136798859,1309.6890630722046,1329.5268127918243,1344.9190769195557,1359.9487891197205,1368.863608598709,1378.1001482009888,1392.8474621772766
total minutes,0.0,1.3060251474380493,1.6990601221720378,2.382894798119863,2.797692056496938,3.285883088906606,3.644301660855611,3.992840282122294,4.44750581185023,4.967489397525787,5.2681834181149805,5.446472533543905,5.786026608943939,6.089504261811574,6.275636359055837,6.556389633814494,6.731569453080495,6.939891604582469,7.120380342006683,7.3959866205851235,7.714210303624471,8.115732045968373,8.343960483868917,8.698325141270955,9.043328281243642,9.428682772318522,9.92789436976115,10.407396606604259,10.632166175047557,10.84392039378484,11.091260437170664,11.479740345478058,11.69653175274531,11.919823511441548,12.425446327527364,12.676380892594656,13.325317867596944,13.71520342429479,13.978413768609364,14.13300127585729,14.310528310139974,14.475424798329671,14.72790194749832,14.973292617003123,15.209058225154877,15.361712872982025,15.648130889733633,15.83204349676768,16.022532550493874,16.203119989236196,16.59615976413091,16.937986608346304,17.183735732237498,17.415353322029112,17.5641761581103,17.79724793036779,17.975281755129497,18.14096728563309,18.389607350031536,18.627055716514587,18.78605078458786,18.93580254713694,19.1119824051857,19.275253256162006,19.45393855969111,19.624873967965446,19.97345676422119,20.2406555891037,20.396153847376507,20.648088773091633,20.93331422805786,21.19626038869222,21.350347379843395,21.504535377025604,21.66059356133143,21.82815105120341,22.158780213197073,22.41531794865926,22.66581315199534,22.81439347664515,22.968335803349813,23.214124369621278
cummulative feedback,0.0,225.0,280.0,348.0,383.0,428.0,446.0,475.0,499.0,522.0,543.0,552.0,566.0,580.0,589.0,598.0,602.0,604.0,608.0,612.0,619.0,623.0,629.0,630.0,634.0,637.0,641.0,642.0,643.0,643.0,644.0,644.0,645.0,645.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,649.0,649.0,649.0,649.0,650.0,650.0,650.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,285.0,464.0,255.0,370.0,296.0,254.0,360.0,361.0,252.0,153.0,260.0,254.0,162.0,265.0,162.0,178.0,154.0,254.0,263.0,341.0,168.0,260.0,260.0,260.0,356.0,356.0,150.0,157.0,162.0,273.0,154.0,152.0,356.0,179.0,464.0,379.0,279.0,151.0,157.0,151.0,253.0,259.0,245.0,148.0,260.0,160.0,163.0,155.0,355.0,375.0,264.0,249.0,149.0,250.0,185.0,171.0,269.0,253.0,159.0,149.0,176.0,160.0,168.0,158.0,343.0,263.0,152.0,264.0,287.0,270.0,157.0,155.0,153.0,163.0,352.0,264.0,264.0,151.0,155.0,256.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
