,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
Accumulated time steps,0.0,1000.0,1259.0,1423.0,1633.0,1926.0,2188.0,2453.0,2893.0,3250.0,3499.0,3765.0,4109.0,4263.0,4665.0,4817.0,5068.0,5417.0,5673.0,5843.0,6089.0,6335.0,6614.0,6764.0,7103.0,7353.0,7513.0,7663.0,7810.0,7985.0,8154.0,8309.0,8566.0,8722.0,9260.0,9526.0,9789.0,10035.0,10183.0,10361.0,10627.0,10879.0,11055.0,11342.0,11505.0,11662.0,11821.0,11978.0,12457.0,12831.0,12981.0,13144.0,13298.0,13462.0,13711.0,13860.0,14110.0,14264.0,14424.0,14580.0,14735.0,15081.0,15340.0,15497.0,15746.0,15998.0,16337.0,16588.0,16856.0,17110.0,17268.0,17520.0,17674.0,18058.0,18205.0,18357.0,18639.0,18794.0,19168.0,19321.0,19468.0,19746.0,20014.0
Episode reward,0.0,-56.497535290582285,85.81760461693642,90.50947968047497,85.93095173133122,81.92637540345186,84.73856907095978,84.01284674530952,74.92864720471073,80.2913014165058,86.0224713111055,86.00398071605548,81.53182902326643,91.05654991751753,78.0826501266451,91.45157035776826,86.14100416825616,80.35732928167272,86.73879199011334,89.94676698744829,87.08898135176729,87.21791544527038,83.91834882129353,91.61934550743194,81.63490155212003,87.2719004267977,90.99704919999935,91.50292925796263,91.91812670151191,90.86369000701197,90.1047306543072,90.67759070719528,86.70557192832418,91.58372496707632,69.09679962181609,84.68610385846124,85.81496663505034,85.53030145590394,91.95179203405417,89.50078635670583,84.80507328153958,85.18061645166138,88.69098960153065,82.71121527569773,91.30757056352817,91.26649272070108,91.66700164500949,89.32940009891246,71.36347164483418,77.92612088888563,90.85573227701452,91.46529568684463,91.02726942292507,90.37323032763096,85.81444461737675,91.26510965096082,85.81764965531443,91.07491874538647,90.4866037321392,91.13640650393288,91.0075062377536,75.70770806780772,85.23500046478868,91.23223406645263,86.34283117736639,84.32564962952186,80.41605793851586,86.6637578403864,86.79971256495926,84.41348545726058,90.54418541862903,84.93050903518701,91.93669170333322,78.8480437989235,90.97560933553422,90.79840919534595,83.95255354472926,91.08611002873457,78.26366510405,91.68209473917936,91.34123061400199,81.11487760641864,86.50040866278687
Episode feedback,0.8,0.250501001753005,0.1899224798840214,0.15337423218788815,0.076555023557153,0.15753424603584162,0.10344827546571542,0.1098484844323921,0.07289293833054,0.07022471890386316,0.044354838530827265,0.05283018847988608,0.0524781339577897,0.07843137203639626,0.029925186957792553,0.03311258256216833,0.051999999792,0.017241379260800636,0.011764705836216839,0.01183431945660166,0.028571428454810498,0.024489795818409,0.014388489156875938,0.013422818701860278,0.00591715974580722,0.00803212848179868,0.012578616273090464,0.006711409350930139,0.0068493150215800346,0.011494252807504294,0.0,0.0,0.011718749954223633,0.0,0.005586592168367612,0.0037735848914204344,0.007633587757123711,0.008163265272802998,0.0,0.0,0.0037735848914204344,0.0,0.0057142856816326535,0.0,0.0,0.006410256369165024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591715974580722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,76.83580613136292,99.52121829986572,113.38499760627747,128.6403329372406,152.06135034561157,170.3311893939972,189.56805062294006,218.0061855316162,240.43568062782288,256.051317691803,272.5485129356384,293.4705972671509,303.94261288642883,327.51217579841614,337.1952655315399,353.13507413864136,374.29062485694885,390.5864598751068,401.90450835227966,418.4733383655548,434.8374011516571,452.15796065330505,461.84534096717834,482.63553857803345,498.448602437973,508.33894991874695,518.3074715137482,527.7371604442596,538.5708961486816,548.675817489624,558.0914301872253,573.4966704845428,582.9567792415619,612.8984673023224,628.2633078098297,643.2226111888885,657.4970297813416,666.4700653553009,676.8187155723572,691.9950881004333,706.2029552459717,716.6015183925629,732.5870735645294,742.1696877479553,751.4851448535919,760.8074600696564,770.1158494949341,796.2708296775818,816.9124929904938,825.9111442565918,835.5105776786804,844.6739881038666,854.2395386695862,868.3246240615845,876.9520826339722,891.0720698833466,900.3286197185516,909.8458676338196,918.9322321414948,928.2421004772186,947.2779383659363,962.0586080551147,971.2943911552429,985.0870606899261,999.3319897651672,1018.1124987602234,1032.039784669876,1047.0897436141968,1061.7444686889648,1071.1754925251007,1085.2231018543243,1094.2816927433014,1115.506490945816,1124.0889012813568,1133.1767489910126,1148.9910082817078,1158.1013844013214,1178.915433883667,1188.0673189163208,1196.852777481079,1212.4181461334229,1227.5231640338898
total minutes,0.0,1.2805967688560487,1.6586869716644288,1.8897499601046244,2.14400554895401,2.5343558390935264,2.83885315656662,3.1594675103823344,3.633436425526937,4.007261343797048,4.26752196153005,4.542475215593973,4.891176621119182,5.065710214773814,5.458536263306936,5.619921092192332,5.885584568977356,6.238177080949147,6.50977433125178,6.698408472537994,6.974555639425914,7.247290019194285,7.535966010888417,7.697422349452973,8.043925642967224,8.30747670729955,8.472315831979115,8.63845785856247,8.79561934073766,8.976181602478027,9.1445969581604,9.301523836453756,9.558277841409048,9.715946320692698,10.214974455038707,10.471055130163828,10.720376853148142,10.958283829689027,11.107834422588349,11.280311926205952,11.533251468340556,11.770049254099527,11.943358639876047,12.209784559408824,12.369494795799255,12.524752414226532,12.680124334494273,12.8352641582489,13.271180494626362,13.615208216508229,13.765185737609864,13.925176294644674,14.07789980173111,14.237325644493103,14.472077067693075,14.615868043899535,14.851201164722443,15.005476995309193,15.164097793896993,15.315537202358247,15.47070167462031,15.78796563943227,16.034310134251914,16.188239852587383,16.418117678165437,16.655533162752786,16.96854164600372,17.20066307783127,17.45149572690328,17.69574114481608,17.852924875418346,18.087051697572072,18.238028212388357,18.591774849096932,18.734815021355946,18.88627914985021,19.149850138028462,19.301689740022024,19.648590564727783,19.80112198193868,19.94754629135132,20.206969102223713,20.458719400564828
cummulative feedback,0.0,250.0,299.0,324.0,340.0,386.0,413.0,442.0,474.0,499.0,510.0,524.0,542.0,554.0,566.0,571.0,584.0,590.0,593.0,595.0,602.0,608.0,612.0,614.0,616.0,618.0,620.0,621.0,622.0,624.0,624.0,624.0,627.0,627.0,630.0,631.0,633.0,635.0,635.0,635.0,636.0,636.0,637.0,637.0,637.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,258.0,163.0,209.0,292.0,261.0,264.0,439.0,356.0,248.0,265.0,343.0,153.0,401.0,151.0,250.0,348.0,255.0,169.0,245.0,245.0,278.0,149.0,338.0,249.0,159.0,149.0,146.0,174.0,168.0,154.0,256.0,155.0,537.0,265.0,262.0,245.0,147.0,177.0,265.0,251.0,175.0,286.0,162.0,156.0,158.0,156.0,478.0,373.0,149.0,162.0,153.0,163.0,248.0,148.0,249.0,153.0,159.0,155.0,154.0,345.0,258.0,156.0,248.0,251.0,338.0,250.0,267.0,253.0,157.0,251.0,153.0,383.0,146.0,151.0,281.0,154.0,373.0,152.0,146.0,277.0,267.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
