,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Accumulated time steps,0.0,1000.0,1255.0,1511.0,1794.0,2279.0,2616.0,2882.0,3348.0,3744.0,4743.0,5742.0,6741.0,7284.0,7642.0,7924.0,8190.0,8467.0,9004.0,9479.0,9747.0,10095.0,10351.0,10918.0,11400.0,11677.0,11838.0,12093.0,12552.0,12899.0,13075.0,13363.0,13637.0,13928.0,14210.0,14516.0,14790.0,15164.0,15755.0,16132.0,16626.0,16913.0,17297.0,17575.0,17750.0,18139.0,18413.0,18710.0,19001.0,19277.0,19553.0,19840.0
Episode reward,0.0,-59.60611030345176,87.17306648775703,86.08940959551839,85.96404910606286,71.92107772378151,83.36523262832313,82.7411195999881,74.86417292014382,79.99778705822142,-55.249881392873604,-63.96811754187936,-56.7165441580179,67.20327686875763,80.84481759968719,84.10592590282306,84.71233842236889,82.54823351934057,67.06024780434566,75.52318829283824,83.99162642411048,78.6128875341536,84.57168587620325,64.88943119062768,74.61625082835695,84.9631211100644,91.4023502312053,85.30621317210239,72.0268478652792,80.13935343759314,89.3653751712134,83.90410895191037,86.06297225346128,82.9655344692423,85.93104426037458,81.27510604735241,86.14271559687343,81.88210725970335,69.7355107738932,81.13356841293316,75.78291071389756,83.5765418040705,80.19389583954575,85.27003682335382,90.4260727455806,79.1640582542357,86.17821114972907,82.24227015689979,83.54978744012953,85.55950283753317,85.59133087411466,83.75100609034737
Episode feedback,0.8,0.28356713398440164,0.29133858153016307,0.07058823501730103,0.1312056732935969,0.11776859479799877,0.11904761869331065,0.08679245250267,0.03870967733610822,0.060759493517064576,0.03406813623840868,0.01603206411219232,0.025050100175300502,0.007380073787121635,0.005602240880665992,0.014234875394181938,0.007547169782840869,0.0,0.001865671638310314,0.0,0.0037453183380325157,0.0,0.0,0.0017667844491752924,0.0,0.0,0.006249999960937501,0.0,0.004366812217539711,0.0,0.0057142856816326535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,73.62446236610413,92.18042302131653,105.56583404541016,122.27426934242249,150.0987994670868,169.3941295146942,183.5794234275818,205.54283547401428,226.0988199710846,276.9200949668884,325.70637369155884,376.6255090236664,404.49389910697937,422.71987771987915,436.9009675979614,450.3477761745453,464.20919847488403,490.46760630607605,514.6525752544403,528.7288942337036,546.5225160121918,559.6959753036499,587.3484213352203,610.7343854904175,624.8947689533234,633.7524170875549,647.0736882686615,670.0929052829742,687.2551581859589,696.5132451057434,711.1927869319916,725.146054983139,739.9178721904755,754.2917637825012,769.7304282188416,784.0812740325928,803.4626936912537,832.4401590824127,851.2111201286316,875.485582113266,890.4555838108063,909.8665337562561,924.4717953205109,934.1060004234314,954.0944485664368,968.5563225746155,983.988142490387,998.7313604354858,1012.8327722549438,1027.1953740119934,1041.7435162067413
total minutes,0.0,1.2270743727684021,1.5363403836886087,1.7594305674235027,2.0379044890403746,2.50164665778478,2.82323549191157,3.0596570571263633,3.425713924566905,3.7683136661847434,4.615334916114807,5.42843956152598,6.277091817061106,6.741564985116323,7.045331295331319,7.281682793299357,7.505796269575755,7.7368199745814,8.174460105101268,8.577542920907339,8.812148237228394,9.108708600203196,9.328266255060832,9.789140355587005,10.17890642484029,10.414912815888723,10.562540284792583,10.78456147114436,11.168215088049571,11.454252636432647,11.608554085095724,11.853213115533192,12.085767583052318,12.331964536507924,12.57152939637502,12.828840470314026,13.068021233876546,13.391044894854227,13.874002651373546,14.18685200214386,14.591426368554433,14.840926396846772,15.164442229270936,15.407863255341848,15.568433340390524,15.901574142773946,16.14260537624359,16.399802374839783,16.645522673924763,16.880546204249065,17.11992290019989,17.362391936779023
cummulative feedback,0.0,283.0,357.0,375.0,412.0,469.0,509.0,532.0,550.0,574.0,608.0,624.0,649.0,653.0,655.0,659.0,661.0,661.0,662.0,662.0,663.0,663.0,663.0,664.0,664.0,664.0,665.0,665.0,667.0,667.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,254.0,255.0,282.0,484.0,336.0,265.0,465.0,395.0,998.0,998.0,998.0,542.0,357.0,281.0,265.0,276.0,536.0,474.0,267.0,347.0,255.0,566.0,481.0,276.0,160.0,254.0,458.0,346.0,175.0,287.0,273.0,290.0,281.0,305.0,273.0,373.0,590.0,376.0,493.0,286.0,383.0,277.0,174.0,388.0,273.0,296.0,290.0,275.0,275.0,286.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
