,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
Accumulated time steps,0.0,1000.0,1600.0,2054.0,2422.0,2798.0,2992.0,3478.0,3735.0,4016.0,4174.0,4432.0,4706.0,4862.0,5128.0,5383.0,5747.0,5920.0,6187.0,6438.0,6604.0,6885.0,7157.0,7640.0,8056.0,8311.0,8592.0,8858.0,9016.0,9280.0,9450.0,9651.0,9920.0,10207.0,10486.0,10751.0,11031.0,11323.0,11611.0,11879.0,12147.0,12365.0,12538.0,12687.0,12860.0,13022.0,13182.0,13467.0,13628.0,13798.0,14071.0,14227.0,14382.0,14561.0,14821.0,14976.0,15240.0,15400.0,15710.0,15895.0,16195.0,16478.0,16759.0,16920.0,17077.0,17457.0,17621.0,17784.0,17947.0,18109.0,18398.0,18670.0,18833.0,18996.0,19163.0,19430.0,19696.0,19852.0,20015.0
Episode reward,0.0,-67.47180039007057,64.07026010140353,72.62550446083308,77.8342403835962,78.26168457218073,87.55181318911923,72.22194872634924,84.69454239265535,82.69223313746812,90.74262143746435,84.85336847097054,84.9164372138092,91.17788324048726,84.90701628332465,86.49451441479512,81.2357735216072,90.20153308091821,84.83779086876842,85.21409465394265,90.93012611855339,82.84171511870649,86.07032844315559,73.11701750404534,72.74513602921294,85.042288194526,84.49707955694042,85.72258590176789,90.29458829962205,85.12102619379304,89.96340897627756,90.82489909164903,85.0049950525408,84.09163661503338,84.39589979329779,85.49690888625486,84.50351049191251,82.14621491356496,83.73690282097867,84.85896424073547,86.17034517462224,89.49979677656152,89.31285618827224,91.33658722638454,90.68503566919014,91.69094522305683,90.51544406378912,82.91096614839319,90.31973908562529,90.80303367871132,84.34803405253106,90.63708221111757,90.90238695741783,87.8669018744438,86.33004117914183,90.63228340475266,85.7543959196425,90.88621330276665,81.20717981446502,88.20460602160237,81.39340049879593,84.16227422188207,84.51120287974639,90.16809987124593,90.18199935905238,77.42287140042234,90.52439671059578,89.85027377151515,90.43929651700921,90.78029405111242,83.53482977072746,84.3939337396548,90.23893850624574,90.20667202754802,89.8064662499358,83.28981817600695,83.69621664876004,90.34249439919846,89.88801340646887
Episode feedback,0.8,0.1202404808414424,0.3171953250130295,0.1743929355973666,0.12534059911351336,0.10133333306311111,0.046632124110714386,0.05567010297799979,0.05468749978637696,0.035714285586734694,0.05732484039920484,0.04280155625369044,0.018315018247930335,0.03870967716961499,0.0981132071769313,0.023622047151094304,0.01928374650335056,0.023255813818280152,0.015037593928430099,0.01999999992,0.030303030119375577,0.014285714234693879,0.011070110660257895,0.004149377584752328,0.0024096385484105097,0.003937007858515717,0.0035714285586734697,0.0037735848914204344,0.0,0.0,0.00591715972830083,0.004999999975,0.0,0.00699300696855592,0.007194244578437969,0.003787878773530762,0.0,0.0,0.0,0.0037453183380325157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007042253496330093,0.0,0.00591715972830083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035460992782053217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,55.96345233917236,102.43069648742676,132.6036250591278,155.79871320724487,178.66282391548157,190.0846266746521,217.57802081108093,232.54176783561707,248.3251941204071,257.9042778015137,272.66069650650024,287.58554577827454,296.89213156700134,313.2868959903717,327.602347612381,347.3355767726898,357.2439651489258,371.8262734413147,385.7663950920105,395.4928390979767,410.7229526042938,425.4941020011902,450.59225583076477,472.50195026397705,486.3151738643646,501.3383195400238,515.5469288825989,524.4093897342682,538.5876104831696,548.1407201290131,559.302675485611,573.8298542499542,589.3063423633575,604.4043290615082,618.7996342182159,633.941376209259,649.432596206665,664.9857304096222,679.5027093887329,693.9227428436279,705.8276169300079,715.4143841266632,723.8943319320679,733.6492519378662,742.7817347049713,751.7756643295288,767.2682559490204,776.2978525161743,785.9521415233612,801.0250418186188,809.9564366340637,818.7720100879669,828.7985761165619,842.8467543125153,851.6139407157898,865.677588224411,874.5902147293091,891.4215071201324,901.9721939563751,918.0815615653992,933.3384034633636,948.621997833252,957.9896912574768,967.1630718708038,987.4615178108215,996.7019248008728,1005.8651909828186,1015.0534937381744,1024.0940155982971,1039.6471049785614,1054.443680047989,1063.8011662960052,1072.9597425460815,1082.3149242401123,1096.6430022716522,1110.9468095302582,1119.7137742042542,1128.7824821472168
total minutes,0.0,0.9327242056528727,1.707178274790446,2.21006041765213,2.596645220120748,2.977713731924693,3.1680771112442017,3.626300346851349,3.8756961305936177,4.138753235340118,4.298404630025228,4.544344941775004,4.793092429637909,4.948202192783356,5.221448266506195,5.460039126873016,5.78892627954483,5.9540660858154295,6.197104557355245,6.429439918200175,6.591547318299612,6.845382543404897,7.091568366686503,7.509870930512746,7.875032504399617,8.10525289773941,8.355638659000396,8.59244881470998,8.740156495571137,8.976460174719493,9.135678668816885,9.321711258093517,9.563830904165904,9.821772372722625,10.073405484358469,10.313327236970265,10.56568960348765,10.823876603444416,11.083095506827037,11.325045156478883,11.5653790473938,11.763793615500132,11.92357306877772,12.06490553220113,12.22748753229777,12.379695578416188,12.529594405492146,12.787804265817007,12.938297541936238,13.099202358722687,13.350417363643647,13.499273943901063,13.646200168132783,13.813309601942699,14.047445905208587,14.193565678596496,14.427959803740183,14.576503578821818,14.857025118668874,15.032869899272919,15.30135935942332,15.555640057722728,15.8103666305542,15.96649485429128,16.119384531180064,16.457691963513692,16.611698746681213,16.764419849713644,16.917558228969575,17.068233593304953,17.32745174964269,17.574061334133148,17.730019438266755,17.882662375768025,18.03858207066854,18.277383371194205,18.515780158837636,18.66189623673757,18.81304136912028
cummulative feedback,0.0,120.0,310.0,389.0,435.0,473.0,482.0,509.0,523.0,533.0,542.0,553.0,558.0,564.0,590.0,596.0,603.0,607.0,611.0,616.0,621.0,625.0,628.0,630.0,631.0,632.0,633.0,634.0,634.0,634.0,635.0,636.0,636.0,638.0,640.0,641.0,641.0,641.0,641.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,644.0,644.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,646.0,646.0,646.0,646.0,646.0,646.0,646.0,646.0,646.0,646.0,646.0,646.0,646.0,646.0,646.0,646.0,646.0,646.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,599.0,453.0,367.0,375.0,193.0,485.0,256.0,280.0,157.0,257.0,273.0,155.0,265.0,254.0,363.0,172.0,266.0,250.0,165.0,280.0,271.0,482.0,415.0,254.0,280.0,265.0,157.0,263.0,169.0,200.0,268.0,286.0,278.0,264.0,279.0,291.0,287.0,267.0,267.0,217.0,172.0,148.0,172.0,161.0,159.0,284.0,160.0,169.0,272.0,155.0,154.0,178.0,259.0,154.0,263.0,159.0,309.0,184.0,299.0,282.0,280.0,160.0,156.0,379.0,163.0,162.0,162.0,161.0,288.0,271.0,162.0,162.0,166.0,266.0,265.0,155.0,162.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
