,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Accumulated time steps,0.0,1000.0,1999.0,2179.0,2450.0,3033.0,3430.0,3586.0,4307.0,4631.0,4798.0,5069.0,5428.0,6230.0,6495.0,6652.0,6925.0,7175.0,7535.0,7885.0,8326.0,8601.0,8855.0,9195.0,9625.0,9885.0,10146.0,10416.0,10932.0,11277.0,11728.0,12187.0,12447.0,12804.0,13087.0,13350.0,13596.0,14051.0,14523.0,14894.0,15057.0,15306.0,15641.0,15910.0,16243.0,16487.0,16998.0,17348.0,17857.0,18104.0,18354.0,18614.0,18866.0,19229.0,19648.0,19906.0
Episode reward,0.0,-71.88420558356832,-57.13508630109234,89.20535897141536,85.54509938946596,68.07470259204192,76.4790879543806,91.43602350741936,59.19048212197295,79.47708476171447,90.52116351184915,84.24026324260667,78.68326262015698,49.600303293538076,85.3015224484433,90.60382344595301,82.77874017003721,84.33525793918182,81.55964974921439,79.17047029887861,73.55643787147362,83.95178806922036,86.63121910572026,81.41760188889032,78.13186102040532,85.90566920948245,84.56443860800997,85.11109649984321,68.54341235023819,76.45380109406807,76.67060072514724,75.74766484506708,86.16787359722528,81.7333966584533,82.9909035912082,82.06252447604042,85.23952472895537,73.54442076393585,75.38831739672855,80.34963576572045,91.3655664934602,83.48194462776152,76.05512634173041,81.61682607660978,76.3759029667882,83.15639395257773,62.64615058393517,74.25294895872437,64.00343290611335,82.48194618755838,83.14891128931828,82.41186342764776,82.99492132605215,74.86443548209263,70.12096679526812,82.56219608030696
Episode feedback,0.8,0.0150300601051803,0.2655310618581853,0.13407821154146252,0.07407407379972565,0.1134020616608212,0.047979797858636875,0.05161290289281998,0.04444444438271605,0.01857585133567848,0.03614457809551459,0.04074074058984911,0.022346368652663776,0.01997503118604865,0.026515151414715336,0.025641025476660095,0.0073529411494377165,0.0,0.011142061250300666,0.014326647523419347,0.00681818180268595,0.0,0.007905138308675343,0.005899704997346003,0.0,0.0,0.007692307662721894,0.0,0.005825242707135451,0.0029069767357355327,0.0,0.0,0.0,0.0,0.0035460992782053217,0.0,0.004081632636401499,0.004405286333909061,0.0,0.0,0.0,0.004032258048257024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,47.952547550201416,120.8788788318634,131.29562044143677,145.93927311897278,180.5078797340393,200.8116455078125,209.45777678489685,247.34772205352783,264.18289065361023,273.11434960365295,287.2907898426056,305.25610733032227,343.26213669776917,356.6562328338623,365.37694001197815,379.5065932273865,392.73122358322144,411.0707948207855,428.86358428001404,451.1409306526184,465.3691759109497,478.8839383125305,496.3045015335083,518.0860071182251,531.7302634716034,545.2580153942108,559.0524301528931,584.241495847702,602.1799561977386,624.8311834335327,647.9961981773376,661.6288683414459,680.0174942016602,694.8011267185211,708.8323621749878,722.0366947650909,745.4048109054565,769.1835296154022,788.2159297466278,796.9033923149109,809.3136065006256,825.6018271446228,838.5664129257202,854.7364280223846,866.9208211898804,891.6613051891327,908.5873703956604,933.6029658317566,946.5586931705475,959.6946015357971,972.9761214256287,986.2192261219025,1004.5812261104584,1025.3281786441803,1038.1946346759796
total minutes,0.0,0.7992091258366902,2.014647980531057,2.1882603406906127,2.4323212186495464,3.0084646622339886,3.3468607584635417,3.4909629464149474,4.122462034225464,4.40304817756017,4.551905826727549,4.788179830710093,5.087601788838705,5.721035611629486,5.944270547231039,6.089615666866303,6.325109887123108,6.545520393053691,6.851179913679759,7.1477264046669005,7.519015510876973,7.7561529318491615,7.9813989718755085,8.271741692225138,8.634766785303752,8.862171057860056,9.087633589903513,9.317540502548217,9.737358264128368,10.036332603295644,10.413853057225545,10.79993663628896,11.027147805690765,11.333624903361002,11.58001877864202,11.813872702916463,12.033944912751515,12.423413515090942,12.819725493590036,13.136932162443797,13.281723205248515,13.48856010834376,13.76003045241038,13.976106882095337,14.245607133706411,14.448680353164672,14.861021753152212,15.143122839927674,15.560049430529277,15.775978219509124,15.994910025596619,16.216268690427146,16.436987102031708,16.743020435174305,17.088802977403006,17.30324391126633
cummulative feedback,0.0,15.0,280.0,304.0,324.0,390.0,409.0,417.0,449.0,455.0,461.0,472.0,480.0,496.0,503.0,507.0,509.0,509.0,513.0,518.0,521.0,521.0,523.0,525.0,525.0,525.0,527.0,527.0,530.0,531.0,531.0,531.0,531.0,531.0,532.0,532.0,533.0,535.0,535.0,535.0,535.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,179.0,270.0,582.0,396.0,155.0,720.0,323.0,166.0,270.0,358.0,801.0,264.0,156.0,272.0,249.0,359.0,349.0,440.0,274.0,253.0,339.0,429.0,259.0,260.0,269.0,515.0,344.0,450.0,458.0,259.0,356.0,282.0,262.0,245.0,454.0,471.0,370.0,162.0,248.0,334.0,268.0,332.0,243.0,510.0,349.0,508.0,246.0,249.0,259.0,251.0,362.0,418.0,257.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
