,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
Accumulated time steps,0.0,839.0,1112.0,1385.0,1654.0,1838.0,1991.0,2269.0,2418.0,2571.0,2720.0,3075.0,3226.0,3520.0,3884.0,4226.0,4687.0,4838.0,4993.0,5241.0,5397.0,5671.0,5930.0,6275.0,6521.0,6779.0,6949.0,7419.0,7666.0,7938.0,8223.0,8377.0,8623.0,9244.0,9395.0,9740.0,9988.0,10351.0,10595.0,10761.0,11153.0,11316.0,11568.0,12106.0,12260.0,12499.0,12665.0,12921.0,13075.0,13325.0,13579.0,13735.0,14108.0,14267.0,14431.0,14786.0,14935.0,15198.0,15433.0,15590.0,15939.0,16092.0,16542.0,16704.0,16868.0,17337.0,17605.0,17871.0,18025.0,18389.0,18775.0,18936.0,19209.0,19364.0,19523.0,19707.0,19994.0,20150.0
Episode reward,0.0,53.32595888984203,85.3970962254447,85.04190108378873,84.8485125912267,88.40620093808775,91.23575564412602,83.01593716665205,91.57827636878878,90.42842858597885,91.77782734686618,81.90607073064334,90.79781903852287,82.94279569111103,77.26626141276301,80.94230912710071,73.66585767292725,91.73535973063076,90.2465049338561,85.34230128674396,90.76320373192688,82.47990748049114,84.83807477284027,79.65941695251941,87.05589165532159,86.26024864024012,89.97142379998442,72.72377730303505,86.26742386610003,83.61075541633079,87.361979447224,91.71496033519851,87.59810894412499,66.01242610547251,91.07540697555925,80.20309639971013,85.46272391677003,79.75956264402048,86.17872917083945,90.71573131075675,79.38846712081298,91.52047815653866,83.82816102004294,67.74213916837867,90.30047095843322,87.55284231631792,92.0606576826375,86.5392098009997,91.23276156557907,87.07000607094061,86.49614026397556,90.51847394345027,78.11526006794594,91.0606910472528,90.22890420626487,80.36615870141745,90.71884585093512,86.19316080889485,86.63924638587326,91.63213308752806,83.0647866048404,91.87687594926463,77.31387764993156,91.10677372783954,90.78445227379464,76.98866372669707,85.17743868946891,83.9724351869121,91.4574175611387,79.69628451253755,79.94004004302064,91.3077785223534,85.89975850642098,91.01474106217168,91.01493890220112,87.85489636556318,80.52781635229067,90.1309766352402
Episode feedback,0.8,0.2879330940407012,0.16544117586234863,0.1323529406898789,0.1268656711684117,0.10928961688912778,0.09210526255193906,0.12274368186735134,0.13513513422205992,0.11842105185249308,0.07432432382213294,0.09322033871971656,0.06666666622222223,0.09215017033395846,0.052341597651951524,0.049853372287820025,0.05652173900756144,0.02666666648888889,0.05844155806206781,0.04048582979560393,0.03870967716961499,0.025641025547102472,0.01162790693167478,0.008720930207206599,0.024489795818409,0.01167315170555194,0.01183431945660166,0.014925373102504535,0.008130081267763897,0.011070110660257895,0.014084506992660187,0.019607843009099065,0.0,0.004838709669614984,0.0,0.0029069767357355327,0.0,0.008287292794786485,0.0,0.006060606023875115,0.0051150895009844256,0.0,0.0,0.005586592168367612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00282485874908232,0.0,0.0,0.0,0.0,0.0,0.0,0.002227171487244607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006493506451340867,0.0,0.0,0.0,0.0
total seconds,0.0,67.38720893859863,88.0739996433258,107.0658073425293,125.49484324455261,137.83008885383606,148.05253434181213,166.52559232711792,177.31993961334229,188.07838916778564,198.07469487190247,222.41351318359375,232.83494997024536,252.88383269309998,274.8285918235779,295.2101764678955,322.64103078842163,331.66191244125366,341.3059837818146,355.917599439621,365.44317054748535,381.1203284263611,395.5190329551697,414.2630043029785,428.33106684684753,442.66208577156067,452.526193857193,478.0483603477478,491.8437430858612,507.1500823497772,522.8903906345367,531.9668591022491,545.429939031601,578.3291726112366,587.1480810642242,605.8332657814026,619.6031816005707,639.5031805038452,652.8486838340759,662.4834530353546,683.949364900589,693.193327665329,707.0087203979492,735.7757179737091,744.5998492240906,757.7718994617462,767.4049124717712,781.8648235797882,790.697900056839,804.3446309566498,818.4688909053802,827.4374032020569,847.7224781513214,857.0360069274902,866.4896261692047,885.5920164585114,894.1998109817505,908.850973367691,921.9576709270477,930.9059455394745,949.8294243812561,958.65403008461,982.7450270652771,992.2949402332306,1001.9046673774719,1027.2664685249329,1042.0944299697876,1056.7520196437836,1065.65376663208,1085.2337136268616,1106.6156866550446,1115.9271483421326,1130.8217339515686,1139.9874651432037,1149.0678026676178,1159.3797817230225,1175.085925579071,1184.2454886436462
total minutes,0.0,1.1231201489766438,1.46789999405543,1.7844301223754884,2.0915807207425434,2.2971681475639345,2.467542239030202,2.7754265387852985,2.955332326889038,3.1346398194630942,3.3012449145317078,3.706891886393229,3.880582499504089,4.214730544885,4.580476530392965,4.920169607798258,5.37735051314036,5.527698540687561,5.688433063030243,5.931959990660349,6.090719509124756,6.352005473772684,6.591983882586161,6.904383405049642,7.138851114114126,7.377701429526011,7.5421032309532166,7.967472672462463,8.197395718097686,8.452501372496288,8.714839843908946,8.866114318370819,9.090498983860016,9.63881954352061,9.785801351070404,10.09722109635671,10.326719693342845,10.658386341730754,10.880811397234599,11.041390883922578,11.399156081676484,11.553222127755483,11.783478673299154,12.262928632895152,12.409997487068177,12.62953165769577,12.790081874529521,13.03108039299647,13.17829833428065,13.405743849277496,13.641148181756337,13.790623386700949,14.12870796918869,14.283933448791505,14.441493769486746,14.75986694097519,14.903330183029174,15.14751622279485,15.365961182117463,15.515099092324574,15.830490406354269,15.977567168076833,16.379083784421287,16.538249003887177,16.698411122957864,17.12110780874888,17.36824049949646,17.612533660729728,17.760896110534667,18.08722856044769,18.443594777584075,18.59878580570221,18.84702889919281,18.999791085720062,19.151130044460295,19.322996362050375,19.58476542631785,19.737424810727436
cummulative feedback,0.0,241.0,286.0,322.0,356.0,376.0,390.0,424.0,444.0,462.0,473.0,506.0,516.0,543.0,562.0,579.0,605.0,609.0,618.0,628.0,634.0,641.0,644.0,647.0,653.0,656.0,658.0,665.0,667.0,670.0,674.0,677.0,677.0,680.0,680.0,681.0,681.0,684.0,684.0,685.0,687.0,687.0,687.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,692.0,692.0,692.0,692.0,692.0,692.0,692.0,692.0,692.0,692.0,692.0,693.0,693.0,693.0,693.0,693.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,837.0,272.0,272.0,268.0,183.0,152.0,277.0,148.0,152.0,148.0,354.0,150.0,293.0,363.0,341.0,460.0,150.0,154.0,247.0,155.0,273.0,258.0,344.0,245.0,257.0,169.0,469.0,246.0,271.0,284.0,153.0,245.0,620.0,150.0,344.0,247.0,362.0,243.0,165.0,391.0,162.0,251.0,537.0,153.0,238.0,165.0,255.0,153.0,249.0,253.0,155.0,372.0,158.0,163.0,354.0,148.0,262.0,234.0,156.0,348.0,152.0,449.0,161.0,163.0,468.0,267.0,265.0,153.0,363.0,385.0,160.0,272.0,154.0,158.0,183.0,286.0,155.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
