,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
Accumulated time steps,0.0,1000.0,1999.0,2797.0,3086.0,3831.0,4101.0,4347.0,4603.0,4854.0,5017.0,5297.0,5685.0,5843.0,6200.0,6366.0,6719.0,6956.0,7226.0,7601.0,7857.0,8119.0,8375.0,8718.0,9105.0,9361.0,9519.0,9669.0,9817.0,10076.0,10238.0,10405.0,10758.0,11017.0,11181.0,11524.0,11692.0,11961.0,12209.0,12352.0,12713.0,12966.0,13117.0,13371.0,13524.0,13680.0,13848.0,14415.0,14578.0,14955.0,15117.0,15676.0,15849.0,16124.0,16485.0,16853.0,17097.0,17378.0,17627.0,17885.0,18038.0,18188.0,18345.0,18538.0,18690.0,18843.0,18991.0,19260.0,19505.0,19763.0,20017.0
Episode reward,0.0,-72.51880757098843,-68.160839027512,46.28775545670923,79.32969308490708,55.0647852000159,85.03530834482987,85.31651890982079,83.80727451852057,86.31621296763632,90.05378688693224,83.28862324955503,79.82524419004045,91.18942263772156,77.67923878744347,90.08193736894233,79.70734432587064,86.5794241900126,83.04662584807926,79.05690714595974,85.1089489619045,83.73716815448967,86.23532994409402,78.46991263961331,77.33789926196542,84.76441258096008,90.69585422126198,90.61257754322087,90.90053542365649,85.95594719421996,90.29546859986222,90.41399227842827,81.43021465588208,85.21209976535278,89.59593975398448,78.3920181489255,91.71600351562165,85.85343257139728,86.29038617669829,91.99869696482513,77.98300266423826,84.09487646670061,91.42132972364918,86.33309170672743,90.89982543942624,90.67936124183097,91.23826331815233,68.85238624502172,90.11205428963,76.8622636126016,89.39833370422764,64.45703175411872,90.49897952810589,84.23483120996714,79.24252689650922,78.3193633848459,85.66211370334292,86.2455082588039,83.96794701341298,85.4854064093945,90.92784037899875,91.00595783703014,90.20699188322995,86.52269294527792,90.39774462953335,90.53704259801911,90.55454131872561,83.91570844650226,83.81726751009352,84.29970417069163,84.11231641468537
Episode feedback,0.8,0.0150300601051803,0.10120240470821402,0.1668757839813353,0.11458333293547454,0.0887096773001214,0.05204460947195313,0.057142856909620995,0.0588235291810842,0.047999999808,0.03703703680841335,0.03942652315617734,0.025839793214884256,0.0318471335551138,0.02808988756154526,0.030303030119375577,0.019886363579868286,0.05084745741166331,0.011152416315418526,0.005347593568589322,0.011764705836216839,0.0038314176098413117,0.00784313722414456,0.008771929798912486,0.005181347136835888,0.011764705836216839,0.00636942671102276,0.006711409350930139,0.01360544208431672,0.0038759689772249264,0.006211180085644845,0.006024096349252432,0.011363636331353306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253952506929,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839468068892,0.0,0.0,0.0,0.005813953454570038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,46.489086389541626,111.2108633518219,169.2878110408783,189.45747590065002,237.48644089698792,254.18321752548218,269.6762502193451,285.7483687400818,301.27964878082275,311.4306788444519,328.35659432411194,350.69179105758667,360.46160411834717,381.3644013404846,391.67035603523254,412.09894728660583,426.78431129455566,442.3655369281769,463.2236385345459,477.72820711135864,492.7294805049896,507.4681534767151,526.7483208179474,548.2731730937958,563.1360304355621,572.6805067062378,581.4997854232788,590.47345495224,605.4177236557007,615.1400291919708,625.3243839740753,645.252231836319,659.6307647228241,669.1601045131683,688.7307741641998,699.4907991886139,715.6026225090027,730.519793510437,739.6822910308838,760.695029258728,775.9438903331757,785.2980358600616,800.0833971500397,809.4690487384796,818.5911600589752,828.607439994812,860.0392725467682,869.7533550262451,891.0321893692017,900.7957515716553,931.4917314052582,941.5577375888824,957.0241351127625,976.8724231719971,997.4171373844147,1011.0701761245728,1026.7455110549927,1040.5494956970215,1055.2746098041534,1064.2925112247467,1073.2487697601318,1082.5923810005188,1093.9662528038025,1102.9911799430847,1111.9571096897125,1120.758104801178,1135.7672538757324,1149.6173720359802,1164.1888926029205,1178.4983370304108
total minutes,0.0,0.7748181064923604,1.8535143891970316,2.8214635173479716,3.157624598344167,3.9581073482831317,4.236386958758036,4.494604170322418,4.762472812334696,5.021327479680379,5.1905113140741985,5.472609905401866,5.844863184293112,6.007693401972452,6.356073355674743,6.527839267253876,6.868315788110097,7.113071854909261,7.372758948802948,7.720393975575765,7.962136785189311,8.212158008416493,8.457802557945252,8.779138680299123,9.13788621822993,9.385600507259369,9.54467511177063,9.69166309038798,9.841224249204,10.090295394261679,10.25233381986618,10.422073066234589,10.754203863938649,10.993846078713736,11.152668408552806,11.478846236069996,11.658179986476899,11.926710375150044,12.175329891840617,12.328038183848063,12.678250487645467,12.932398172219594,13.088300597667693,13.334723285833995,13.491150812307994,13.64318600098292,13.810123999913534,14.333987875779469,14.495889250437418,14.850536489486695,15.013262526194255,15.524862190087637,15.692628959814707,15.950402251879375,16.281207052866616,16.62361895640691,16.85116960207621,17.11242518424988,17.342491594950356,17.587910163402558,17.738208520412446,17.887479496002197,18.043206350008646,18.232770880063374,18.383186332384746,18.532618494828544,18.6793017466863,18.929454231262206,19.160289533933003,19.403148210048677,19.641638950506845
cummulative feedback,0.0,15.0,116.0,249.0,282.0,348.0,362.0,376.0,391.0,403.0,409.0,420.0,430.0,435.0,445.0,450.0,457.0,469.0,472.0,474.0,477.0,478.0,480.0,483.0,485.0,488.0,489.0,490.0,492.0,493.0,494.0,495.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,501.0,501.0,501.0,501.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,797.0,288.0,744.0,269.0,245.0,255.0,250.0,162.0,279.0,387.0,157.0,356.0,165.0,352.0,236.0,269.0,374.0,255.0,261.0,255.0,342.0,386.0,255.0,157.0,149.0,147.0,258.0,161.0,166.0,352.0,258.0,163.0,342.0,167.0,268.0,247.0,142.0,360.0,252.0,150.0,253.0,152.0,155.0,167.0,566.0,162.0,376.0,161.0,558.0,172.0,274.0,360.0,367.0,243.0,280.0,248.0,257.0,152.0,149.0,156.0,192.0,151.0,152.0,147.0,268.0,244.0,257.0,253.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
