,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
Accumulated time steps,0.0,1000.0,1692.0,2116.0,2580.0,2821.0,3181.0,3428.0,3681.0,4199.0,4622.0,5001.0,5273.0,5745.0,5997.0,6158.0,6592.0,6931.0,7285.0,7444.0,7708.0,8172.0,8439.0,9159.0,9413.0,9604.0,9952.0,10143.0,10408.0,10776.0,11039.0,11300.0,11554.0,11828.0,12088.0,12248.0,12508.0,12792.0,13151.0,13529.0,14293.0,14700.0,15185.0,15370.0,15556.0,15833.0,15997.0,16376.0,16753.0,16914.0,17078.0,17239.0,17400.0,17845.0,18126.0,18382.0,18658.0,19007.0
Episode reward,0.0,-39.74017088905415,51.67825646830738,74.62816467144609,88.50245076325952,84.23437672919121,79.87601559894433,87.18653145375801,87.16914505191697,69.85783733285845,77.91159208716518,79.02663573105711,85.56058349813148,77.82772805409121,85.69109264219024,90.39519691348218,75.36863913771455,81.50320494763658,85.49667825041246,90.95219619417941,85.15953549752552,73.73468558605384,84.98089569620826,72.85643226703374,86.74654384739921,88.16704612660513,82.00476491835028,88.16679283627803,85.3931828075084,79.79096155853769,85.62243209049569,86.05589449079037,86.75897374418042,88.15267058021706,85.89764614726275,91.18215895415543,85.89659875342127,83.12480558429812,80.70468662965382,85.10905462966795,70.14406926615612,79.95244632814072,81.4016628451985,90.61724520609707,90.53908590816333,87.39759127715196,90.82237807957524,78.1971280454039,78.63143786838869,91.08518289191272,90.81955310950244,91.0958795607234,91.09235828227527,76.52802516835938,83.48623849979079,86.46594850482867,84.01938181412616,81.77328014536367
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,40.96882677078247,70.45245122909546,88.48636364936829,108.00000715255737,118.56448721885681,133.86715245246887,144.66149497032166,155.84872221946716,178.48551154136658,196.54156613349915,212.95878648757935,225.09169173240662,245.38423442840576,256.6535918712616,264.3742606639862,283.02551198005676,297.92728662490845,314.0935866832733,321.6616792678833,333.73052954673767,353.79387164115906,365.4277169704437,395.580890417099,407.0781900882721,415.9085612297058,431.3390336036682,440.42791867256165,452.5681121349335,469.0273587703705,481.1182279586792,493.1253728866577,504.3778884410858,516.9332475662231,528.7721292972565,536.3630156517029,548.1664109230042,561.1018877029419,577.267195224762,594.1160626411438,627.2553598880768,645.7527272701263,666.9583356380463,675.7008554935455,684.725239276886,697.4063882827759,705.2371890544891,722.4413323402405,739.4872610569,747.3292012214661,755.2654342651367,763.2589628696442,770.8921339511871,790.5654675960541,803.337427854538,815.2281303405762,827.9790189266205,843.6914887428284
total minutes,0.0,0.6828137795130412,1.1742075204849243,1.4747727274894715,1.8000001192092896,1.976074786980947,2.231119207541148,2.4110249161720274,2.597478703657786,2.974758525689443,3.2756927688916524,3.5493131081263223,3.7515281955401103,4.089737240473429,4.277559864521026,4.406237677733103,4.71709186633428,4.965454777081807,5.234893111387889,5.361027987798055,5.562175492445628,5.896564527352651,6.090461949507396,6.593014840284983,6.784636501471201,6.93180935382843,7.18898389339447,7.3404653112093605,7.542801868915558,7.817122646172842,8.018637132644653,8.21875621477763,8.406298140684763,8.615554126103719,8.812868821620942,8.939383594195048,9.136106848716736,9.351698128382365,9.6211199204127,9.901934377352397,10.454255998134613,10.762545454502106,11.115972260634104,11.261680924892426,11.412087321281433,11.623439804712932,11.753953150908153,12.040688872337341,12.324787684281667,12.455486687024434,12.587757237752278,12.720982714494069,12.848202232519785,13.176091126600902,13.388957130908967,13.587135505676269,13.799650315443674,14.061524812380473
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,691.0,423.0,463.0,240.0,359.0,246.0,252.0,517.0,422.0,378.0,271.0,471.0,251.0,160.0,433.0,338.0,353.0,158.0,263.0,463.0,266.0,719.0,253.0,190.0,347.0,190.0,264.0,367.0,262.0,260.0,253.0,273.0,259.0,159.0,259.0,283.0,358.0,377.0,763.0,406.0,484.0,184.0,185.0,276.0,163.0,378.0,376.0,160.0,163.0,160.0,160.0,444.0,280.0,255.0,275.0,348.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
