,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
Accumulated time steps,0.0,903.0,1170.0,1440.0,1718.0,1992.0,2432.0,2592.0,2977.0,3494.0,3741.0,3984.0,4376.0,4716.0,4989.0,5141.0,5294.0,5808.0,6291.0,6788.0,7132.0,7287.0,7531.0,7696.0,8109.0,8540.0,8694.0,9025.0,9380.0,9531.0,9873.0,10228.0,10489.0,10641.0,10804.0,11239.0,11392.0,11622.0,11880.0,12310.0,12730.0,13072.0,13220.0,13475.0,13783.0,13939.0,14097.0,14342.0,14675.0,15006.0,15259.0,15513.0,15854.0,16115.0,16457.0,16707.0,16980.0,17242.0,17485.0,17739.0,18100.0,18357.0,18517.0,18768.0,18921.0,19077.0,19275.0,19633.0,19976.0,20228.0
Episode reward,0.0,48.812719073910365,84.85834420935106,84.42868660357799,83.39314135018112,83.7552909900428,76.39821735522199,91.18826194521094,78.17498386358314,74.0083382564319,87.37717106054639,87.36360588079911,78.35718891863823,83.90345351735228,85.68759076808307,92.45649255125275,92.27617215801897,73.7740742517203,76.61950662359457,74.79952534292568,84.15580977570592,92.1784964501826,88.15592820320656,90.763661026558,81.47912694098855,80.72010567196193,93.15382176061476,87.19184941985137,82.20391684154131,91.70885820360714,84.00580746666277,84.38371081709622,88.5547978095845,92.32946612307802,91.19670193997497,80.07069722852486,92.33434398880338,90.92595353031369,86.76708702955638,81.21531255058706,82.35720046228671,84.8824464873222,92.28141170506167,88.29059479347478,87.84416133944025,92.41723550236368,92.21500501560145,88.93470216690613,85.88997452615388,85.75576963310688,88.74015613349104,89.25518981219,84.26038456795821,88.15354918585417,85.41875417132223,87.95717829398856,86.08945125580537,87.91966129446803,88.66134094060877,86.95292060623781,81.90942709315519,87.04488579556157,91.35596668316224,88.18436159477675,91.88980261340964,91.96099287997102,88.19911238440282,83.40455370912893,84.10423027813349,88.61912310787518
Episode feedback,0.8,0.2996670362933773,0.22556390892645148,0.1710037168364174,0.1155234652869189,0.15018314963302876,0.10706150317298063,0.10062893018472371,0.08072916645643446,0.07364341070999339,0.07723577204375702,0.03305785110306673,0.05115089500984426,0.06194690247213303,0.05147058804606402,0.013245033024867332,0.03289473662569252,0.03313840149485692,0.02282157671613781,0.02016129028193288,0.037900874525070335,0.006493506451340867,0.008230452641026944,0.006097560938429507,0.01699029122089735,0.009302325559762034,0.0,0.009090909063360882,0.00847457624724696,0.0,0.00879765393314471,0.00564971749816464,0.003846153831360947,0.0,0.006172839468068892,0.0,0.0,0.0,0.0,0.0,0.0,0.0029325513110482365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039525691543376715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,88.95491600036621,115.63142919540405,144.10076212882996,164.56257915496826,187.29088163375854,220.88072299957275,232.34730863571167,259.4109411239624,295.795298576355,315.27979278564453,333.4131917953491,366.68077540397644,396.99669456481934,422.3627042770386,435.8409354686737,449.9514682292938,494.42307329177856,538.0224783420563,580.8254384994507,611.6560192108154,625.2165913581848,646.4739799499512,658.1536185741425,681.5641181468964,707.9956772327423,718.2357504367828,737.1780996322632,757.1964228153229,766.4383492469788,788.7508509159088,812.1738910675049,831.7941954135895,840.7258155345917,850.3589117527008,874.0707383155823,883.0368454456329,895.9905300140381,910.3764746189117,934.1033012866974,956.7796657085419,975.8424875736237,984.6937510967255,999.8093166351318,1018.6717574596405,1028.6387178897858,1038.753069639206,1053.9414858818054,1072.9425811767578,1091.9711298942566,1106.8467366695404,1121.7905480861664,1141.2015097141266,1156.1863541603088,1175.3002035617828,1190.041080236435,1205.4614174365997,1220.2063529491425,1234.089201450348,1248.3558502197266,1268.7992401123047,1284.2820510864258,1294.8568370342255,1310.4710893630981,1319.952136516571,1329.5705919265747,1341.0665278434753,1361.0748238563538,1380.4641194343567,1395.297690153122
total minutes,0.0,1.4825819333394368,1.9271904865900675,2.4016793688138325,2.7427096525828043,3.1215146938959757,3.6813453833262124,3.8724551439285277,4.323515685399373,4.92992164293925,5.254663213094076,5.556886529922485,6.111346256732941,6.616611576080322,7.03937840461731,7.264015591144561,7.499191137154897,8.240384554862976,8.967041305700938,9.680423974990845,10.194266986846923,10.420276522636414,10.774566332499186,10.969226976235708,11.35940196911494,11.799927953879038,11.970595840613047,12.28630166053772,12.61994038025538,12.773972487449646,13.145847515265148,13.536231517791748,13.86323659022649,14.012096925576527,14.17264852921168,14.567845638593038,14.717280757427215,14.933175500233968,15.172941243648529,15.568388354778289,15.946327761809032,16.264041459560396,16.411562518278757,16.66348861058553,16.97786262432734,17.14397863149643,17.31255116065343,17.565691431363422,17.882376352945965,18.199518831570945,18.447445611159008,18.69650913476944,19.020025161902108,19.269772569338482,19.588336726029713,19.83401800394058,20.09102362394333,20.336772549152375,20.5681533575058,20.805930836995444,21.146654001871745,21.40470085144043,21.580947283903757,21.8411848227183,21.999202275276183,22.15950986544291,22.351108797391255,22.684580397605895,23.007735323905944,23.25496150255203
cummulative feedback,0.0,270.0,330.0,376.0,408.0,449.0,496.0,512.0,543.0,581.0,600.0,608.0,628.0,649.0,663.0,665.0,670.0,687.0,698.0,708.0,721.0,722.0,724.0,725.0,732.0,736.0,736.0,739.0,742.0,742.0,745.0,747.0,748.0,748.0,749.0,749.0,749.0,749.0,749.0,749.0,749.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,901.0,266.0,269.0,277.0,273.0,439.0,159.0,384.0,516.0,246.0,242.0,391.0,339.0,272.0,151.0,152.0,513.0,482.0,496.0,343.0,154.0,243.0,164.0,412.0,430.0,153.0,330.0,354.0,150.0,341.0,354.0,260.0,151.0,162.0,434.0,152.0,229.0,257.0,429.0,419.0,341.0,147.0,254.0,307.0,155.0,157.0,244.0,332.0,330.0,252.0,253.0,340.0,260.0,341.0,249.0,272.0,261.0,242.0,253.0,360.0,256.0,159.0,250.0,152.0,155.0,197.0,357.0,342.0,251.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
