,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Accumulated time steps,0.0,767.0,1136.0,1398.0,1950.0,2176.0,2629.0,3424.0,3720.0,3969.0,4409.0,4581.0,4962.0,5326.0,5566.0,5729.0,6003.0,6359.0,6514.0,6677.0,7119.0,7395.0,7925.0,8182.0,8442.0,8774.0,9026.0,9464.0,10056.0,10342.0,10786.0,11139.0,11652.0,11936.0,12095.0,12252.0,12416.0,12682.0,12840.0,13302.0,14156.0,14507.0,14768.0,14932.0,15286.0,15549.0,15804.0,15976.0,16244.0,16513.0,16767.0,17024.0,17189.0,17552.0,17828.0,17985.0,18334.0,18491.0,18764.0,18924.0,19284.0,19538.0,19800.0
Episode reward,0.0,55.70798865930405,83.23526604885394,86.65461013247004,68.36555527016012,85.09468568367632,74.53019038244575,50.781577596505485,81.60979373658654,85.51127152651775,75.1608250528374,90.11264593284699,79.61929159999697,79.4634110427584,85.29436597613267,91.5211882778552,86.5087068599971,81.74344257797078,91.25926841288008,90.55612498999194,76.08448017477903,86.1388082076596,72.82870834703722,85.53684285281635,86.8643464683586,83.12241756413195,86.62870474996039,70.97426403467304,61.34342303166709,82.81307553245313,78.32035974502637,78.77258217242503,65.49574328578538,83.2945077166329,91.65398015104067,91.72818948316194,91.26816873834174,86.539554250554,91.66504750124427,76.46402672428236,44.269243231803465,76.51048351075116,86.37907719518086,91.28284437722465,82.37572639273324,86.1374949494525,87.27374977197167,90.55058033286561,85.2971071050215,86.2799878321055,87.51097586579957,86.92542497014503,91.18571175592845,81.08291959817075,84.1208178290022,91.72466118445278,83.27311007755647,91.72022124946429,85.01173777312678,91.58532828261193,81.66884514130314,87.44718569996961,86.95067736580343
Episode feedback,0.8,0.3934640517732496,0.26902173839939747,0.1609195396133351,0.10526315770369662,0.035555555397530865,0.03982300876145352,0.026448362687092743,0.06101694894570526,0.03225806438605619,0.01366742593697625,0.011695906364351425,0.01578947364265928,0.016528925574300482,0.025104602405420073,0.02469135787227557,0.01465201459834427,0.014084507002578853,0.012987012902681734,0.006172839468068892,0.004535147382006469,0.014545454492561984,0.005671077494005525,0.015624999938964844,0.00772200769219302,0.0,0.0,0.004576659028428698,0.0033840947489270816,0.0,0.006772009014058671,0.005681818165676653,0.0019531249961853027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011723329411813214,0.002857142848979592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,64.52197694778442,91.50012063980103,107.25553846359253,138.55286192893982,150.03931832313538,172.96773862838745,212.67749500274658,228.27097511291504,241.3999617099762,263.62133383750916,272.9871919155121,292.4901394844055,311.41081714630127,324.21669578552246,333.127916097641,347.5738332271576,366.0777072906494,374.6177222728729,383.7077350616455,406.626736164093,421.01927733421326,448.18099784851074,461.7800154685974,475.0501081943512,492.3549928665161,505.2408447265625,526.930615901947,555.5549578666687,569.8839190006256,592.1715342998505,610.579327583313,636.7062895298004,651.6373178958893,660.4730470180511,669.1279332637787,677.907071352005,691.5747220516205,700.2417006492615,723.7543044090271,766.7436120510101,784.4168787002563,797.9535949230194,806.8156788349152,825.0470485687256,838.9010305404663,852.0039069652557,860.9694690704346,874.5549440383911,888.5022077560425,901.5262453556061,914.9238529205322,923.9650499820709,942.5050134658813,956.7097568511963,965.2927415370941,982.5245180130005,990.828289270401,1004.2950134277344,1012.5362341403961,1029.8613717556,1042.592363834381,1055.7090954780579
total minutes,0.0,1.0753662824630736,1.5250020106633504,1.787592307726542,2.3092143654823305,2.5006553053855898,2.8827956438064577,3.544624916712443,3.804516251881917,4.02333269516627,4.3936888972918196,4.549786531925202,4.874835658073425,5.190180285771688,5.403611596425375,5.552131934960683,5.792897220452627,6.101295121510824,6.243628704547882,6.395128917694092,6.777112269401551,7.016987955570221,7.4696832974751795,7.69633359114329,7.917501803239187,8.205916547775269,8.420680745442708,8.782176931699118,9.259249297777812,9.498065316677094,9.869525571664175,10.17632212638855,10.61177149216334,10.860621964931488,11.007884116967519,11.152132221062978,11.298451189200083,11.526245367527007,11.670695010821024,12.062571740150451,12.77906020085017,13.073614645004273,13.299226582050323,13.44692798058192,13.750784142812092,13.981683842341106,14.200065116087595,14.34949115117391,14.575915733973185,14.808370129267376,15.025437422593434,15.24873088200887,15.399417499701181,15.708416891098022,15.945162614186605,16.08821235895157,16.37540863355001,16.51380482117335,16.73825022379557,16.875603902339936,17.164356195926665,17.376539397239686,17.595151591300965
cummulative feedback,0.0,301.0,400.0,442.0,500.0,508.0,526.0,547.0,565.0,573.0,579.0,581.0,587.0,593.0,599.0,603.0,607.0,612.0,614.0,615.0,617.0,621.0,624.0,628.0,630.0,630.0,630.0,632.0,634.0,634.0,637.0,639.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,641.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,765.0,368.0,261.0,551.0,225.0,452.0,794.0,295.0,248.0,439.0,171.0,380.0,363.0,239.0,162.0,273.0,355.0,154.0,162.0,441.0,275.0,529.0,256.0,259.0,331.0,251.0,437.0,591.0,285.0,443.0,352.0,512.0,283.0,158.0,156.0,163.0,265.0,157.0,461.0,853.0,350.0,260.0,163.0,353.0,262.0,254.0,171.0,267.0,268.0,253.0,256.0,164.0,362.0,275.0,156.0,348.0,156.0,272.0,159.0,359.0,253.0,261.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
