,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Accumulated time steps,0.0,907.0,1169.0,1536.0,1805.0,2058.0,2326.0,2589.0,2963.0,3215.0,3483.0,3739.0,3925.0,4264.0,4419.0,4679.0,4931.0,5205.0,5375.0,5879.0,6141.0,6389.0,6757.0,7006.0,7250.0,7504.0,7854.0,8033.0,8294.0,8447.0,8921.0,9095.0,9339.0,9499.0,9766.0,10105.0,10458.0,10715.0,10923.0,11088.0,11345.0,11685.0,11964.0,12322.0,12590.0,12750.0,13013.0,13158.0,13415.0,13657.0,13914.0,14084.0,14344.0,14594.0,14856.0,15010.0,15254.0,15511.0,15663.0,15815.0,16067.0,16226.0,16375.0,16555.0,16826.0,17192.0,17449.0,17802.0,18043.0,18291.0,18440.0,18781.0,19052.0,19303.0,19566.0,19905.0,20165.0
Episode reward,0.0,51.71098340009754,85.82288359677742,80.01309003407358,85.13331028462562,86.6082857517016,85.80893420374227,86.54093051949056,79.67678074290788,87.12416337141993,86.37098622941899,87.03563281099743,89.71676738838264,85.41370748729724,91.62835993508146,87.53065669185762,87.8251048520409,86.35100435327602,91.71520486101008,73.96463848799013,86.56578162395077,87.65746602618013,83.30900019474619,88.35220437627078,88.47445576577108,87.7900976365796,83.05579149491712,89.25971665904022,86.10227763416928,91.38753410098678,75.62351357789896,89.7282479674965,88.04726265258854,92.29021991823168,86.1811372451912,81.9516463849682,85.26889299934972,86.56257714554197,87.06812504163051,91.26427758539691,86.87960822535052,82.81312639760726,84.09369762648234,84.62764209542394,87.3074444064223,92.12585944560165,86.70698283262857,93.01320768730515,89.01592275564326,89.43062043609717,87.26024190272258,91.68852608370801,87.42465908384288,88.09220434851865,86.85750917914014,92.03980217449258,87.19452600957123,86.30096871986612,92.03252033268635,92.10380781862582,87.88686816523321,91.24650395251112,92.2613747358353,90.02832029453681,85.58783222430148,81.3059975410878,87.21802229575499,82.4105033742242,87.22865039275382,87.28543856973586,91.94957481617347,82.66148796895189,88.04518909399187,86.75797763774693,87.0712726340906,83.84922237533326,87.10584477121839
Episode feedback,0.8,0.33149171234089314,0.24904214463968527,0.14754098320343995,0.13805970097738918,0.12301587252771479,0.16104868853539817,0.10687022859973196,0.06970509364690324,0.10756972068697322,0.06367041174655276,0.09019607807766244,0.05945945913805698,0.05325443771226498,0.051948051610726936,0.057915057691447655,0.05179282847891303,0.047619047444618874,0.02366863891320332,0.04174950289910636,0.026819923268889184,0.02429149787736236,0.01362397816451232,0.016129032193028095,0.01646090528205389,0.0039525691543376715,0.011461318018735478,0.01685393248958465,0.01153846149408284,0.01315789465027701,0.01057082450196443,0.005780346787396839,0.01646090528205389,0.0,0.0037593984821075246,0.00887573961871083,0.005681818165676653,0.0,0.0,0.006097560938429507,0.0,0.0029498524986730015,0.0035971222892189846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037037036899862825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,64.5925772190094,83.03529334068298,105.88418626785278,122.5439145565033,138.05693101882935,155.146231174469,171.01143074035645,192.208562374115,207.4671175479889,222.76647782325745,237.84033203125,248.69052171707153,267.5167441368103,276.6422243118286,291.5072684288025,305.83253717422485,321.08010387420654,330.6565749645233,357.7909700870514,372.0965735912323,385.60815930366516,404.78542733192444,418.2861793041229,431.4649739265442,445.05145955085754,463.2741742134094,473.19543504714966,487.27974224090576,495.8438091278076,520.4609956741333,530.0550675392151,543.3267722129822,552.1092455387115,566.23295545578,584.056235074997,602.5169367790222,616.0379331111908,627.1785230636597,636.3881125450134,650.0713868141174,667.8317625522614,682.603221654892,701.3324723243713,715.4799015522003,724.3683862686157,738.4316008090973,746.6522042751312,760.4878759384155,773.3840441703796,786.9276456832886,796.2655899524689,809.8385534286499,823.2363319396973,837.1533777713776,845.718296289444,858.7222707271576,872.4338829517365,880.8902058601379,889.382726430893,902.7849228382111,911.6101365089417,919.8959670066833,929.6139190196991,944.0156466960907,962.8793332576752,976.3393180370331,994.6642000675201,1007.6506779193878,1020.9019870758057,1029.0999901294708,1046.7281641960144,1060.9648683071136,1074.2383182048798,1088.0308520793915,1105.4934799671173,1119.1306369304657
total minutes,0.0,1.0765429536501567,1.3839215556780498,1.7647364377975463,2.042398575941722,2.3009488503138225,2.585770519574483,2.850190512339274,3.2034760395685833,3.4577852924664816,3.712774630387624,3.964005533854167,4.144842028617859,4.458612402280171,4.610703738530477,4.858454473813375,5.097208952903747,5.351335064570109,5.510942916075389,5.96318283478419,6.201609559853872,6.426802655061086,6.746423788865408,6.971436321735382,7.191082898775736,7.4175243258476256,7.7212362368901575,7.886590584119161,8.12132903734843,8.26406348546346,8.674349927902222,8.834251125653585,9.055446203549703,9.201820758978526,9.437215924263,9.734270584583282,10.041948946317037,10.267298885186513,10.452975384394328,10.60646854241689,10.834523113568624,11.130529375871022,11.376720360914867,11.688874538739523,11.924665025870006,12.072806437810263,12.307193346818288,12.44420340458552,12.674797932306925,12.889734069506327,13.115460761388142,13.27109316587448,13.497309223810833,13.720605532328287,13.952556296189625,14.0953049381574,14.312037845452627,14.540564715862274,14.6815034310023,14.823045440514882,15.046415380636851,15.193502275149028,15.331599450111389,15.493565316994985,15.733594111601512,16.04798888762792,16.272321967283883,16.577736667792003,16.79417796532313,17.015033117930095,17.15166650215785,17.445469403266905,17.68274780511856,17.90397197008133,18.133847534656525,18.42489133278529,18.652177282174428
cummulative feedback,0.0,300.0,365.0,419.0,456.0,487.0,530.0,558.0,584.0,611.0,628.0,651.0,662.0,680.0,688.0,703.0,716.0,729.0,733.0,754.0,761.0,767.0,772.0,776.0,780.0,781.0,785.0,788.0,791.0,793.0,798.0,799.0,803.0,803.0,804.0,807.0,809.0,809.0,809.0,810.0,810.0,811.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,905.0,261.0,366.0,268.0,252.0,267.0,262.0,373.0,251.0,267.0,255.0,185.0,338.0,154.0,259.0,251.0,273.0,169.0,503.0,261.0,247.0,367.0,248.0,243.0,253.0,349.0,178.0,260.0,152.0,473.0,173.0,243.0,159.0,266.0,338.0,352.0,256.0,207.0,164.0,256.0,339.0,278.0,357.0,267.0,159.0,262.0,144.0,256.0,241.0,256.0,169.0,259.0,249.0,261.0,153.0,243.0,256.0,151.0,151.0,251.0,158.0,148.0,179.0,270.0,365.0,256.0,352.0,240.0,247.0,148.0,340.0,270.0,250.0,262.0,338.0,259.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
