,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
Accumulated time steps,0.0,879.0,1523.0,1773.0,2307.0,2673.0,3607.0,4001.0,4257.0,4634.0,5166.0,5446.0,5807.0,6374.0,7291.0,7460.0,7628.0,7794.0,8013.0,8369.0,8528.0,8684.0,8837.0,9113.0,9365.0,9713.0,9894.0,10044.0,10434.0,10704.0,10962.0,11232.0,11477.0,11811.0,11970.0,12215.0,12635.0,12975.0,13218.0,13434.0,13886.0,14131.0,14381.0,14627.0,14959.0,15382.0,15646.0,15799.0,16219.0,16464.0,16718.0,17054.0,17491.0,17734.0,17977.0,18313.0,18733.0,18984.0,19231.0,19475.0,19628.0,19877.0
Episode reward,0.0,54.359318305142814,65.33555035247524,88.08797670082465,71.4575710821301,82.65509553596782,46.65541667638705,76.6992511857874,86.518592429905,79.45784546658194,72.99538366290541,84.07026440336206,79.14554338433538,67.36824186701682,41.978869797424466,89.76226636982113,90.22811656477174,91.26082867998232,85.43596724687391,79.46779843241569,88.60745565170286,91.20157820533008,91.66908483519146,83.0245151396496,86.54362304665624,81.62442477948332,89.17502246427578,91.57107486246069,76.49859167822089,84.603154878981,87.11488358014495,85.18571935587283,85.15433872757677,80.23499854040094,89.90239400507713,85.19001758203818,74.547497984209,78.88967357607584,85.67802921824887,84.18334041214872,72.22445827533491,85.17524885148137,85.2878187154166,85.0152980309964,80.2964593512061,74.66886268651952,84.0023994322323,90.63851398544615,74.69964262997259,85.66009225025527,84.0631929146011,79.36921216968878,72.32317484123061,85.67572021459245,85.73625195023621,80.15497746736642,74.67687079226157,85.20734166771524,85.53224602737251,85.67356600325826,90.62786621534752,84.63650112094186
Episode feedback,0.8,0.3466362595819427,0.133748055779552,0.2489959829357591,0.12195121928339359,0.10958904079564646,0.08252947472397698,0.066157760645909,0.047058823344867357,0.03457446799315301,0.018832391678281747,0.03584229377834303,0.011111111080246913,0.010600706695051755,0.007641921389037204,0.005952380916950114,0.011976047832478756,0.01212121204775023,0.01834862376904301,0.016901408403094623,0.0,0.019354838584807493,0.01315789465027701,0.007272727246280992,0.007968127458294312,0.0,0.0,0.006711409350930139,0.002570694080795131,0.007434944210279018,0.0,0.003717472105139509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,54.643664836883545,89.92200422286987,104.74578475952148,132.87409138679504,152.23218035697937,200.45566082000732,220.55053973197937,233.63029599189758,252.0913188457489,278.8839817047119,293.18071722984314,311.1582102775574,338.42806911468506,381.55561351776123,390.3927233219147,399.7044496536255,408.622624874115,419.84365725517273,437.6471035480499,446.15335869789124,454.8343324661255,463.40367007255554,477.59787583351135,490.72373247146606,508.469379901886,518.3109240531921,526.662570476532,546.6836020946503,560.4745194911957,573.2672922611237,586.7563173770905,599.1094174385071,615.7128927707672,624.4755642414093,637.4017434120178,658.6475930213928,675.8718235492706,688.7706799507141,700.468563079834,723.346197605133,736.3328218460083,749.4527275562286,762.4801409244537,779.6489832401276,800.9660923480988,814.5359632968903,822.785139799118,843.5992739200592,856.5218713283539,869.7475664615631,886.9575412273407,909.3473455905914,922.1850073337555,935.1050221920013,952.450749874115,974.0246410369873,987.460207939148,1000.5931303501129,1013.7524402141571,1022.1806645393372,1035.323882818222
total minutes,0.0,0.9107277472813924,1.4987000703811646,1.745763079325358,2.2145681897799174,2.537203005949656,3.3409276803334556,3.675842328866323,3.8938382665316262,4.2015219807624815,4.648066361745198,4.886345287164052,5.185970171292623,5.6404678185780845,6.359260225296021,6.506545388698578,6.661740827560425,6.8103770812352495,6.9973942875862125,7.294118392467499,7.435889311631521,7.580572207768758,7.723394501209259,7.95996459722519,8.178728874524435,8.474489665031433,8.638515400886536,8.7777095079422,9.11139336824417,9.341241991519928,9.554454871018727,9.779271956284841,9.985156957308451,10.261881546179454,10.407926070690156,10.623362390200297,10.97745988368988,11.264530392487844,11.479511332511901,11.674476051330567,12.05576996008555,12.272213697433472,12.49087879260381,12.708002348740896,12.994149720668792,13.349434872468313,13.575599388281505,13.713085663318633,14.059987898667654,14.275364522139231,14.495792774359385,14.782625687122344,15.155789093176525,15.369750122229258,15.585083703200022,15.874179164568583,16.233744017283122,16.457670132319134,16.676552172501882,16.895874003569286,17.036344408988953,17.255398046970367
cummulative feedback,0.0,304.0,390.0,452.0,517.0,557.0,634.0,660.0,672.0,685.0,695.0,705.0,709.0,715.0,722.0,723.0,725.0,727.0,731.0,737.0,737.0,740.0,742.0,744.0,746.0,746.0,746.0,747.0,748.0,750.0,750.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,877.0,643.0,249.0,533.0,365.0,933.0,393.0,255.0,376.0,531.0,279.0,360.0,566.0,916.0,168.0,167.0,165.0,218.0,355.0,158.0,155.0,152.0,275.0,251.0,347.0,180.0,149.0,389.0,269.0,257.0,269.0,244.0,333.0,158.0,244.0,419.0,339.0,242.0,215.0,451.0,244.0,249.0,245.0,331.0,422.0,263.0,152.0,419.0,244.0,253.0,335.0,436.0,242.0,242.0,335.0,419.0,250.0,246.0,243.0,152.0,248.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
