,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
Accumulated time steps,0.0,567.0,948.0,1216.0,1473.0,1622.0,1770.0,2056.0,2238.0,2481.0,2823.0,3197.0,3359.0,3797.0,3949.0,4308.0,4591.0,4842.0,5022.0,5285.0,5553.0,5705.0,5870.0,6122.0,6381.0,6632.0,6910.0,7161.0,7334.0,7591.0,7840.0,8090.0,8243.0,8607.0,8795.0,8941.0,9212.0,9482.0,9743.0,9999.0,10244.0,10494.0,10644.0,10804.0,11060.0,11428.0,11581.0,12021.0,12184.0,12476.0,12749.0,12999.0,13250.0,13520.0,13777.0,14026.0,14291.0,14664.0,14841.0,15204.0,15464.0,15614.0,15911.0,16289.0,16533.0,16684.0,16843.0,17000.0,17161.0,17311.0,17571.0,17724.0,17884.0,18046.0,18301.0,18570.0,18945.0,19220.0,19585.0,19842.0,19996.0,20151.0
Episode reward,0.0,70.27010451094431,77.9694005249588,86.058650854005,86.67030961498368,92.46477367999493,91.20079269214654,82.14772477111279,89.3072659446811,87.11577465091125,81.63531809164432,79.73321333373651,90.40192392669553,75.8369907245075,91.8135550437555,80.22160779318611,82.78431182977756,86.13700871351448,88.97049201462244,86.09930791013349,86.94208782819689,91.42681760307867,91.17730769850667,86.11094989928866,84.941664059688,86.4077467921984,83.31298679100584,85.36467915627689,89.84472887492079,86.20741462596374,87.14627530234208,87.92075200286885,91.51592750076483,78.48144124895414,89.28890862175659,92.02186556658414,83.43066192848778,83.57865142807466,84.74976094843467,85.48508685432692,86.67344303701958,85.11221635875577,92.45685380962041,90.39182982448554,84.85141997155313,80.87299427960546,91.87198494311704,76.1148386600176,91.04403728047583,85.67873865832031,85.70274165861451,88.05832779947522,86.47019038347716,85.51662580878495,85.25837195305621,85.66680334374854,83.84916963159186,78.78011235076067,89.0704212701807,82.64461858930613,83.35097986303258,91.29525171415253,81.00495201929732,76.80807314618433,86.49359005346842,91.74077430888772,91.80311657646023,89.95230300156037,90.25905525825212,90.35398877092896,83.55677391541049,91.34066923335867,90.45213692979112,90.86544207811629,86.11659828119755,82.69078050481698,79.76459894107091,82.80074999058299,78.40189651049971,85.11514970711146,90.5630667496136,90.77931128330533
Episode feedback,0.8,0.30442477822225705,0.20789473629501384,0.18726591690162578,0.16796874934387207,0.1418918909331629,0.12244897875885048,0.14035087670052324,0.07182320402307622,0.13636363580015026,0.12609970637507417,0.10187667533008934,0.08695652119902782,0.05263157882693002,0.09271523117407132,0.04748603338691052,0.031914893503847894,0.067999999728,0.02234636859024375,0.015267175514247422,0.037453183380325154,0.039735099074601994,0.06097560938429507,0.02390438237488294,0.007751937954449853,0.015999999936,0.014440433160864862,0.015999999936,0.005813953454570038,0.011718749954223633,0.004032258048257024,0.01204819272269802,0.0,0.01101928371620032,0.005347593554290943,0.0,0.0037037036899862825,0.007434944210279018,0.0,0.00392156861207228,0.0,0.0,0.0,0.0,0.0,0.0027247956329024643,0.0,0.006833712968488125,0.0,0.0,0.0,0.0,0.003999999984,0.0,0.003906249984741211,0.004032258048257024,0.0,0.002688172035784484,0.0,0.0027624309315954945,0.0,0.0,0.003378378366964938,0.0,0.004115226320513472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,42.026840686798096,69.2607524394989,88.44424366950989,106.34354543685913,116.76892423629761,126.80479788780212,145.95765686035156,157.21072006225586,173.45267462730408,195.8109405040741,219.28163146972656,229.82855248451233,255.43309783935547,265.41551065444946,286.49295687675476,302.7210376262665,318.01758456230164,328.8165473937988,343.9728503227234,359.9136714935303,369.3062164783478,380.43125581741333,396.28286623954773,412.6396806240082,428.41355633735657,445.54788970947266,461.18043303489685,471.70854115486145,486.67637038230896,500.7662410736084,515.2473180294037,524.1846885681152,544.7301247119904,555.8356642723083,564.6036474704742,580.5977990627289,595.844083070755,610.589426279068,624.919421672821,638.960791349411,653.0733458995819,661.9345600605011,671.1309175491333,685.5746793746948,707.8474464416504,717.7108912467957,742.1293122768402,751.789785861969,767.7421934604645,782.6650817394257,796.5479137897491,810.439505815506,825.4840795993805,839.5537440776825,853.3439645767212,867.8519954681396,887.9899594783783,898.1743035316467,917.6891803741455,932.1399414539337,940.7073986530304,956.7617816925049,977.1410415172577,990.981409072876,999.7942731380463,1009.120290517807,1018.1176693439484,1027.5137515068054,1036.1717147827148,1050.5366928577423,1059.3828501701355,1068.5997776985168,1077.8214209079742,1091.690106868744,1106.4780957698822,1126.7682588100433,1141.7358317375183,1161.6677515506744,1175.9280319213867,1184.737066268921,1193.7011511325836
total minutes,0.0,0.7004473447799683,1.1543458739916483,1.4740707278251648,1.7723924239476523,1.9461487372716268,2.1134132981300353,2.4326276143391925,2.6201786677042644,2.890877910455068,3.2635156750679015,3.654693857828776,3.830475874741872,4.257218297322591,4.423591844240824,4.774882614612579,5.045350627104441,5.30029307603836,5.480275789896647,5.732880838712057,5.998561191558838,6.155103607972463,6.340520930290222,6.6047144373257956,6.877328010400136,7.140225938955942,7.425798161824544,7.6863405505816145,7.861809019247691,8.11127283970515,8.346104017893474,8.587455300490062,8.736411476135254,9.078835411866505,9.263927737871805,9.41006079117457,9.676629984378815,9.930734717845917,10.176490437984466,10.415323694547018,10.649346522490184,10.884555764993031,11.032242667675018,11.185515292485555,11.426244656244913,11.797457440694172,11.961848187446595,12.36882187128067,12.52982976436615,12.795703224341075,13.044418028990428,13.275798563162486,13.507325096925099,13.758067993323008,13.992562401294709,14.22239940961202,14.464199924468994,14.799832657972972,14.969571725527446,15.294819672902426,15.535665690898895,15.678456644217173,15.946029694875081,16.28568402528763,16.516356817881267,16.663237885634103,16.818671508630118,16.96862782239914,17.12522919178009,17.269528579711913,17.50894488096237,17.656380836168925,17.80999629497528,17.963690348466237,18.194835114479066,18.441301596164703,18.77947098016739,19.02893052895864,19.36112919251124,19.598800532023112,19.74561777114868,19.89501918554306
cummulative feedback,0.0,172.0,251.0,301.0,344.0,365.0,383.0,423.0,436.0,469.0,512.0,550.0,564.0,587.0,601.0,618.0,627.0,644.0,648.0,652.0,662.0,668.0,678.0,684.0,686.0,690.0,694.0,698.0,699.0,702.0,703.0,706.0,706.0,710.0,711.0,711.0,712.0,714.0,714.0,715.0,715.0,715.0,715.0,715.0,715.0,716.0,716.0,719.0,719.0,719.0,719.0,719.0,720.0,720.0,721.0,722.0,722.0,723.0,723.0,724.0,724.0,724.0,725.0,725.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,565.0,380.0,267.0,256.0,148.0,147.0,285.0,181.0,242.0,341.0,373.0,161.0,437.0,151.0,358.0,282.0,250.0,179.0,262.0,267.0,151.0,164.0,251.0,258.0,250.0,277.0,250.0,172.0,256.0,248.0,249.0,152.0,363.0,187.0,145.0,270.0,269.0,260.0,255.0,244.0,249.0,149.0,159.0,255.0,367.0,152.0,439.0,162.0,291.0,272.0,249.0,250.0,269.0,256.0,248.0,264.0,372.0,176.0,362.0,259.0,149.0,296.0,377.0,243.0,150.0,158.0,156.0,160.0,149.0,259.0,152.0,159.0,161.0,254.0,268.0,374.0,274.0,364.0,256.0,153.0,154.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
