,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
Accumulated time steps,0.0,1000.0,1774.0,2111.0,2597.0,2922.0,3270.0,3907.0,4545.0,5119.0,5358.0,5676.0,5939.0,6098.0,6459.0,6704.0,7069.0,7244.0,7404.0,7747.0,8090.0,8443.0,8798.0,9182.0,9443.0,9892.0,10232.0,10505.0,10659.0,11077.0,11332.0,11621.0,11910.0,12244.0,12496.0,12952.0,13110.0,13363.0,13835.0,14080.0,14499.0,14746.0,15015.0,15172.0,15451.0,15720.0,16087.0,16344.0,16500.0,16656.0,17009.0,17166.0,17423.0,17693.0,18051.0,18415.0,18573.0,18864.0,19120.0,19279.0,19624.0,19991.0
Episode reward,0.0,-32.620837184250476,84.44813658985444,88.28077614057275,89.31479013440281,91.64799624850754,89.15603980141628,60.71598429995232,72.34118321978552,59.79619426360131,86.6397021239911,90.24978210860718,86.0976738294724,91.45769786119551,82.24409090548966,84.9299445509441,83.8381822311836,90.83738043732764,90.00664417942387,79.55787610550193,79.24386926550612,78.50154543467981,78.45254040417613,75.46210862624362,84.88578377743825,66.22286018614172,76.76334898254845,83.71223875183762,89.1772579097783,70.46694651036054,86.40840196692726,85.5484031285215,87.40432116801539,77.4367748158122,81.88736932011105,73.87965003993968,91.09176202378549,86.2396588394647,71.96055692119292,82.9420966390743,70.40280442492646,83.80064204674721,83.94056632141444,91.21290855544821,82.76835552224438,83.96504793359846,78.55176722779811,85.98512697559008,91.14595535517259,91.22746173817667,80.39265837592875,91.21037744801994,85.6468723263479,83.77610900110543,80.10129560462947,78.8749600214191,91.1738383982382,81.54674015709668,85.7863214636841,91.07784791171025,81.43623563671404,78.5548753170433
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,41.2032368183136,74.28521156311035,89.08922505378723,110.1871452331543,124.56330156326294,140.0952160358429,167.82791471481323,195.6133737564087,219.79492592811584,230.92753314971924,244.87102842330933,256.5221405029297,263.92902731895447,279.6769971847534,290.5914497375488,306.6347379684448,314.7274236679077,322.1280426979065,337.05192947387695,352.07132625579834,367.5373799800873,383.1462857723236,400.1141290664673,411.856972694397,431.4862632751465,447.0343747138977,459.4245355129242,466.8262782096863,486.0225577354431,497.98777866363525,510.5793545246124,523.2544572353363,538.2085855007172,549.535952091217,569.1965262889862,576.8447871208191,588.2382824420929,608.5663344860077,619.7547843456268,637.9449226856232,648.9806010723114,661.1726140975952,668.7604160308838,681.3778598308563,693.6064105033875,710.1100387573242,721.8197557926178,729.4752881526947,737.0458652973175,752.7918322086334,760.3010578155518,771.8307054042816,783.8853123188019,799.5313808917999,815.3824450969696,822.8245487213135,835.7382049560547,847.398603439331,854.9540293216705,870.1817560195923,886.225399017334
total minutes,0.0,0.68672061363856,1.2380868593851726,1.4848204175631206,1.8364524205525716,2.0760550260543824,2.334920267264048,2.797131911913554,3.260222895940145,3.6632487654685972,3.848792219161987,4.081183807055155,4.275369008382161,4.3988171219825745,4.661283286412557,4.843190828959147,5.110578966140747,5.245457061131796,5.368800711631775,5.61753215789795,5.867855437596639,6.1256229996681215,6.3857714295387265,6.668568817774455,6.864282878239949,7.191437721252441,7.450572911898295,7.65707559188207,7.780437970161438,8.100375962257385,8.299796311060588,8.509655908743541,8.720907620588939,8.970143091678619,9.158932534853617,9.486608771483104,9.614079785346984,9.803971374034882,10.14277224143346,10.329246405760447,10.63241537809372,10.81634335120519,11.019543568293253,11.146006933848064,11.356297663847606,11.560106841723124,11.83516731262207,12.030329263210296,12.157921469211578,12.284097754955292,12.546530536810558,12.671684296925863,12.86384509007136,13.064755205313364,13.325523014863332,13.589707418282826,13.713742478688557,13.92897008260091,14.123310057322184,14.249233822027842,14.503029266993204,14.770423316955567
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,773.0,336.0,485.0,324.0,347.0,636.0,637.0,573.0,238.0,317.0,262.0,158.0,360.0,244.0,364.0,174.0,159.0,342.0,342.0,352.0,354.0,383.0,260.0,448.0,339.0,272.0,153.0,417.0,254.0,288.0,288.0,333.0,251.0,455.0,157.0,252.0,471.0,244.0,418.0,246.0,268.0,156.0,278.0,268.0,366.0,256.0,155.0,155.0,352.0,156.0,256.0,269.0,357.0,363.0,157.0,290.0,255.0,158.0,344.0,366.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
