,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Accumulated time steps,0.0,1000.0,1163.0,1320.0,1584.0,1950.0,2104.0,2366.0,2912.0,3268.0,3428.0,3579.0,3877.0,4028.0,4463.0,4715.0,5139.0,5284.0,5536.0,5961.0,6214.0,6684.0,6934.0,7180.0,7601.0,7991.0,8141.0,8400.0,8755.0,8905.0,9151.0,9414.0,9577.0,9828.0,9980.0,10227.0,10485.0,10747.0,11004.0,11158.0,11311.0,11651.0,11991.0,12144.0,12302.0,12453.0,12701.0,12952.0,13195.0,13461.0,13833.0,14097.0,14252.0,14539.0,14993.0,15272.0,15520.0,15773.0,15923.0,16081.0,16256.0,16695.0,17068.0,17427.0,17678.0,17925.0,18266.0,18515.0,18889.0,19045.0,19195.0,19350.0,19507.0,19661.0,19935.0,20189.0
Episode reward,0.0,-55.01353204427295,90.80940156901895,91.32572126008236,85.51146734085279,80.5842855905384,91.26122807064672,84.57480784335604,68.04836492632934,78.36933835893771,90.48254661417812,90.81315927468118,79.86532800095522,90.92190330765483,73.91528740553746,87.35646225366781,73.8962183782138,91.30312790295714,84.04736982046346,76.07655310171052,84.94217382500452,71.15920852723166,85.19821576656457,85.49391513673243,73.76549305541973,75.10252128308372,90.72405413435936,84.55435526043902,79.19644452219312,91.00252333499284,85.47753507832259,84.53566196542451,90.1794469487488,86.14253593150501,91.00212101595486,85.10536578641083,84.97124735723466,85.5977618096624,86.6808077936734,91.36722623092601,91.25686074599632,80.62513755567305,80.00849125661811,90.32036703590673,89.90419592964662,90.63375614302012,84.6142813680861,84.55305128397636,84.67034995120859,83.60218367153647,79.8193902918772,84.06738429110587,91.22346068391171,81.40550239934065,72.36150973627369,80.40283525336184,85.52584004672906,85.59841156222181,90.67313839568595,90.05426120941885,88.50373674131708,71.53383972608867,81.19409881119661,80.07992045295255,85.46693614451549,85.01200118925586,78.70651921261233,85.53229778176605,76.20198596818403,90.26569935442373,90.80286567886864,90.34339504820232,90.1401749473891,90.52658303397637,85.33825881755257,85.71487398497278
Episode feedback,0.8,0.2595190378161132,0.26543209712696236,0.13461538375246548,0.15969581688328588,0.14794520507412273,0.07189542436669658,0.08812260502635018,0.08990825671576466,0.061971830811346953,0.06918238950199755,0.06666666622222223,0.023569023489666587,0.059999999600000006,0.052995391582959926,0.0637450196663545,0.05437352233008624,0.03472222198109568,0.015936254916588625,0.040094339528079385,0.007936507905013858,0.014925373102504535,0.01204819272269802,0.024489795818409,0.00714285712585034,0.012853470403975654,0.0,0.01162790693167478,0.0,0.013422818701860278,0.004081632636401499,0.011450381635685566,0.012345678936137784,0.003999999984,0.006622516512433666,0.0040650406338819485,0.0,0.0038314176098413117,0.003906249984741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007604562708727899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002680965140265509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,73.28050923347473,86.55691719055176,97.668874502182,116.30203795433044,141.90849947929382,152.1723222732544,169.20587491989136,202.97800660133362,224.36992931365967,234.6014380455017,244.26662921905518,261.14315915107727,270.8268711566925,296.0658004283905,311.44939947128296,336.02874660491943,344.91470742225647,358.9987916946411,383.1315131187439,397.34803533554077,422.99514508247375,436.9016008377075,450.911251783371,473.5015058517456,494.71347975730896,503.437668800354,517.9450361728668,537.0496356487274,545.9653706550598,559.8232021331787,574.4829182624817,584.0262041091919,597.9784231185913,606.8818001747131,620.7746200561523,634.7101414203644,649.079377412796,663.250118970871,671.9886486530304,681.0938048362732,699.6897625923157,718.3026580810547,727.0353488922119,735.9597730636597,744.7841098308563,758.6682431697845,772.6746037006378,786.0021026134491,800.6145842075348,820.9421560764313,835.6943249702454,844.8367772102356,860.8164241313934,885.3673257827759,900.6521828174591,914.6320931911469,928.5004522800446,937.1429748535156,946.179107427597,956.1422820091248,979.3257029056549,999.2491910457611,1018.6515607833862,1032.54505443573,1046.228152513504,1064.6090931892395,1078.2360835075378,1098.1827311515808,1107.0622675418854,1115.6750588417053,1124.478589296341,1133.4352669715881,1142.3815531730652,1157.271995306015,1170.9850544929504
total minutes,0.0,1.2213418205579123,1.442615286509196,1.6278145750363668,1.9383672992388408,2.3651416579882305,2.5362053712209067,2.8200979153315227,3.382966776688894,3.739498821894328,3.9100239674250283,4.071110486984253,4.352385985851288,4.513781185944875,4.9344300071398415,5.190823324521383,5.600479110081991,5.748578457037608,5.983313194910685,6.385525218645731,6.622467255592346,7.049919084707896,7.281693347295126,7.51518752972285,7.89169176419576,8.245224662621816,8.390627813339233,8.63241726954778,8.950827260812124,9.099422844250997,9.330386702219645,9.574715304374696,9.733770068486532,9.966307051976521,10.114696669578553,10.34624366760254,10.578502357006073,10.8179896235466,11.054168649514516,11.19981081088384,11.351563413937887,11.661496043205261,11.971710968017579,12.117255814870198,12.265996217727661,12.413068497180939,12.64447071949641,12.877910061677296,13.100035043557485,13.343576403458913,13.68236926794052,13.92823874950409,14.080612953503927,14.34694040218989,14.756122096379597,15.010869713624318,15.243868219852448,15.475007538000742,15.619049580891927,15.769651790459951,15.93570470015208,16.32209504842758,16.654153184096018,16.977526013056437,17.209084240595498,17.437135875225067,17.743484886487327,17.970601391792297,18.303045519193013,18.451037792364755,18.59458431402842,18.741309821605682,18.890587782859804,19.03969255288442,19.287866588433584,19.516417574882507
cummulative feedback,0.0,259.0,302.0,323.0,365.0,419.0,430.0,453.0,502.0,524.0,535.0,545.0,552.0,561.0,584.0,600.0,623.0,628.0,632.0,649.0,651.0,658.0,661.0,667.0,670.0,675.0,675.0,678.0,678.0,680.0,681.0,684.0,686.0,687.0,688.0,689.0,689.0,690.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,162.0,156.0,263.0,365.0,153.0,261.0,545.0,355.0,159.0,150.0,297.0,150.0,434.0,251.0,423.0,144.0,251.0,424.0,252.0,469.0,249.0,245.0,420.0,389.0,149.0,258.0,354.0,149.0,245.0,262.0,162.0,250.0,151.0,246.0,257.0,261.0,256.0,153.0,152.0,339.0,339.0,152.0,157.0,150.0,247.0,250.0,242.0,265.0,371.0,263.0,154.0,286.0,453.0,278.0,247.0,252.0,149.0,157.0,174.0,438.0,372.0,358.0,250.0,246.0,340.0,248.0,373.0,155.0,149.0,154.0,156.0,153.0,273.0,253.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
