,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
Accumulated time steps,0.0,1000.0,1999.0,2827.0,3260.0,3412.0,3776.0,4251.0,4687.0,4837.0,4994.0,5243.0,5392.0,5540.0,5807.0,5980.0,6250.0,6410.0,6679.0,6948.0,7109.0,7473.0,7644.0,7906.0,8056.0,8211.0,8483.0,8753.0,9017.0,9271.0,9536.0,9695.0,10027.0,10191.0,10450.0,10709.0,10987.0,11331.0,11512.0,11671.0,12033.0,12191.0,12352.0,12643.0,12911.0,13186.0,13479.0,13636.0,13937.0,14088.0,14349.0,14730.0,14891.0,15052.0,15332.0,15492.0,15940.0,16194.0,16354.0,16524.0,16685.0,16853.0,17161.0,17517.0,17668.0,17832.0,18087.0,18241.0,18500.0,18751.0,19224.0,19401.0,19559.0,19826.0,20080.0
Episode reward,0.0,-73.73676654644079,-67.91999201168552,44.051273005525886,74.68096943683955,90.19491398732562,78.06209382003766,74.0203039088134,74.77493756305985,91.49861328270704,89.9343128146703,86.70273083718294,91.51418497957764,91.52330563966774,85.41984564415387,90.25753232861429,84.06464904559743,90.65698722848752,84.98227066886187,84.06738336243806,89.38956388205571,81.77567064105774,90.06492326357235,83.56136087330607,91.35233251458601,90.87275598925851,83.86433755751236,83.9851574038123,85.8136832450746,86.32394052224559,85.00368107062175,90.29251764494778,78.45965380301763,91.47105472382668,87.19044101105432,86.93802263163916,84.43036271323551,81.96174214966626,88.00894509660866,89.94083155457864,80.14743579515105,89.89302590933961,90.71000826857889,80.9314701121428,82.57280539728488,84.57393700863585,82.39554983417317,91.42580844323548,80.83029106294141,90.52565105436494,85.84902891375987,79.07976491247338,91.30521122508748,90.62526255573272,83.82648297634027,90.69028114491859,74.1190327235768,84.85267059948752,90.81453680093539,90.56148231081596,90.94251430100599,90.43661543687907,80.4130037228905,78.94155804218661,91.6491031029448,90.02229115803073,85.0050382987888,90.9605741942833,84.87324314143703,86.14173217159404,69.9978327890936,88.52596354428698,90.70345515323416,83.24373366589421,84.84808530478838
Episode feedback,0.8,0.01102204407713222,0.13727454896064675,0.1850060457255066,0.09722222199717079,0.07947019814920399,0.05785123951005168,0.07383966229147751,0.04827586195798653,0.026845637403720556,0.04487179458415516,0.05241935462734131,0.03378378355551498,0.0340136052107918,0.037593984821075246,0.02906976727285019,0.022304832630837053,0.012578616273090464,0.03731343269659167,0.018656716348295833,0.012499999921875001,0.008264462787150241,0.029411764532871972,0.0038314176098413117,0.0,0.0,0.0036900368867526317,0.014869888420558036,0.007604562708727899,0.007905138308675343,0.003787878773530762,0.00632911388399295,0.003021148027126441,0.006134969287515526,0.01162790693167478,0.0038759689772249264,0.0,0.008746355659631616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,46.23102283477783,114.76861548423767,174.0710780620575,200.85657405853271,210.58482146263123,231.7498619556427,259.3296740055084,283.6039547920227,292.41093254089355,301.87891936302185,316.374050617218,325.23312044143677,333.9899046421051,349.1269631385803,359.13931941986084,374.0287489891052,383.16665863990784,398.48361992836,413.33889269828796,422.5791630744934,441.99739813804626,451.9787347316742,465.91738986968994,474.33739280700684,483.1598081588745,497.7377676963806,512.7136008739471,526.9165699481964,540.7905538082123,554.9275233745575,564.0857093334198,581.8946976661682,591.3544924259186,605.8226139545441,619.7058770656586,634.6406171321869,652.9909617900848,663.208984375,672.1246318817139,691.2258942127228,700.1409273147583,709.1992473602295,724.8350346088409,739.2408401966095,753.9749472141266,769.5332932472229,778.4915463924408,794.5479848384857,803.0456371307373,817.2614336013794,837.443578004837,846.5710737705231,855.65429520607,870.6451644897461,879.6828610897064,903.2652249336243,916.9839978218079,925.9777693748474,935.6092345714569,944.8357925415039,954.2373394966125,970.6639251708984,989.491623878479,998.1038234233856,1007.3293237686157,1021.150600194931,1030.0454015731812,1043.9804141521454,1057.8965361118317,1082.7559566497803,1092.5038094520569,1101.4008791446686,1115.7083184719086,1129.1520202159882
total minutes,0.0,0.7705170472462972,1.9128102580706279,2.901184634367625,3.3476095676422117,3.509747024377187,3.862497699260712,4.32216123342514,4.726732579867045,4.873515542348226,5.031315322717031,5.272900843620301,5.420552007357279,5.566498410701752,5.818782718976339,5.985655323664347,6.233812483151754,6.386110977331797,6.641393665472666,6.888981544971466,7.042986051241557,7.366623302300771,7.53297891219457,7.765289831161499,7.905623213450114,8.052663469314576,8.295629461606344,8.545226681232453,8.781942832469941,9.013175896803538,9.248792056242625,9.40142848889033,9.698244961102803,9.855908207098643,10.097043565909068,10.328431284427642,10.577343618869781,10.883182696501414,11.053483072916666,11.202077198028565,11.520431570212047,11.669015455245972,11.819987456003824,12.080583910147348,12.320680669943492,12.566249120235444,12.825554887453714,12.97485910654068,13.242466413974762,13.384093952178954,13.621023893356323,13.957392966747284,14.109517896175385,14.260904920101165,14.510752741495768,14.661381018161773,15.054420415560404,15.283066630363464,15.432962822914124,15.593487242857615,15.747263209025066,15.903955658276876,16.177732086181642,16.491527064641318,16.635063723723093,16.78882206281026,17.019176669915517,17.16742335955302,17.399673569202424,17.631608935197196,18.04593261082967,18.20839682420095,18.35668131907781,18.595138641198478,18.819200336933136
cummulative feedback,0.0,11.0,148.0,301.0,343.0,355.0,376.0,411.0,432.0,436.0,443.0,456.0,461.0,466.0,476.0,481.0,487.0,489.0,499.0,504.0,506.0,509.0,514.0,515.0,515.0,515.0,516.0,520.0,522.0,524.0,525.0,526.0,527.0,528.0,531.0,532.0,532.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,827.0,432.0,151.0,363.0,474.0,435.0,149.0,156.0,248.0,148.0,147.0,266.0,172.0,269.0,159.0,268.0,268.0,160.0,363.0,170.0,261.0,149.0,154.0,271.0,269.0,263.0,253.0,264.0,158.0,331.0,163.0,258.0,258.0,277.0,343.0,180.0,158.0,361.0,157.0,160.0,290.0,267.0,274.0,292.0,156.0,300.0,150.0,260.0,380.0,160.0,160.0,279.0,159.0,447.0,253.0,159.0,169.0,160.0,167.0,307.0,355.0,150.0,163.0,254.0,153.0,258.0,250.0,472.0,176.0,157.0,266.0,253.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
