,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
Accumulated time steps,0.0,1000.0,1507.0,1797.0,2796.0,3072.0,3454.0,3719.0,3996.0,4357.0,4525.0,4879.0,5152.0,5412.0,5571.0,5735.0,5896.0,6057.0,6227.0,6397.0,6651.0,6921.0,7074.0,7335.0,7496.0,7743.0,7907.0,8162.0,8325.0,8484.0,8747.0,9094.0,9498.0,9660.0,9815.0,10262.0,10446.0,10607.0,10881.0,11133.0,11288.0,11443.0,11712.0,12045.0,12197.0,12387.0,12538.0,12798.0,12969.0,13122.0,13274.0,13438.0,13591.0,13925.0,14199.0,14357.0,14521.0,14680.0,14969.0,15126.0,15288.0,15546.0,15706.0,15965.0,16228.0,16385.0,16730.0,17013.0,17260.0,17409.0,17557.0,17716.0,17896.0,18055.0,18223.0,18583.0,18740.0,19039.0,19304.0,19565.0,19819.0,19972.0,20127.0
Episode reward,0.0,-64.45176469962223,68.87032728779101,82.5033327980463,-59.14502283525438,84.93209739174742,79.87430083644804,85.11634504414833,84.06662692478953,80.71879709155024,90.15655976558537,81.11094896581665,85.32590297063825,85.65257449605362,91.28302162553719,89.14175640490674,90.60095312100518,90.92660276257735,90.0898797235941,89.98258031914672,86.52466083393642,85.28934834021848,91.34509449236926,84.78203897998466,90.75346183010178,86.47294064313765,89.18860890778834,85.14953691302016,89.2125011173359,90.63702606276229,84.0492922140851,80.57678710567055,75.4468268605904,91.14986807925862,90.89518016392051,74.34109656416922,88.82718641816528,90.7215192946924,83.07888339451026,86.5734464969103,90.86883243615875,90.44322032764332,85.03424810425444,81.05680850227284,91.75481825942686,88.27302944136436,91.64710820455453,85.79582757122232,90.87462173629997,91.63995716896797,90.77304385837574,90.77597893491969,91.71254934842338,80.88114395199943,84.24539758757945,91.91821432731521,89.58591197836873,91.4967637415797,81.99746086027157,91.48372765438612,90.68938279026801,85.33756488822024,90.86151783020546,83.94809226768093,84.48444337883933,90.91725995261785,80.9530705351233,84.16975721547084,87.41523762770554,91.68595036449489,91.7808029198202,91.62440920493515,89.7272190595068,89.25833035086879,90.42919516183389,82.09593060449899,90.72811101567171,81.77779480872547,86.78109642015576,86.7356950400714,86.63554464180062,91.3507780068498,91.66033888012983
Episode feedback,0.8,0.16432865714997127,0.27470355676936054,0.13840830401934842,0.09318637265211786,0.11272727231735537,0.08398950109189107,0.041666666508838386,0.028985507141356857,0.024999999930555555,0.023952095664957512,0.025495750635989377,0.05147058804606402,0.00772200769219302,0.0379746833039577,0.006134969287515526,0.0187499998828125,0.012499999921875001,0.00591715972830083,0.01183431945660166,0.015810276617350686,0.014869888420558036,0.01315789465027701,0.003846153831360947,0.006249999960937501,0.008130081267763897,0.006134969287515526,0.007874015717031434,0.012345678936137784,0.0,0.011450381635685566,0.005780346804103044,0.004962779144012955,0.0,0.0,0.0022421524613404653,0.0,0.0,0.0,0.0,0.006493506451340867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006622516512433666,0.006134969287515526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,74.48624587059021,117.89295959472656,138.43614435195923,202.44932579994202,221.26466298103333,245.7362780570984,261.7281651496887,278.17073678970337,299.1600604057312,309.4988639354706,330.30559515953064,347.18574929237366,362.4460265636444,372.396577835083,382.2236969470978,391.9503071308136,401.75747632980347,411.94589281082153,422.6725709438324,438.30989265441895,454.7479820251465,464.4015111923218,480.44202280044556,490.35640573501587,505.14014530181885,516.0168213844299,532.1207218170166,542.4133715629578,552.4612622261047,568.4757957458496,588.3118815422058,611.8990843296051,621.6518187522888,630.8571257591248,655.8910474777222,666.4484241008759,676.1573684215546,691.6088728904724,706.0433945655823,715.6899511814117,724.9917376041412,739.9911437034607,758.2724339962006,767.2306401729584,778.1082499027252,787.0455164909363,801.9358944892883,811.9903059005737,820.8063213825226,829.914074420929,839.6831910610199,848.692857503891,867.5292360782623,883.0224566459656,892.597776889801,902.1386458873749,911.3304286003113,927.3821475505829,936.5048983097076,946.0208597183228,960.9940779209137,970.5672895908356,985.630188703537,1000.5064220428467,1009.8812997341156,1028.9627051353455,1044.969875574112,1059.120564699173,1067.947189092636,1076.8095881938934,1086.2979018688202,1096.8963158130646,1106.3899900913239,1116.2857155799866,1136.1273634433746,1145.3909258842468,1162.239012479782,1177.272681236267,1192.4084823131561,1207.1246423721313,1216.4213981628418,1225.8946917057037
total minutes,0.0,1.2414374311765035,1.9648826599121094,2.307269072532654,3.3741554299990337,3.6877443830172223,4.095604634284973,4.362136085828145,4.636178946495056,4.986001006762186,5.158314398924509,5.505093252658844,5.786429154872894,6.040767109394073,6.206609630584717,6.370394949118296,6.532505118846894,6.695957938830058,6.865764880180359,7.044542849063873,7.305164877573649,7.579133033752441,7.740025186538697,8.007367046674092,8.172606762250265,8.41900242169698,8.600280356407165,8.868678696950276,9.040222859382629,9.207687703768412,9.47459659576416,9.80519802570343,10.198318072160085,10.360863645871481,10.514285429318745,10.931517457962036,11.107473735014597,11.269289473692575,11.52681454817454,11.767389909426372,11.928165853023529,12.083195626735687,12.333185728391012,12.637873899936675,12.787177336215972,12.968470831712088,13.117425274848937,13.365598241488138,13.533171765009563,13.680105356375377,13.831901240348817,13.994719851016999,14.144880958398183,14.458820601304373,14.717040944099427,14.876629614830017,15.035644098122914,15.188840476671855,15.456369125843048,15.608414971828461,15.767014328638712,16.01656796534856,16.17612149318059,16.427169811725616,16.675107034047446,16.831354995568592,17.149378418922424,17.416164592901865,17.652009411652884,17.799119818210603,17.946826469898223,18.104965031147003,18.281605263551075,18.43983316818873,18.604761926333108,18.935456057389576,19.089848764737447,19.37065020799637,19.621211353937785,19.87347470521927,20.11874403953552,20.273689969380698,20.431578195095064
cummulative feedback,0.0,164.0,303.0,343.0,436.0,467.0,499.0,510.0,518.0,527.0,531.0,540.0,554.0,556.0,562.0,563.0,566.0,568.0,569.0,571.0,575.0,579.0,581.0,582.0,583.0,585.0,586.0,588.0,590.0,590.0,593.0,595.0,597.0,597.0,597.0,598.0,598.0,598.0,598.0,598.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,600.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,506.0,289.0,998.0,275.0,381.0,264.0,276.0,360.0,167.0,353.0,272.0,259.0,158.0,163.0,160.0,160.0,169.0,169.0,253.0,269.0,152.0,260.0,160.0,246.0,163.0,254.0,162.0,158.0,262.0,346.0,403.0,161.0,154.0,446.0,183.0,160.0,273.0,251.0,154.0,154.0,268.0,332.0,151.0,189.0,150.0,259.0,170.0,152.0,151.0,163.0,152.0,333.0,273.0,157.0,163.0,158.0,288.0,156.0,161.0,257.0,159.0,258.0,262.0,156.0,344.0,282.0,246.0,148.0,147.0,158.0,179.0,158.0,167.0,359.0,156.0,298.0,264.0,260.0,253.0,152.0,154.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
