,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3408.0,3668.0,4031.0,4391.0,4666.0,4919.0,5084.0,5307.0,5654.0,5939.0,6294.0,6571.0,6736.0,6990.0,7147.0,7404.0,7661.0,7917.0,8180.0,8432.0,8865.0,9010.0,9164.0,9317.0,9565.0,9736.0,9999.0,10459.0,10805.0,11061.0,11325.0,11726.0,11879.0,12138.0,12477.0,12809.0,13070.0,13261.0,13698.0,13863.0,14162.0,14330.0,14490.0,14645.0,15006.0,15300.0,15457.0,15699.0,15946.0,16202.0,16437.0,16698.0,16857.0,17112.0,17449.0,17601.0,17884.0,18154.0,18409.0,18562.0,18876.0,19026.0,19371.0,19634.0,19788.0,20047.0
Episode reward,0.0,-70.12496037165114,-72.2423268075222,-60.50981287059533,77.49361605038372,85.00827027125605,76.90483763159088,76.79949896003126,84.72689580876703,87.75339733004114,89.27613128872053,87.10316065982835,79.15811326668157,85.11668064706666,79.97957135831605,83.83062932084779,90.81392969504141,85.17052725220655,90.63086879743808,87.5454660431227,86.34258667057756,85.84279773654183,82.89297490620925,86.6334323841444,77.21838975419391,91.96166621428554,91.13193364884351,91.59306025454576,86.05014439767292,89.01333587763172,84.2668573169991,76.87379553265441,82.59532676692612,86.91704447032738,87.91678391120978,78.70002793231275,91.04016258978197,84.70870833123539,80.48710067921893,84.2417196024676,86.60859071704466,88.8759052729195,74.27663822882802,89.73783147030915,86.87376937894982,87.99739511727422,91.0417078231961,90.70064613666513,78.89530233035966,84.64773488368607,90.67961796740042,86.51805703770177,87.0254842997225,86.44990135053115,86.12857239384671,84.36712094130912,90.22473731213407,86.09143623748835,80.14372909393623,90.98805596519574,82.63840710141395,85.50462375767384,85.79061708514442,91.01533842219668,83.45675283964583,91.6526257963888,80.19825402551459,84.95823390472844,91.6046456792965,85.91264267415967
Episode feedback,0.8,0.013026052091156261,0.00400801602804808,0.17234468920606744,0.10513447407057586,0.08880308846021974,0.07458563515307835,0.05849582156407849,0.05474452534764772,0.03968253952506929,0.042682926569006546,0.03603603587371155,0.017341040412309133,0.02112676048899028,0.03954802248715248,0.014492753570678429,0.01829268281528852,0.023715414926026027,0.006410256369165024,0.019531249923706057,0.019531249923706057,0.00392156861207228,0.011450381635685566,0.019920318645735784,0.01620370366619513,0.006944444396219137,0.006535947669699688,0.019736841975415514,0.004048582979560393,0.01176470581314879,0.007633587757123711,0.0021786492327262545,0.002898550716236085,0.00784313722414456,0.0,0.00249999999375,0.0,0.0038759689772249264,0.0,0.003021148027126441,0.0,0.005263157867036012,0.0022935779763908763,0.0,0.0,0.0,0.0,0.0,0.0027777777700617283,0.0,0.006410256369165024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,45.236613512039185,92.46982526779175,171.5481870174408,199.21768927574158,217.31601858139038,240.9903929233551,263.29253029823303,280.1809537410736,295.0775558948517,305.33791160583496,318.55401945114136,338.3186740875244,356.6729164123535,382.4372591972351,398.4973735809326,408.05799651145935,422.47913455963135,431.5388469696045,446.7484576702118,461.21867275238037,475.3713798522949,490.4666311740875,504.68242049217224,528.459897518158,536.9112284183502,545.8257734775543,554.7996923923492,568.579687833786,578.4932267665863,593.021735906601,617.7785143852234,636.5925583839417,650.8802025318146,665.4455878734589,686.9908192157745,695.6342649459839,709.9452075958252,728.2799737453461,746.3003478050232,760.7439968585968,771.7270956039429,794.9685642719269,804.6452264785767,820.7067148685455,830.1008667945862,839.3201296329498,848.2029869556427,867.8713989257812,884.2145557403564,893.4771585464478,906.9099793434143,920.3603734970093,934.4184079170227,947.6761429309845,962.1609451770782,971.4309587478638,985.6247396469116,1003.7758073806763,1012.7177317142487,1028.1812875270844,1043.0379860401154,1057.039012670517,1065.8572239875793,1082.9460217952728,1091.5705902576447,1110.4183135032654,1125.0839548110962,1134.1284761428833,1148.579116344452
total minutes,0.0,0.7539435585339864,1.5411637544631958,2.8591364502906798,3.3202948212623595,3.621933643023173,4.016506548722585,4.388208838303884,4.669682562351227,4.917959264914194,5.088965193430583,5.309233657519022,5.6386445681254065,5.944548606872559,6.373954319953919,6.641622893015543,6.800966608524322,7.041318909327189,7.192314116160075,7.445807627836863,7.6869778792063395,7.922856330871582,8.174443852901458,8.411373674869537,8.807664958635966,8.94852047363917,9.097096224625906,9.246661539872488,9.4763281305631,9.641553779443106,9.88369559844335,10.296308573087057,10.609875973065694,10.848003375530244,11.09075979789098,11.449846986929575,11.593904415766398,11.832420126597087,12.137999562422435,12.43833913008372,12.679066614309948,12.862118260065715,13.249476071198782,13.410753774642945,13.678445247809092,13.835014446576436,13.98866882721583,14.136716449260712,14.464523315429688,14.736909262339275,14.89128597577413,15.11516632239024,15.339339558283488,15.573640131950379,15.794602382183076,16.036015752951304,16.190515979131064,16.427078994115195,16.729596789677938,16.878628861904144,17.136354792118073,17.383966434001923,17.61731687784195,17.764287066459655,18.049100363254546,18.192843170960746,18.50697189172109,18.7513992468516,18.902141269048055,19.142985272407532
cummulative feedback,0.0,13.0,17.0,189.0,232.0,255.0,282.0,303.0,318.0,328.0,335.0,343.0,349.0,355.0,369.0,373.0,376.0,382.0,383.0,388.0,393.0,394.0,397.0,402.0,409.0,410.0,411.0,414.0,415.0,417.0,419.0,420.0,421.0,423.0,423.0,424.0,424.0,425.0,425.0,426.0,426.0,427.0,428.0,428.0,428.0,428.0,428.0,428.0,429.0,429.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,409.0,259.0,362.0,359.0,274.0,252.0,164.0,222.0,346.0,284.0,354.0,276.0,164.0,253.0,156.0,256.0,256.0,255.0,262.0,251.0,432.0,144.0,153.0,152.0,247.0,170.0,262.0,459.0,345.0,255.0,263.0,400.0,152.0,258.0,338.0,331.0,260.0,190.0,436.0,164.0,298.0,167.0,159.0,154.0,360.0,293.0,156.0,241.0,246.0,255.0,234.0,260.0,158.0,254.0,336.0,151.0,282.0,269.0,254.0,152.0,313.0,149.0,344.0,262.0,153.0,258.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
