,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
Accumulated time steps,0.0,1000.0,1999.0,2964.0,3232.0,3787.0,4245.0,4717.0,5716.0,6182.0,6534.0,6985.0,7334.0,7693.0,7963.0,8221.0,8476.0,8751.0,9319.0,9480.0,9733.0,10091.0,10547.0,10988.0,11256.0,11525.0,11879.0,12228.0,12591.0,12889.0,13331.0,13689.0,14133.0,14416.0,14869.0,15313.0,15661.0,15927.0,16187.0,16443.0,16717.0,17166.0,17515.0,17770.0,18029.0,18414.0,18585.0,18860.0,19019.0,19273.0,19533.0,19790.0,19966.0
Episode reward,0.0,-68.06943833427539,-65.71980188644199,36.06112641882017,87.05189767960717,70.77074861382684,74.3440842086288,75.30499848712122,-67.40364451304008,74.68935036516102,81.55262920270617,76.22776487458047,83.29898605795698,78.80994141762237,83.88339717597026,85.16715520801291,87.70372751501463,85.91299882093897,66.61114248641461,90.47949126945555,85.48668509903966,78.39405217185883,74.98505323378446,75.59752458614545,84.06818248851093,85.99971050745461,79.92175417808146,80.51160573839627,78.92395361820589,80.79602996332368,75.09374462994373,79.45492655375347,74.86115989321404,82.35562772232433,73.77932745846039,74.76121686380293,80.63482102078434,84.43520970228515,85.1686523441214,85.6750683708048,83.8223018199497,74.31204855945651,80.48173404737756,85.80355373238946,85.28878124244629,76.43592260445386,89.75967654363252,83.72002954068755,90.92975790433923,85.96650253432311,85.3005997449845,85.55280257936096,89.2542033026595
Episode feedback,0.8,0.01903807613322838,0.15931863711491118,0.18568464711028565,0.07116104842261779,0.07220216593465313,0.04595185985568521,0.044585987166484105,0.013026052091156261,0.0215053762978379,0.019943019886202222,0.019999999955555556,0.011494252840533757,0.005586592163165944,0.007434944210279018,0.0,0.015748031434062868,0.0036496350231765146,0.0017636684272245707,0.0,0.0,0.0,0.004395604385943727,0.0,0.0037453183380325157,0.0037313432696591668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,45.79427886009216,111.70679688453674,175.8650529384613,189.63854789733887,219.50622725486755,243.07098698616028,266.9908344745636,316.9689235687256,340.9331295490265,359.1293261051178,382.24692368507385,400.28211665153503,418.8303563594818,432.95346879959106,446.4478688240051,459.8057692050934,474.3147497177124,503.216694355011,512.2084741592407,525.5841071605682,544.0615725517273,567.380658864975,589.8386917114258,603.7906532287598,618.0421841144562,636.3051300048828,654.1349687576294,672.5264284610748,687.9136612415314,710.0347235202789,728.2110772132874,750.3543496131897,765.1245009899139,788.5329167842865,811.6162858009338,829.5693366527557,843.6658201217651,857.4459142684937,870.6863939762115,884.7513818740845,906.9195070266724,924.6783382892609,937.8913924694061,950.4489107131958,969.0863437652588,978.1277933120728,991.7428350448608,999.922845363617,1012.5683991909027,1025.5481429100037,1038.7385561466217,1047.7559247016907
total minutes,0.0,0.7632379810015361,1.8617799480756123,2.9310842156410217,3.160642464955648,3.658437120914459,4.051183116436005,4.449847241242726,5.282815392812093,5.682218825817108,5.98548876841863,6.370782061417898,6.671368610858917,6.980505939324697,7.215891146659851,7.440797813733419,7.663429486751556,7.90524582862854,8.38694490591685,8.536807902654012,8.759735119342803,9.067692875862122,9.45634431441625,9.830644861857097,10.063177553812663,10.30070306857427,10.60508550008138,10.902249479293824,11.208773807684581,11.465227687358857,11.833912058671315,12.136851286888122,12.505905826886496,12.752075016498566,13.142215279738108,13.526938096682231,13.826155610879262,14.061097002029419,14.290765237808227,14.511439899603525,14.745856364568075,15.115325117111206,15.411305638154348,15.631523207823436,15.840815178553264,16.151439062754314,16.302129888534544,16.52904725074768,16.665380756060284,16.876139986515046,17.09246904850006,17.31230926911036,17.462598745028178
cummulative feedback,0.0,19.0,178.0,357.0,376.0,416.0,437.0,458.0,471.0,481.0,488.0,497.0,501.0,503.0,505.0,505.0,509.0,510.0,511.0,511.0,511.0,511.0,513.0,513.0,514.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,964.0,267.0,554.0,457.0,471.0,998.0,465.0,351.0,450.0,348.0,358.0,269.0,257.0,254.0,274.0,567.0,160.0,252.0,357.0,455.0,440.0,267.0,268.0,353.0,348.0,362.0,297.0,441.0,357.0,443.0,282.0,452.0,443.0,347.0,265.0,259.0,255.0,273.0,448.0,348.0,254.0,258.0,384.0,170.0,274.0,158.0,253.0,259.0,256.0,175.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
