,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
Accumulated time steps,0.0,1000.0,1275.0,1542.0,1912.0,2286.0,2544.0,2736.0,3735.0,4001.0,4278.0,4552.0,4833.0,5201.0,5730.0,6087.0,6342.0,6620.0,6865.0,7133.0,7296.0,7452.0,7627.0,7970.0,8229.0,8398.0,8757.0,9006.0,9255.0,9509.0,9762.0,10199.0,10650.0,10917.0,11257.0,11760.0,11913.0,12068.0,12322.0,12487.0,12732.0,12974.0,13221.0,13463.0,13704.0,13971.0,14221.0,14552.0,14795.0,15039.0,15202.0,15626.0,15958.0,16112.0,16356.0,16688.0,17019.0,17350.0,17770.0,18019.0,18191.0,18345.0,18678.0,18921.0,19259.0,19421.0,19668.0
Episode reward,0.0,-63.05493820052608,87.46774316378551,86.63504606313069,82.8205663060231,78.6584251549589,87.01136991579754,88.18600958421439,-60.34139348799978,86.35193307806607,84.78841505087073,84.37974274153463,83.83038051986995,78.0707607886937,68.30084150932068,80.0110528461444,85.80472002162546,84.1804712324412,85.35160716491558,82.33004704452465,90.99839184014036,92.0497409682436,89.265739084268,81.65132415291008,85.92838715423433,89.53453358618422,77.89767869262263,84.77095685587538,86.19141547451234,87.04720823527177,86.24197904561362,76.45979121259401,76.21649179557791,86.36791138166777,82.48580134325354,67.34514516256026,90.09263639053039,89.81152445450924,84.30450449678499,88.69843179229332,84.1673336153528,84.95443358549554,84.82110481164761,84.94650779369759,85.01007646844309,84.6831319447359,84.64592053450812,79.1643042170274,85.030321753502,85.0329073841565,88.98924058478583,73.21662393135821,79.27966177303875,90.04305545989212,84.4519685576474,79.19634798010141,78.93614730529669,79.27444542839426,73.37795810007586,83.77747399849048,88.047941591871,90.04828810560197,78.53729781843376,84.99308642898379,77.84411065831209,89.10237895781862,84.85760159809986
Episode feedback,0.8,0.24248496969690886,0.2846715318077681,0.1353383453558709,0.16260162557560534,0.040214477103982633,0.058365758527759694,0.07329842893561032,0.04208416829450484,0.04905660358846565,0.04347826071203529,0.043956043795032804,0.039285714145408164,0.010899182531609857,0.0151515151228191,0.016853932536927158,0.015748031434062868,0.014440433160864862,0.0,0.0037453183380325157,0.0,0.03225806430801249,0.03448275842251288,0.005847953199274991,0.007751937954449853,0.005952380916950114,0.005586592163165944,0.004032258048257024,0.0,0.007905138308675343,0.0,0.0,0.004444444434567901,0.007518796964215049,0.0029498524986730015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007518796964215049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,74.52047157287598,95.02757406234741,110.64591813087463,133.66304206848145,152.30156111717224,165.73284673690796,176.04143953323364,227.80513954162598,241.60072088241577,256.22412109375,270.73620772361755,285.47125577926636,304.38067650794983,331.3011906147003,349.8566792011261,363.45149636268616,378.1987211704254,391.23974776268005,405.2058296203613,414.1238648891449,422.8225374221802,432.3341383934021,450.17242074012756,463.884788274765,473.1990747451782,491.88508892059326,505.1440863609314,518.3554582595825,531.8565237522125,545.3645913600922,567.8940916061401,590.9169595241547,604.833093881607,622.7297112941742,647.9758884906769,656.1380820274353,664.2880556583405,677.3465309143066,686.1750473976135,698.8971743583679,711.6299850940704,724.8955194950104,737.9498484134674,750.625391960144,764.6328949928284,777.6543295383453,795.0177512168884,807.82590508461,820.7348866462708,829.4757900238037,849.9466536045074,866.7634222507477,875.0902152061462,887.6133460998535,904.4853377342224,921.179402589798,938.324634552002,959.5811207294464,972.8824510574341,982.2520396709442,990.3029851913452,1006.2352907657623,1018.0742580890656,1034.735909461975,1043.3821423053741,1056.3958714008331
total minutes,0.0,1.242007859547933,1.5837929010391236,1.8440986355145772,2.227717367808024,2.5383593519528707,2.762214112281799,2.9340239922205607,3.7967523256937663,4.026678681373596,4.270402018229166,4.512270128726959,4.757854262987773,5.073011275132497,5.521686510245005,5.830944653352102,6.057524939378102,6.30331201950709,6.520662462711334,6.753430493672689,6.9020644148190815,7.04704229036967,7.205568973223368,7.502873679002126,7.73141313791275,7.8866512457529705,8.19808481534322,8.419068106015523,8.639257637659709,8.864275395870209,9.089409856001536,9.464901526769003,9.848615992069245,10.080551564693451,10.37882852156957,10.79959814151128,10.935634700457255,11.071467594305675,11.289108848571777,11.436250789960225,11.648286239306133,11.86049975156784,12.081591991583506,12.299164140224457,12.510423199335735,12.743881583213806,12.960905492305756,13.250295853614807,13.4637650847435,13.678914777437846,13.824596500396728,14.165777560075124,14.446057037512462,14.584836920102438,14.793555768330892,15.074755628903707,15.352990043163299,15.638743909200032,15.993018678824107,16.2147075176239,16.37086732784907,16.505049753189088,16.77058817942937,16.967904301484428,17.24559849103292,17.389702371756236,17.60659785668055
cummulative feedback,0.0,242.0,320.0,356.0,416.0,431.0,446.0,460.0,502.0,515.0,527.0,539.0,550.0,554.0,562.0,568.0,572.0,576.0,576.0,577.0,577.0,582.0,588.0,590.0,592.0,593.0,595.0,596.0,596.0,598.0,598.0,598.0,600.0,602.0,603.0,603.0,603.0,603.0,603.0,603.0,603.0,603.0,603.0,603.0,603.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,274.0,266.0,369.0,373.0,257.0,191.0,998.0,265.0,276.0,273.0,280.0,367.0,528.0,356.0,254.0,277.0,244.0,267.0,162.0,155.0,174.0,342.0,258.0,168.0,358.0,248.0,248.0,253.0,252.0,436.0,450.0,266.0,339.0,502.0,152.0,154.0,253.0,164.0,244.0,241.0,246.0,241.0,240.0,266.0,249.0,330.0,242.0,243.0,162.0,423.0,331.0,153.0,243.0,331.0,330.0,330.0,419.0,248.0,171.0,153.0,332.0,242.0,337.0,161.0,246.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
