,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
Accumulated time steps,0.0,1000.0,1436.0,1789.0,2044.0,2289.0,2449.0,2612.0,2863.0,3022.0,3293.0,3448.0,3789.0,4040.0,4333.0,4508.0,4893.0,5056.0,5217.0,5483.0,5747.0,5992.0,6261.0,6414.0,6666.0,6930.0,7083.0,7247.0,7511.0,7664.0,7928.0,8192.0,8451.0,8606.0,8876.0,9151.0,9428.0,9675.0,9833.0,9990.0,10262.0,10518.0,10689.0,10854.0,11217.0,11496.0,11656.0,11915.0,12086.0,12238.0,12401.0,12663.0,12830.0,13091.0,13257.0,13611.0,13768.0,14054.0,14209.0,14492.0,14647.0,14920.0,15291.0,15453.0,15604.0,15896.0,16058.0,16325.0,16486.0,16642.0,16815.0,17082.0,17344.0,17593.0,17868.0,18135.0,18423.0,18583.0,18737.0,18893.0,19171.0,19438.0,19715.0,20179.0
Episode reward,0.0,-65.21021548371641,73.34685834854318,80.22605744960822,85.22996936341819,85.79950361300034,90.41998602849269,89.93681323033758,85.72795042057547,91.07388905630178,83.04696473600089,91.50950369161797,81.45440253036082,85.84257949566228,83.07358114648059,89.05831639921438,76.84959157012567,90.60426871360589,90.97732003838516,85.34406827474189,85.1473640059653,86.79817530142019,86.11373671080149,91.09863825225479,85.42371089178171,85.26480020616714,91.40470808591799,90.70826476291029,85.51509638933608,91.77297786212125,85.7999360594614,85.805693649208,84.40059359478764,90.49205255361245,83.12071446450584,83.44195187189644,84.85937241963668,85.66049276748714,91.03366323939932,90.89823743996313,82.49252008116477,85.52250341303338,91.18880108954757,89.66102629566694,79.95668535467604,85.65509431144802,91.55160101518119,85.14770095349664,91.9726262997639,90.86522502966524,90.07370852879663,84.30046590631348,89.53714971673888,84.87258304815717,90.90268889072199,81.33623799208225,91.19013355965535,83.97873165007545,90.78388790753911,86.60751355968924,90.91162064987805,85.51527093332074,80.34667333503478,90.33069284076586,91.50575957775796,83.0022893905418,90.31201250040365,84.3149140656859,90.2236905478456,90.43179076445426,90.54353256729763,86.66409706871565,85.66074068698056,86.33126586504683,86.77436552954988,85.0211152149183,83.42203604733228,91.33867347085088,90.93539359483454,90.84338834552986,83.41237108256806,85.96050025280101,85.11411465652799,72.45169469315394
Episode feedback,0.8,0.1893787573252718,0.2689655166230678,0.19602272671584453,0.17322834577469157,0.13114754044611665,0.11949685459435941,0.0740740736168267,0.127999999488,0.0759493666079154,0.04444444427983539,0.08441558386743127,0.07647058801038062,0.027999999888,0.05479452036029274,0.04022988482626503,0.026041666598849825,0.03703703680841335,0.024999999843750002,0.03396226402278391,0.015209125417455798,0.020491803194705723,0.0111940298089775,0.03289473662569252,0.027888446104030094,0.011406844063091847,0.01315789465027701,0.006134969287515526,0.011406844063091847,0.006578947325138505,0.015209125417455798,0.007604562708727899,0.01162790693167478,0.012987012902681734,0.014869888420558036,0.010948905069529544,0.007246376785339214,0.0,0.00636942671102276,0.0,0.007380073773505263,0.0,0.0,0.0,0.0,0.0,0.0,0.0038759689772249264,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606023875115,0.0,0.0,0.0,0.0,0.0,0.006493506451340867,0.0,0.0,0.0,0.0,0.0,0.0,0.0037593984821075246,0.0,0.0,0.0,0.0037593984821075246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,69.63836884498596,105.05009746551514,131.3724398612976,150.09042525291443,166.76393842697144,178.342444896698,189.17633986473083,206.6175467967987,217.0538411140442,233.3448269367218,243.60505414009094,265.526020526886,280.3624470233917,298.48140811920166,309.21969270706177,331.3483304977417,341.47524309158325,351.3599519729614,367.5031793117523,382.40772247314453,396.6394667625427,411.93377017974854,421.56511640548706,436.7283983230591,451.9800763130188,461.092750787735,470.7886435985565,486.0727746486664,495.2996735572815,510.45726561546326,525.5026161670685,540.4957482814789,549.7743301391602,565.6303594112396,581.440135717392,597.2977252006531,611.5151579380035,620.787965297699,629.9834203720093,645.7095785140991,660.1404178142548,670.0114572048187,679.967095375061,702.3167383670807,719.1752588748932,729.4150450229645,744.8253314495087,755.8804752826691,765.3512892723083,775.9576900005341,791.7598786354065,802.2132756710052,817.3834435939789,827.3415522575378,848.1793684959412,857.3986442089081,874.0155243873596,883.4889707565308,899.7527012825012,909.1107540130615,924.3342568874359,944.9098222255707,954.1973609924316,963.3319783210754,979.7314841747284,989.3670048713684,1004.3492524623871,1013.5905470848083,1023.0554757118225,1033.187257051468,1048.4082481861115,1063.0407223701477,1077.3678798675537,1092.8876202106476,1107.9266390800476,1124.8875374794006,1134.6808779239655,1144.1980066299438,1154.0123913288116,1171.6754717826843,1188.6236486434937,1205.575959444046,1232.862625360489
total minutes,0.0,1.160639480749766,1.7508349577585856,2.18954066435496,2.501507087548574,2.779398973782857,2.9723740816116333,3.152938997745514,3.443625779946645,3.617564018567403,3.8890804489453634,4.0600842356681826,4.4254336754481,4.672707450389862,4.974690135320028,5.153661545117696,5.5224721749623615,5.691254051526387,5.855999199549357,6.125052988529205,6.373462041219075,6.610657779375712,6.8655628363291425,7.026085273424784,7.2788066387176515,7.533001271883647,7.684879179795583,7.846477393309275,8.101212910811107,8.254994559288026,8.507621093591053,8.758376936117807,9.008262471357982,9.162905502319337,9.427172656853994,9.6906689286232,9.95496208667755,10.191919298966726,10.346466088294983,10.499723672866821,10.761826308568319,11.002340296904245,11.166857620080313,11.332784922917684,11.705278972784678,11.986254314581553,12.156917417049408,12.413755524158478,12.598007921377818,12.755854821205139,12.932628166675567,13.195997977256775,13.37022126118342,13.623057393232981,13.789025870958964,14.136322808265685,14.289977403481801,14.566925406455994,14.724816179275512,14.995878354708355,15.151845900217692,15.405570948123932,15.748497037092845,15.90328934987386,16.055532972017925,16.328858069578807,16.489450081189474,16.739154207706452,16.893175784746806,17.050924595197042,17.219787617524464,17.473470803101858,17.717345372835794,17.956131331125896,18.21479367017746,18.46544398466746,18.748125624656677,18.911347965399425,19.06996677716573,19.233539855480196,19.527924529711406,19.81039414405823,20.092932657400766,20.547710422674815
cummulative feedback,0.0,189.0,306.0,375.0,419.0,451.0,470.0,482.0,514.0,526.0,538.0,551.0,577.0,584.0,600.0,607.0,617.0,623.0,627.0,636.0,640.0,645.0,648.0,653.0,660.0,663.0,665.0,666.0,669.0,670.0,674.0,676.0,679.0,681.0,685.0,688.0,690.0,690.0,691.0,691.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,695.0,695.0,695.0,695.0,695.0,695.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,697.0,697.0,697.0,697.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,435.0,352.0,254.0,244.0,159.0,162.0,250.0,158.0,270.0,154.0,340.0,250.0,292.0,174.0,384.0,162.0,160.0,265.0,263.0,244.0,268.0,152.0,251.0,263.0,152.0,163.0,263.0,152.0,263.0,263.0,258.0,154.0,269.0,274.0,276.0,246.0,157.0,156.0,271.0,255.0,170.0,164.0,362.0,278.0,159.0,258.0,170.0,151.0,162.0,261.0,166.0,260.0,165.0,353.0,156.0,285.0,154.0,282.0,154.0,272.0,370.0,161.0,150.0,291.0,161.0,266.0,160.0,155.0,172.0,266.0,261.0,248.0,274.0,266.0,287.0,159.0,153.0,155.0,277.0,266.0,276.0,463.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
