,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
Accumulated time steps,0.0,907.0,1365.0,1744.0,2097.0,2348.0,2705.0,3078.0,3332.0,3488.0,3756.0,4018.0,4376.0,4637.0,4890.0,5143.0,5489.0,5667.0,5931.0,6207.0,6468.0,6623.0,6890.0,7146.0,7298.0,7551.0,7714.0,7995.0,8245.0,8495.0,8752.0,8903.0,9160.0,9320.0,9583.0,9746.0,9998.0,10359.0,10512.0,10664.0,10919.0,11174.0,11339.0,11505.0,11772.0,11923.0,12182.0,12334.0,12486.0,12731.0,12883.0,13044.0,13226.0,13391.0,13572.0,13839.0,14003.0,14167.0,14374.0,14671.0,14879.0,15143.0,15296.0,15451.0,15608.0,15871.0,16037.0,16193.0,16552.0,16831.0,17096.0,17257.0,17537.0,17695.0,18164.0,18430.0,18582.0,18764.0,19074.0,19335.0,19515.0,19686.0,19834.0,20092.0
Episode reward,0.0,48.13937221432179,72.57548785184747,79.0117453145889,81.45885729200123,86.03336222472781,81.29554999719426,77.37669184517395,87.00809836472308,91.66608927305549,84.72529029193996,84.76918030022831,79.48219936496913,86.17338983493188,86.6667576755859,86.9931435519532,80.55067264509407,89.3843081744655,86.45849679986846,83.53288910761623,86.86021801337017,91.28328160632498,85.30285667550338,86.24563024284762,91.44701461211187,86.8291269126017,91.51379638576577,83.01775050141545,85.30433684846902,84.66394995550752,86.25751458083758,91.19401289110783,86.09896391485961,89.95330819459289,85.16832002072123,90.16833127453422,85.9841084637871,78.34453826621073,91.15257696253914,91.47446190782917,85.22624985231039,85.19149028244475,90.56923352113866,90.30603736403192,84.78183784973376,91.10849810242343,85.49308451271762,91.01799960617232,90.71416473553884,85.32577010199122,91.04125195064003,90.22880238913325,88.17167188369027,90.3885383352806,88.62173809793401,83.23684709511409,90.41719971195641,90.24684029335171,85.71869800883258,80.95434814703522,86.09093799805972,82.72356660025389,90.94772588398303,90.99888198227157,90.96907182537907,84.1974309349574,90.04991681915543,90.60008871212142,79.51778391498303,84.6365490557517,83.88831634277047,90.56909690257947,82.65287765486028,91.05540977968673,70.83231679067043,85.39868440670901,90.59652024292498,88.42724797114569,79.41311260619312,85.22492068817128,88.53391591102809,89.14812730234158,91.23857680045754,84.88291099028076
Episode feedback,0.8,0.3767955796941485,0.18380743942274083,0.14550264511771788,0.10227272698217975,0.083999999664,0.05337078636693599,0.07795698903775003,0.06719367562374041,0.04516129003121749,0.04119850171835767,0.03448275848857181,0.03641456572432895,0.04999999980769231,0.023809523715041574,0.027777777667548503,0.017391304297416508,0.03389830489322992,0.026615969480547643,0.021818181738842975,0.015384615325443787,0.0,0.015037593928430099,0.00392156861207228,0.006622516512433666,0.019841269762534645,0.012345678936137784,0.007142857117346939,0.0,0.0,0.0,0.0,0.0,0.0,0.007633587757123711,0.0,0.007968127458294312,0.005555555540123457,0.0,0.0,0.003937007858515717,0.0,0.0,0.0,0.0037593984821075246,0.0,0.0,0.006622516512433666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,67.38153433799744,96.84479403495789,120.34009265899658,141.34724593162537,156.06270051002502,175.65785098075867,197.06072402000427,211.63186502456665,220.7084493637085,235.54130816459656,249.9040081501007,269.3973503112793,284.1380407810211,297.8571574687958,311.70580434799194,329.9046473503113,340.1321313381195,354.69398260116577,369.6078882217407,383.69341230392456,392.3180146217346,406.7452437877655,420.3434844017029,428.7814750671387,442.52307319641113,451.6239366531372,466.5195231437683,479.7019770145416,492.83398604393005,506.46544075012207,514.9711701869965,528.7737417221069,537.6620123386383,551.7093749046326,560.5986320972443,573.994989156723,592.7997872829437,601.346994638443,609.8044919967651,623.3531365394592,636.8770315647125,646.0279548168182,655.2616965770721,669.403302192688,677.784503698349,691.4987444877625,700.050012588501,708.5118477344513,721.5182740688324,730.0560758113861,739.1525611877441,749.240326166153,758.7545278072357,768.8604393005371,782.7967729568481,791.8258225917816,800.8192207813263,812.025518655777,827.7234768867493,838.8140068054199,852.7679035663605,861.3527071475983,870.065657377243,878.8342499732971,892.998485326767,902.1692221164703,910.9756631851196,929.8100655078888,944.7835862636566,958.8146407604218,967.7052934169769,982.5277097225189,991.3029189109802,1015.5029039382935,1029.4847722053528,1037.994491815567,1047.8868265151978,1064.0001459121704,1077.8150789737701,1087.5967540740967,1096.9416899681091,1105.21581697464,1118.873440504074
total minutes,0.0,1.1230255722999574,1.6140799005826314,2.005668210983276,2.355787432193756,2.601045008500417,2.927630849679311,3.2843454003334047,3.527197750409444,3.6784741560618084,3.9256884694099425,4.165066802501679,4.489955838521322,4.735634013017019,4.964285957813263,5.1950967391331995,5.498410789171855,5.668868855635325,5.911566376686096,6.160131470362345,6.394890205065409,6.53863357702891,6.779087396462758,7.0057247400283815,7.146357917785645,7.375384553273519,7.52706561088562,7.775325385729472,7.9950329502423605,8.213899767398834,8.4410906791687,8.582852836449941,8.812895695368448,8.961033538977306,9.195156248410543,9.343310534954071,9.56658315261205,9.879996454715728,10.022449910640717,10.163408199946085,10.389218942324321,10.614617192745209,10.767132580280304,10.921028276284536,11.156721703211467,11.296408394972483,11.524979074796041,11.667500209808349,11.808530795574189,12.025304567813873,12.167601263523101,12.31920935312907,12.487338769435883,12.645908796787262,12.814340655008952,13.046612882614136,13.19709704319636,13.346987013022105,13.53375864426295,13.795391281445822,13.980233446757,14.212798392772674,14.35587845245997,14.501094289620717,14.647237499554953,14.883308088779449,15.036153701941172,15.182927719751994,15.49683442513148,15.746393104394278,15.980244012673696,16.128421556949615,16.375461828708648,16.521715315183005,16.92504839897156,17.15807953675588,17.29990819692612,17.464780441919963,17.733335765202842,17.963584649562836,18.12661256790161,18.282361499468486,18.420263616243997,18.647890675067902
cummulative feedback,0.0,341.0,425.0,480.0,516.0,537.0,556.0,585.0,602.0,609.0,620.0,629.0,642.0,655.0,661.0,668.0,674.0,680.0,687.0,693.0,697.0,697.0,701.0,702.0,703.0,708.0,710.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,714.0,714.0,716.0,718.0,718.0,718.0,719.0,719.0,719.0,719.0,720.0,720.0,720.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,905.0,457.0,378.0,352.0,250.0,356.0,372.0,253.0,155.0,267.0,261.0,357.0,260.0,252.0,252.0,345.0,177.0,263.0,275.0,260.0,154.0,266.0,255.0,151.0,252.0,162.0,280.0,249.0,249.0,256.0,150.0,256.0,159.0,262.0,162.0,251.0,360.0,152.0,151.0,254.0,254.0,164.0,165.0,266.0,150.0,258.0,151.0,151.0,244.0,151.0,160.0,181.0,164.0,180.0,266.0,163.0,163.0,206.0,296.0,207.0,263.0,152.0,154.0,156.0,262.0,165.0,155.0,358.0,278.0,264.0,160.0,279.0,157.0,468.0,265.0,151.0,181.0,309.0,260.0,179.0,170.0,147.0,257.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
