,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
Accumulated time steps,0.0,736.0,1013.0,1277.0,2276.0,2659.0,3017.0,3559.0,3739.0,4582.0,4935.0,5389.0,5647.0,6281.0,6540.0,6690.0,6941.0,7213.0,7637.0,7892.0,8251.0,8411.0,8586.0,8984.0,9433.0,9783.0,9942.0,10311.0,10671.0,11033.0,11200.0,11461.0,11733.0,12029.0,12387.0,12850.0,13157.0,13443.0,13796.0,14056.0,14335.0,14501.0,14760.0,15208.0,15491.0,15851.0,16109.0,16276.0,16629.0,16789.0,16949.0,17209.0,17374.0,17536.0,17795.0,18066.0,18226.0,18604.0,19108.0,19462.0,19720.0,19996.0
Episode reward,0.0,62.06532768889807,84.53730745716904,86.11088570003761,-61.06817878031446,78.3282063033059,82.09607465954397,71.18479714634503,89.31959117476067,51.29251904705291,82.6833245467684,74.71983107293019,85.94887741048488,60.939339710830964,84.53328337043828,91.65500176111203,87.3599207852974,84.01213912551432,76.06309088069862,85.8054695942359,80.86570117704953,89.31665557940886,89.03810707903668,80.69550391230976,69.59204419160088,88.0625157275362,91.06219771055125,78.86004621481409,80.706786675368,80.08415410609061,89.70989811867764,87.00112963650422,84.48306678161634,81.86987103111585,82.44869013746622,75.75771465733277,80.76863346066841,84.64350531463475,82.72616828548954,87.06248704866304,83.63019586140688,91.07099880933325,87.12307197630905,78.16139352457358,83.20818175255005,82.26114252708885,87.06417453122596,90.9911476713543,82.65449508706973,91.37555477063714,91.40837928890329,87.0904471625725,91.1506656483405,91.31570861859883,86.7152894528794,84.75672646106678,91.12892388043834,79.08398592691807,71.54032215099812,82.49538904298457,87.12994496323502,83.98172127150865
Episode feedback,0.8,0.3569482283965283,0.057971014282713715,0.06844106437855109,0.050100200350601004,0.047120418724815656,0.044817927045327936,0.029574861313170313,0.03351955288536563,0.04038004745798094,0.031249999911221592,0.026490066166688597,0.02334630341110388,0.009478672970807784,0.015503875908899706,0.013422818701860278,0.015999999936,0.014760147547010527,0.009456264753058476,0.007874015717031434,0.008379888244748916,0.0,0.011494252807504294,0.005037783362625231,0.004464285704320791,0.0028653295046838696,0.0,0.0,0.0,0.0027700830948197146,0.006024096349252432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,59.56100654602051,73.45668625831604,86.84179854393005,138.33312225341797,157.74950075149536,175.86389803886414,203.050714969635,212.92593383789062,256.8141541481018,274.9730291366577,298.38606214523315,312.0035836696625,344.3044521808624,358.09850430488586,366.46729254722595,379.5900194644928,393.945543050766,415.5274794101715,429.0288095474243,447.42237067222595,456.1286554336548,465.4648745059967,485.15152859687805,507.22996187210083,525.2857418060303,534.0118358135223,552.41406416893,570.1354856491089,588.6303176879883,597.6201148033142,611.187534570694,625.0449521541595,639.9938139915466,657.9449334144592,680.8763742446899,696.8624217510223,711.706109046936,730.0545315742493,743.9668033123016,758.6140995025635,767.5138545036316,781.0895948410034,803.892908334732,818.7688348293304,837.4158067703247,850.8465807437897,859.8790645599365,877.5052573680878,886.0516402721405,894.6865735054016,908.0364110469818,917.1417653560638,926.0846240520477,939.7559852600098,954.022730588913,962.8461186885834,981.4491865634918,1005.5464115142822,1022.9426908493042,1036.4003202915192,1050.4320540428162
total minutes,0.0,0.9926834424336751,1.2242781043052673,1.447363309065501,2.305552037556966,2.629158345858256,2.9310649673144025,3.3841785828272504,3.5487655639648437,4.280235902468363,4.582883818944295,4.973101035753886,5.200059727827708,5.738407536347707,5.968308405081431,6.107788209120432,6.326500324408213,6.5657590508461,6.925457990169525,7.150480159123739,7.4570395112037655,7.60214425722758,7.757747908433278,8.085858809947968,8.453832697868346,8.754762363433837,8.900197263558706,9.206901069482168,9.502258094151815,9.810505294799805,9.960335246721904,10.186458909511567,10.417415869235992,10.666563566525777,10.965748890240986,11.347939570744833,11.614373695850372,11.8617684841156,12.167575526237489,12.399446721871694,12.643568325042725,12.791897575060526,13.018159914016724,13.398215138912201,13.646147247155508,13.956930112838744,14.180776345729829,14.33131774266561,14.625087622801463,14.767527337869009,14.911442891756694,15.133940184116364,15.28569608926773,15.434743734200795,15.662599754333495,15.90037884314855,16.047435311476388,16.357486442724863,16.75910685857137,17.049044847488403,17.27333867152532,17.507200900713602
cummulative feedback,0.0,262.0,278.0,296.0,346.0,364.0,380.0,396.0,402.0,436.0,447.0,459.0,465.0,471.0,475.0,477.0,481.0,485.0,489.0,491.0,494.0,494.0,496.0,498.0,500.0,501.0,501.0,501.0,501.0,502.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,734.0,276.0,263.0,998.0,382.0,357.0,541.0,179.0,842.0,352.0,453.0,257.0,633.0,258.0,149.0,250.0,271.0,423.0,254.0,358.0,159.0,174.0,397.0,448.0,349.0,158.0,368.0,359.0,361.0,166.0,260.0,271.0,295.0,357.0,462.0,306.0,285.0,352.0,259.0,278.0,165.0,258.0,447.0,282.0,359.0,257.0,166.0,352.0,159.0,159.0,259.0,164.0,161.0,258.0,270.0,159.0,377.0,503.0,353.0,257.0,275.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
