,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
Accumulated time steps,0.0,498.0,1331.0,1752.0,1995.0,2517.0,2933.0,3174.0,3784.0,4116.0,4380.0,4831.0,5253.0,5429.0,5595.0,5773.0,5928.0,6093.0,6430.0,6619.0,7060.0,7409.0,7680.0,8049.0,8295.0,8798.0,9214.0,9376.0,9722.0,10261.0,10556.0,10715.0,11067.0,11226.0,11384.0,11652.0,11906.0,12361.0,12517.0,12672.0,12932.0,13293.0,13449.0,13606.0,13875.0,14235.0,14486.0,14642.0,14801.0,15052.0,15303.0,15664.0,15825.0,15980.0,16140.0,16500.0,16761.0,17109.0,17362.0,17518.0,17785.0,18036.0,18394.0,18550.0,18844.0,19221.0,19391.0,19548.0,19704.0
Episode reward,0.0,74.74919360099719,65.73760761354382,80.97934190696847,84.6990635091801,87.50527319635853,71.05248122621359,84.22350723715658,73.209538482064,85.53969413324626,86.82071655484656,69.89474086080824,73.9822791620607,91.03031868294156,90.6071205175804,87.92323450312723,90.67492904373789,89.56449596857985,79.73046464902033,90.28432544063607,67.59227991066304,79.00742549602967,82.66977436750123,76.61505938655722,82.933894070848,62.557809944941475,69.05513925010256,90.48734678308276,80.03745717285815,60.618952324824434,85.14038578513403,90.91812930391384,79.95259778888237,90.92190619889134,91.00956262064429,84.05183982644867,85.67038263267152,73.28400624705519,91.11623095636924,91.09211981713887,84.9396577943078,78.80805413220138,90.91455496311558,91.10098443746082,83.57134915870768,78.85703361381053,86.21103088125201,91.16991003246707,90.91930819800398,86.21122448720223,86.09334302902951,78.98760190502361,90.7290787439865,91.19889410552317,90.82482768441942,78.83055888510113,84.81586225772072,80.4155698268348,85.80611339549907,91.1077566417481,83.84864913256698,86.19513787234355,79.30350295189888,90.88314311542092,81.79170077989039,77.04265175716648,89.82297458642819,91.09789244839335,91.10585027306415
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,22.408918619155884,61.4118230342865,81.52647042274475,93.69898748397827,118.51496171951294,138.5605251789093,150.5599284172058,179.53408193588257,195.69396495819092,208.70102453231812,230.36567068099976,250.62863063812256,259.76808166503906,268.3351323604584,277.51024103164673,285.5593931674957,294.03895688056946,310.49150037765503,320.0778286457062,340.95526456832886,357.78741121292114,371.2757713794708,389.1045036315918,401.2386202812195,425.17149472236633,444.81492853164673,453.0891795158386,469.78010392189026,495.4215474128723,509.79163646698,517.9627714157104,534.889942407608,543.1349530220032,551.3695602416992,564.4895796775818,577.1132164001465,598.6118094921112,606.6049566268921,614.4269726276398,627.3672523498535,644.8148617744446,652.933042049408,661.1078453063965,674.1916620731354,691.6705858707428,703.9798631668091,712.0967588424683,720.2328743934631,732.6248624324799,745.0301496982574,762.2873477935791,770.5132882595062,778.4525721073151,786.7663404941559,804.1139397621155,816.9550969600677,833.8457207679749,846.3250873088837,854.3321645259857,867.6004252433777,879.6203000545502,895.4393846988678,902.8566656112671,916.0248410701752,933.3184463977814,941.7896957397461,949.7187397480011,957.672308921814
total minutes,0.0,0.3734819769859314,1.023530383904775,1.3587745070457458,1.5616497913996379,1.9752493619918823,2.309342086315155,2.5093321402867637,2.992234698931376,3.261566082636515,3.4783504088719686,3.839427844683329,4.177143843968709,4.329468027750651,4.4722522060076395,4.6251706838607785,4.759323219458262,4.900649281342824,5.174858339627584,5.334630477428436,5.682587742805481,5.963123520215352,6.187929522991181,6.48507506052653,6.687310338020325,7.086191578706106,7.413582142194112,7.551486325263977,7.829668398698171,8.257025790214538,8.496527274449667,8.632712856928508,8.914832373460134,9.052249217033387,9.189492670694987,9.40815966129303,9.618553606669108,9.976863491535187,10.1100826104482,10.240449543793996,10.456120872497559,10.74691436290741,10.882217367490133,11.018464088439941,11.236527701218924,11.527843097845713,11.732997719446818,11.868279314041137,12.003881239891053,12.210414373874665,12.417169161637624,12.704789129892985,12.841888137658437,12.974209535121918,13.112772341569265,13.401898996035259,13.615918282667796,13.897428679466248,14.105418121814727,14.238869408766428,14.460007087389629,14.660338334242503,14.92398974498113,15.047611093521118,15.26708068450292,15.555307439963023,15.696494928995769,15.828645662466686,15.9612051486969
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,496.0,832.0,420.0,242.0,521.0,415.0,240.0,609.0,331.0,263.0,450.0,421.0,175.0,165.0,177.0,154.0,164.0,336.0,188.0,440.0,348.0,270.0,368.0,245.0,502.0,415.0,161.0,345.0,538.0,294.0,158.0,351.0,158.0,157.0,267.0,253.0,454.0,155.0,154.0,259.0,360.0,155.0,156.0,268.0,359.0,250.0,155.0,158.0,250.0,250.0,360.0,160.0,154.0,159.0,359.0,260.0,347.0,252.0,155.0,266.0,250.0,357.0,155.0,293.0,376.0,169.0,156.0,155.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
