,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
Accumulated time steps,0.0,1000.0,1334.0,1794.0,2042.0,2791.0,3035.0,3281.0,3509.0,3921.0,4332.0,4572.0,4811.0,5163.0,5317.0,5753.0,5916.0,6293.0,6450.0,6702.0,6983.0,7224.0,7378.0,7706.0,7955.0,8205.0,8464.0,8730.0,9083.0,9237.0,9564.0,9870.0,10131.0,10551.0,10712.0,11016.0,11306.0,11688.0,11850.0,12013.0,12287.0,12445.0,12805.0,13110.0,13271.0,13432.0,13796.0,13956.0,14116.0,14386.0,14756.0,15125.0,15492.0,15964.0,16125.0,16285.0,16544.0,16704.0,16864.0,17029.0,17329.0,17622.0,17782.0,18055.0,18321.0,18502.0
Episode reward,0.0,-3.407289203563193,85.96294282763213,82.26001453895088,87.47569242964921,57.42792464453082,87.29500433436479,94.20938901865806,91.87214496673536,81.77874301191733,82.19124947293298,86.42251575350816,86.60583488222137,79.67803052255263,90.8177218746145,73.95674942383229,91.34561096527338,84.5757758504175,90.79148564911175,85.41744140717735,81.73653136375988,83.65008289951409,91.17367086608392,78.0948210287219,86.47603969210147,86.35087424111254,85.5183597502776,84.24270021806961,80.5794071650022,91.43492304318214,78.39828148452821,80.87134987504655,85.84014531899888,72.74697680445249,91.08736781689841,88.54856024718717,88.82867489159479,76.9262473367692,90.82037868776005,88.61929185535911,80.32095068964952,89.1971346618611,79.59135728448518,80.08250509090468,90.84825567285883,90.89405330834262,79.75953242129799,90.82922504133235,90.54463865095913,84.08178634457322,78.22833783797518,79.25441750434732,78.69505280040072,72.22584079694317,90.85305367579193,90.59365154547031,85.92415046678937,90.68398553574488,90.89096054426747,90.65358930469431,80.58150637991098,81.28702501896588,90.46651407571412,83.38426483542816,84.54788615758412,89.1748061551492
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,42.821518421173096,58.73315143585205,79.87605381011963,91.28028678894043,124.12252235412598,135.77779841423035,147.58726453781128,158.6399064064026,177.1123869419098,195.69840478897095,206.97148609161377,218.35117363929749,234.6610667705536,242.49133253097534,262.2816061973572,270.06733083724976,287.4553289413452,295.3152394294739,307.4059989452362,320.64285349845886,332.12211513519287,340.0224356651306,354.8651604652405,366.62431359291077,378.53431463241577,390.2595319747925,402.82700538635254,419.3425757884979,426.63398575782776,441.9181706905365,456.30352759361267,468.7711625099182,487.81849336624146,495.4760835170746,509.80557322502136,523.1922318935394,540.6111369132996,548.6992084980011,556.7033421993256,569.8709733486176,577.5247330665588,593.2631711959839,606.8071572780609,614.7171814441681,622.4283092021942,639.1420638561249,646.8839716911316,654.5993776321411,667.0238313674927,683.7270045280457,700.8145189285278,718.9480674266815,741.0122792720795,748.9882395267487,756.8957824707031,769.3526141643524,777.8018386363983,785.9347558021545,794.3906791210175,809.0798075199127,823.1055958271027,831.1697430610657,844.3756103515625,856.9419107437134,865.612226486206
total minutes,0.0,0.7136919736862183,0.9788858572642009,1.3312675635019937,1.5213381131490071,2.0687087059020994,2.2629633069038393,2.4597877422968546,2.6439984401067096,2.9518731156984965,3.2616400798161824,3.449524768193563,3.6391862273216247,3.9110177795092267,4.041522208849589,4.371360103289287,4.501122180620829,4.79092214902242,4.921920657157898,5.123433315753937,5.344047558307648,5.535368585586548,5.667040594418844,5.914419341087341,6.1104052265485125,6.308905243873596,6.504325532913208,6.713783423105876,6.989042929808298,7.110566429297129,7.365302844842275,7.605058793226878,7.812852708498637,8.13030822277069,8.257934725284576,8.496759553750357,8.71987053155899,9.01018561522166,9.144986808300018,9.278389036655426,9.497849555810292,9.625412217775981,9.887719519933064,10.113452621301015,10.2452863574028,10.373805153369904,10.652367730935415,10.781399528185526,10.909989627202352,11.117063856124878,11.395450075467428,11.68024198214213,11.982467790444693,12.350204654534657,12.483137325445812,12.614929707845052,12.822543569405873,12.963363977273305,13.098912596702576,13.239844652016957,13.484663458665212,13.718426597118377,13.85282905101776,14.072926839192709,14.28236517906189,14.426870441436767
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,333.0,459.0,247.0,748.0,243.0,245.0,227.0,411.0,410.0,239.0,238.0,351.0,153.0,435.0,162.0,376.0,156.0,251.0,280.0,240.0,153.0,327.0,248.0,249.0,258.0,265.0,352.0,153.0,326.0,305.0,260.0,419.0,160.0,303.0,289.0,381.0,161.0,162.0,273.0,157.0,359.0,304.0,160.0,160.0,363.0,159.0,159.0,269.0,369.0,368.0,366.0,471.0,160.0,159.0,258.0,159.0,159.0,164.0,299.0,292.0,159.0,272.0,265.0,180.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
