,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8992.0,9991.0,10990.0,11905.0,12904.0,13569.0,14497.0,15326.0,16325.0,17324.0,18323.0,19189.0
Episode reward,0.0,-64.12567340281649,-63.864140408293075,-55.82018043724005,-73.62176375400107,-69.42338404687638,-51.702742751965324,-45.00619744204396,-29.975901973539607,-53.87340274191998,-68.8183423470711,-22.15915252468397,38.95831284993781,-46.75443200653152,55.38093068699776,38.83089113998712,45.43314375908146,-45.93587422006046,-45.3679066880755,-45.76778467396002,56.59506363507575
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,42.277536153793335,85.02927780151367,127.27629494667053,170.42457914352417,213.76998805999756,257.52568316459656,301.04968547821045,344.7549948692322,387.95236992836,431.37174344062805,474.52629017829895,513.646947145462,557.7563591003418,587.2930853366852,627.9292781352997,664.2577104568481,707.56156873703,751.0336866378784,793.9317235946655,831.6967408657074
total minutes,0.0,0.7046256025632223,1.4171546300252278,2.1212715824445088,2.8404096523920694,3.562833134333293,4.292094719409943,5.017494757970174,5.745916581153869,6.4658728321393335,7.189529057343801,7.908771502971649,8.560782452424368,9.29593931833903,9.788218088944753,10.46548796892166,11.070961840947469,11.792692812283834,12.517228110631306,13.232195393244426,13.86161234776179
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,914.0,998.0,664.0,927.0,828.0,998.0,998.0,998.0,865.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
