,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Accumulated time steps,0.0,788.0,1299.0,1727.0,2056.0,2226.0,2747.0,3003.0,3332.0,3576.0,3910.0,4175.0,4516.0,4667.0,4908.0,5060.0,5425.0,5774.0,5924.0,6178.0,6349.0,6597.0,6951.0,7213.0,7367.0,7609.0,8144.0,8596.0,8957.0,9215.0,9483.0,9773.0,10118.0,10382.0,10637.0,11001.0,11271.0,11540.0,11802.0,11962.0,12235.0,12517.0,12766.0,13120.0,13279.0,13624.0,13781.0,14213.0,14647.0,14804.0,15234.0,15390.0,15547.0,15800.0,15956.0,16303.0,16574.0,17013.0,17275.0,17624.0,18054.0,18397.0,18751.0
Episode reward,0.0,64.30295274832517,67.79069579770632,68.91461249792678,83.35882260008475,89.55758449993029,66.13191740789557,85.78989455697482,79.87470786281978,85.49735669633094,82.74382669797075,88.13334705003109,81.72719931085746,91.47070035091161,88.47895694821452,92.30923388192164,81.3234510736699,83.32535107794754,91.07679476904487,88.29505100411264,91.20817350891214,87.0948023919918,81.17306135101924,85.73082509056506,91.74597081833527,85.9108557568514,67.65337933577969,79.67537633645999,83.6068157150525,85.5530947024364,87.41730756707008,80.10741244785561,80.43201566473303,84.72987768265754,85.6965869834686,78.85478108421398,87.13821303385883,87.54334917146038,84.05994152150187,90.44880404849087,87.56910915443706,85.1623827941394,85.63112271580641,78.77167394255909,90.46696713949078,79.68537801166164,90.69362186741047,73.97146165018015,74.16642215623553,90.6934645959422,74.27651678119398,90.80808237526877,90.69550652193418,85.24258667537916,90.81967504667615,78.9963372374436,83.31131842759532,73.68635761629416,84.26015025961817,78.76055322149782,74.35951722057032,79.87831642575793,78.77154333866748
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,36.40608096122742,61.00877833366394,81.7405652999878,97.62679290771484,106.34984517097473,131.46152234077454,144.22724556922913,160.3418197631836,172.45870423316956,188.81975197792053,201.8685803413391,218.29339265823364,226.1924693584442,238.43009448051453,246.48975276947021,264.31889057159424,281.3556251525879,289.21097898483276,301.8966407775879,310.7284026145935,323.2352993488312,340.6282892227173,353.6591055393219,361.80156087875366,373.9898326396942,399.6302855014801,421.4222810268402,439.0738081932068,451.8429503440857,465.21150398254395,479.5280592441559,496.3975372314453,509.45765352249146,522.1363813877106,539.9666690826416,553.4120767116547,566.6846556663513,579.7066946029663,588.0785191059113,601.3998899459839,615.4183602333069,627.8751263618469,645.0650408267975,653.3802495002747,670.329621553421,678.5308644771576,699.3417785167694,720.2793114185333,728.5706391334534,749.4892840385437,757.5257520675659,765.7529714107513,778.2429673671722,786.4504218101501,803.2531516551971,816.6330633163452,837.8511681556702,850.840044260025,867.8568933010101,888.4177887439728,905.1743612289429,922.5512225627899
total minutes,0.0,0.6067680160204569,1.0168129722277324,1.3623427549997966,1.6271132151285808,1.7724974195162455,2.191025372346242,2.403787426153819,2.6723636627197265,2.8743117372194926,3.1469958662986754,3.3644763390223185,3.6382232109705606,3.7698744893074037,3.9738349080085755,4.108162546157837,4.405314842859904,4.689260419209798,4.820182983080546,5.031610679626465,5.178806710243225,5.387254989147186,5.6771381537119545,5.894318425655365,6.030026014645895,6.233163877328237,6.660504758358002,7.02370468378067,7.317896803220113,7.530715839068095,7.753525066375732,7.992134320735931,8.273292287190754,8.490960892041524,8.702273023128509,8.999444484710693,9.223534611860911,9.444744261105855,9.661778243382772,9.801308651765188,10.023331499099731,10.256972670555115,10.464585439364116,10.751084013779957,10.889670825004577,11.172160359223684,11.30884774128596,11.655696308612823,12.004655190308888,12.142843985557557,12.491488067309062,12.6254292011261,12.762549523512522,12.970716122786204,13.107507030169169,13.38755252758662,13.61055105527242,13.964186135927836,14.18066740433375,14.464281555016836,14.80696314573288,15.086239353815715,15.375853709379832
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,786.0,510.0,427.0,328.0,169.0,520.0,255.0,328.0,243.0,333.0,264.0,340.0,150.0,240.0,151.0,364.0,348.0,149.0,253.0,170.0,247.0,353.0,261.0,153.0,241.0,534.0,451.0,360.0,257.0,267.0,289.0,344.0,263.0,254.0,363.0,269.0,268.0,261.0,159.0,272.0,281.0,248.0,353.0,158.0,344.0,156.0,431.0,433.0,156.0,429.0,155.0,156.0,252.0,155.0,346.0,270.0,438.0,261.0,348.0,429.0,342.0,353.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
