,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
Accumulated time steps,0.0,1000.0,1999.0,2692.0,3163.0,3417.0,3671.0,4028.0,4481.0,4647.0,4817.0,5056.0,5308.0,5648.0,5996.0,6151.0,6308.0,6467.0,6621.0,6869.0,7012.0,7164.0,7420.0,7662.0,7814.0,7972.0,8135.0,8407.0,8567.0,8733.0,8983.0,9138.0,9306.0,9482.0,9751.0,9999.0,10157.0,10316.0,10647.0,10785.0,11040.0,11281.0,11532.0,11676.0,11883.0,12217.0,12392.0,12552.0,12714.0,12867.0,13214.0,13475.0,13630.0,13993.0,14242.0,14518.0,14669.0,15012.0,15159.0,15313.0,15551.0,15710.0,15942.0,16097.0,16250.0,16505.0,16766.0,17106.0,17378.0,17662.0,17934.0,18183.0,18436.0,18796.0,18948.0,19296.0,19554.0,19705.0,19862.0,20030.0
Episode reward,0.0,-66.11851057769778,-66.92170203297644,57.47458546517919,71.3343769841263,86.10736869684058,86.22145839739012,80.19796052928882,73.4578535032297,88.83446087298228,90.54290412471187,87.91518558703457,87.64237589997248,80.20431487797129,80.77663300062619,90.1374845956132,90.62161487056751,89.69352935040722,91.10029859861305,85.32078555868323,92.8230256420786,90.64569386067777,86.17908912242882,86.23489229378882,91.65060322393346,90.60119013061683,91.90206467790325,81.54953405934114,89.61498691980312,90.0861217482862,85.59936158544835,90.9497134583571,88.9484061920323,89.2587246554135,85.45328892480252,84.91227571150093,91.94728895165822,90.42433047226011,82.18044387828634,92.25534870083125,86.77411237403989,86.64495183555212,87.68060305775033,91.8609669975952,85.65650537108239,83.37521199193871,87.77491894545928,89.8593900420488,88.75883277200649,91.300631279176,81.02125753922391,83.91714381767163,91.17904218857534,79.69813676058334,86.86893226271599,85.19361881636333,90.95135577974054,82.20225360672421,91.69479636847016,90.98714073959299,85.48885167194337,90.73458540715622,87.59688948028199,90.35492359357323,91.33439514351471,86.26991419101292,83.87102586043473,81.6113801228123,84.23047546767279,83.70122318848937,85.43749764773166,88.05403857829096,85.03366201466667,79.50415611250003,91.37211761549075,80.39835178105092,85.87434224629591,91.1960374345647,90.56108993718759,91.04765145691309
Episode feedback,0.8,0.15430861707985108,0.037074148259444745,0.09826589581175449,0.05744680838841105,0.06324110646940274,0.055335968160727396,0.04775280885462694,0.04203539813708983,0.04242424216712581,0.041420118098105814,0.033613445236918296,0.05179282847891303,0.03244837748540302,0.02593659934888588,0.0,0.01923076910749507,0.00632911388399295,0.006535947669699688,0.028340080856922748,0.02112676041460028,0.006622516512433666,0.01568627444828912,0.012448132728430985,0.0,0.00636942671102276,0.0,0.011070110660257895,0.012578616273090464,0.0,0.00401606424089934,0.0194805193540226,0.0,0.0,0.0037313432696591668,0.008097165959120786,0.0,0.0,0.006060606042240587,0.0,0.0,0.0,0.003999999984,0.0,0.004854368908473937,0.003003002993984976,0.005747126403752147,0.0,0.0,0.0,0.0,0.003846153831360947,0.0,0.0,0.0,0.003636363623140496,0.0,0.0029239765996374955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035335688921075306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,63.29257416725159,118.7930383682251,161.60181641578674,189.59397530555725,205.25049018859863,220.86064314842224,242.53324794769287,270.0273103713989,280.4967246055603,290.85523533821106,304.9945216178894,320.70061445236206,340.2186722755432,360.32839846611023,369.2226514816284,378.64187598228455,387.9301633834839,396.9308807849884,411.24444603919983,419.975474357605,428.98646783828735,443.54680371284485,457.23201847076416,466.0025849342346,475.10180735588074,484.57673811912537,499.7479283809662,509.1241309642792,518.6466708183289,532.4146635532379,541.5596971511841,551.0476231575012,560.9428544044495,575.6734957695007,589.492244720459,598.553608417511,607.7281923294067,626.0973908901215,634.3048665523529,648.5019180774689,661.9595198631287,675.8691577911377,684.2955965995789,696.1346206665039,714.4657561779022,724.7857155799866,734.0285220146179,743.6246621608734,752.3775835037231,771.0295054912567,785.5238044261932,794.5443041324615,813.9895207881927,827.866010427475,843.2041385173798,852.0325217247009,870.9621202945709,879.4637448787689,888.2620983123779,901.6656334400177,910.71360206604,924.1341910362244,933.2611334323883,942.102813243866,955.9635348320007,970.3352129459381,988.9444499015808,1003.8756053447723,1019.6390874385834,1034.3336136341095,1048.0529668331146,1062.199806213379,1081.7200059890747,1090.5128939151764,1109.109652519226,1123.249743461609,1131.9582931995392,1141.0539886951447,1150.777367591858
total minutes,0.0,1.0548762361208597,1.9798839728037516,2.693363606929779,3.159899588425954,3.4208415031433104,3.6810107191403705,4.042220799128215,4.500455172856649,4.674945410092672,4.847587255636851,5.0832420269648235,5.345010240872701,5.6703112045923865,6.005473307768503,6.15371085802714,6.3106979330380755,6.465502723058065,6.615514679749807,6.854074100653331,6.999591239293417,7.149774463971456,7.392446728547414,7.620533641179403,7.76670974890391,7.918363455931345,8.076278968652089,8.32913213968277,8.485402182737987,8.644111180305481,8.873577725887298,9.025994952519735,9.184127052625021,9.349047573407491,9.594558262825013,9.824870745340982,9.975893473625183,10.128803205490112,10.434956514835358,10.571747775872549,10.808365301291149,11.032658664385478,11.264485963185628,11.40492660999298,11.602243677775066,11.907762602965038,12.07976192633311,12.233808700243632,12.39374436934789,12.539626391728719,12.850491758187612,13.09206340710322,13.242405068874358,13.566492013136546,13.797766840457916,14.053402308622996,14.200542028745016,14.51603533824285,14.657729081312816,14.8043683052063,15.027760557333629,15.178560034434001,15.402236517270406,15.554352223873138,15.701713554064433,15.932725580533345,16.17225354909897,16.48240749835968,16.731260089079537,16.993984790643058,17.238893560568492,17.467549447218577,17.703330103556315,18.02866676648458,18.175214898586272,18.485160875320435,18.720829057693482,18.865971553325654,19.017566478252412,19.17962279319763
cummulative feedback,0.0,154.0,191.0,259.0,286.0,302.0,316.0,333.0,352.0,359.0,366.0,374.0,387.0,398.0,407.0,407.0,410.0,411.0,412.0,419.0,422.0,423.0,427.0,430.0,430.0,431.0,431.0,434.0,436.0,436.0,437.0,440.0,440.0,440.0,441.0,443.0,443.0,443.0,445.0,445.0,445.0,445.0,446.0,446.0,447.0,448.0,449.0,449.0,449.0,449.0,449.0,450.0,450.0,450.0,450.0,451.0,451.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,692.0,470.0,253.0,253.0,356.0,452.0,165.0,169.0,238.0,251.0,339.0,347.0,154.0,156.0,158.0,153.0,247.0,142.0,151.0,255.0,241.0,151.0,157.0,162.0,271.0,159.0,165.0,249.0,154.0,167.0,175.0,268.0,247.0,157.0,158.0,330.0,137.0,254.0,240.0,250.0,143.0,206.0,333.0,174.0,159.0,161.0,152.0,346.0,260.0,154.0,362.0,248.0,275.0,150.0,342.0,146.0,153.0,237.0,158.0,231.0,154.0,152.0,254.0,260.0,339.0,271.0,283.0,271.0,248.0,252.0,359.0,151.0,347.0,257.0,150.0,156.0,167.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
