,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
Accumulated time steps,0.0,619.0,880.0,1150.0,2149.0,2529.0,3528.0,3882.0,4340.0,4700.0,5072.0,5344.0,5604.0,5904.0,6261.0,6418.0,6668.0,6827.0,7260.0,7617.0,7986.0,8238.0,8494.0,8661.0,9020.0,9262.0,9535.0,9833.0,10185.0,10428.0,10880.0,11178.0,11347.0,11614.0,11770.0,11929.0,12085.0,12353.0,12509.0,12871.0,13027.0,13187.0,13543.0,13794.0,13960.0,14121.0,14401.0,14653.0,15013.0,15168.0,15431.0,15692.0,16035.0,16378.0,16533.0,16991.0,17243.0,17401.0,17556.0,17711.0,17868.0,18135.0,18402.0,18557.0,18825.0,19092.0,19350.0,19608.0,19859.0
Episode reward,0.0,70.59272543659239,87.1938926007236,87.04472067592579,-62.86794213323066,79.73589332692337,-65.126682241779,78.95997547804167,75.00716829120472,80.75320307529755,81.09014451306362,82.99778498451658,84.8188115510656,81.6944191446181,78.3706577959991,89.839806343511,87.32546533401063,89.77278123175775,74.40106248166151,79.41438234986971,78.2766942112127,82.21229162867573,84.87264509577429,88.49793721795197,77.70641844344476,82.69820106938454,80.731782796623,78.76781566222805,79.19539174162213,86.19509796951948,70.31227567251042,83.9747708974202,89.92287679040611,83.9004330408402,91.17069564037337,90.92232607857076,91.16118503031593,83.7085316315544,90.91235155451892,78.59841826266022,91.12041185414131,90.82601224451555,79.65468776554403,86.20737297532128,90.22690893093457,90.72905215395858,82.40623332231925,85.95882819833112,79.09212269133958,91.15933328710325,84.59333876240035,84.82650278297068,81.09121970933937,81.0837398500256,91.06421819200224,72.97399166793801,85.96396099885254,91.01228979861978,91.1729875356724,91.05728862580042,91.07919222083865,83.93725915556493,83.93293831276718,91.12462614435431,83.68967275354453,83.82620009866999,85.45462607308278,85.17717030802902,86.11780701620413
Episode feedback,0.8,0.44408427804848577,0.31538461417159763,0.23791821472892857,0.01703406811920434,0.06596306051197082,0.013026052091156261,0.03966005654487236,0.04157549225038185,0.04456824500120266,0.026954177824921353,0.01845018443376316,0.03088803076877208,0.016722407970828065,0.005617977512309052,0.01923076910749507,0.01606425696359736,0.0126582277679859,0.004629629618912895,0.01404494378077263,0.005434782593927222,0.003984063729147156,0.0,0.012048192698504864,0.002793296081582972,0.0,0.0,0.0033670033556666553,0.0,0.004132231387883341,0.0044345897906106655,0.0033670033556666553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,40.57141971588135,57.24883508682251,73.21807622909546,122.41506266593933,141.72903084754944,189.3318808078766,207.65219163894653,231.233300447464,249.92341232299805,269.15075612068176,283.30453610420227,296.2996118068695,311.5873394012451,329.42419505119324,338.09037709236145,350.6534671783447,359.1493008136749,380.48158264160156,398.3613851070404,416.8511543273926,429.2446925640106,442.3911306858063,451.2167618274689,468.8142292499542,481.1374342441559,494.9343910217285,509.61772298812866,527.0844647884369,539.3092222213745,561.312686920166,576.212896823883,585.0605180263519,598.6018545627594,606.8815143108368,615.3314378261566,623.7433013916016,637.3356237411499,645.3845889568329,663.2375404834747,671.4909892082214,680.094868183136,697.87047290802,710.5516519546509,719.3302862644196,727.7733106613159,741.9110729694366,754.6907205581665,772.5801169872284,780.7908368110657,794.1323344707489,807.280134677887,824.3287992477417,841.4169418811798,849.6453247070312,872.0240967273712,884.8239150047302,893.2330005168915,901.4577462673187,909.7209575176239,918.0062966346741,931.5095362663269,944.9477519989014,953.1822476387024,966.7049810886383,980.0787405967712,993.04487657547,1006.0736711025238,1018.8036766052246
total minutes,0.0,0.6761903285980224,0.9541472514470418,1.2203012704849243,2.0402510444323223,2.362150514125824,3.155531346797943,3.460869860649109,3.8538883407910665,4.165390205383301,4.485845935344696,4.721742268403371,4.938326863447825,5.1931223233540855,5.490403250853221,5.6348396182060245,5.844224452972412,5.985821680227915,6.341359710693359,6.6393564184506735,6.9475192387898765,7.154078209400177,7.373185511430105,7.520279363791148,7.813570487499237,8.018957237402597,8.248906517028809,8.49362871646881,8.784741079807281,8.988487037022908,9.355211448669433,9.603548280398051,9.751008633772532,9.97669757604599,10.114691905180614,10.255523963769276,10.395721689860027,10.622260395685831,10.756409815947215,11.053959008057912,11.19151648680369,11.334914469718933,11.631174548467,11.842527532577515,11.988838104406993,12.129555177688598,12.36518454949061,12.578178675969442,12.876335283120474,13.013180613517761,13.235538907845815,13.454668911298116,13.738813320795694,14.023615698019663,14.160755411783855,14.533734945456187,14.747065250078837,14.887216675281525,15.02429577112198,15.162015958627064,15.300104943911235,15.525158937772115,15.74912919998169,15.886370793978374,16.11174968481064,16.334645676612855,16.5507479429245,16.767894518375396,16.980061276753744
cummulative feedback,0.0,274.0,356.0,420.0,437.0,462.0,475.0,489.0,508.0,524.0,534.0,539.0,547.0,552.0,554.0,557.0,561.0,563.0,565.0,570.0,572.0,573.0,573.0,575.0,576.0,576.0,576.0,577.0,577.0,578.0,580.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,617.0,260.0,269.0,998.0,379.0,998.0,353.0,457.0,359.0,371.0,271.0,259.0,299.0,356.0,156.0,249.0,158.0,432.0,356.0,368.0,251.0,255.0,166.0,358.0,241.0,272.0,297.0,351.0,242.0,451.0,297.0,168.0,266.0,155.0,158.0,155.0,267.0,155.0,361.0,155.0,159.0,355.0,250.0,165.0,160.0,279.0,251.0,359.0,154.0,262.0,260.0,342.0,342.0,154.0,457.0,251.0,157.0,154.0,154.0,156.0,266.0,266.0,154.0,267.0,266.0,257.0,257.0,250.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
