,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
Accumulated time steps,0.0,880.0,1135.0,1291.0,1442.0,1596.0,1856.0,2113.0,2363.0,2635.0,2894.0,3057.0,3317.0,3468.0,3818.0,3992.0,4148.0,4302.0,4462.0,4620.0,4884.0,5035.0,5294.0,5466.0,5621.0,5881.0,6138.0,6394.0,6793.0,7070.0,7232.0,7388.0,7647.0,7801.0,7960.0,8210.0,8465.0,8622.0,8872.0,9025.0,9179.0,9358.0,9517.0,9778.0,9930.0,10197.0,10455.0,10608.0,10766.0,10934.0,11188.0,11448.0,11620.0,11785.0,12052.0,12208.0,12373.0,12530.0,12701.0,12856.0,13017.0,13266.0,13524.0,13675.0,13826.0,13981.0,14238.0,14395.0,14552.0,14705.0,14857.0,15009.0,15171.0,15328.0,15484.0,15764.0,16002.0,16185.0,16453.0,16712.0,16869.0,17025.0,17284.0,17431.0,17702.0,17961.0,18226.0,18388.0,18550.0,18712.0,18978.0,19223.0,19404.0,19652.0,19804.0,20062.0
Episode reward,0.0,66.08201468802719,86.2302543224624,91.14588115619532,90.99509420878711,91.03256926215002,84.22097400966913,86.10425098579236,85.32674687503116,84.10071060104428,85.50957573114614,90.16628406113409,85.41624680745512,90.9832286832152,80.58740573227593,88.45757568477838,91.23970329431437,90.91836748977374,90.76890159796889,90.81836319677599,84.26492843702803,91.104710936885,86.31024806666524,89.43058175276656,91.05666251878046,84.25758093083128,85.19573907145488,85.06699170071704,74.11034797117865,81.87086591802034,89.7759373565964,90.13744594796776,85.51998140728847,89.91149609976976,90.21845981381445,84.3971416859606,84.95817013107445,90.36331700611325,85.56233486638169,91.2475933903872,91.0764887852725,87.83314258962733,89.81197442535323,82.45254997706573,90.46956943918286,84.87169510393923,84.29806712923452,90.72535383839121,90.33329636181136,89.32265784256796,84.33626213405691,84.53960498045696,88.89648786598306,89.63581832565923,83.87380999551002,90.47202426488263,89.79280753991371,90.33757119606246,89.24994486409804,90.89375029272722,89.76129561629374,83.84507233839362,84.94176871333231,90.89578060707382,90.47245003050557,90.23629282609451,85.409145485404,89.87308274459511,90.45011651068315,90.40602957689975,90.79390837219378,90.34689771510402,90.3168905112367,90.21882911161858,90.75773244882144,84.3254247180318,83.88719383456511,86.5568214139,84.42688779324926,84.57169598406882,90.18261972424236,90.0344921140536,84.54601210637121,91.28646410943327,82.7876323889561,83.56214700606289,82.52070051100897,89.60481110372034,88.86243501210176,89.3922457352802,83.57773719308739,83.65620085415841,87.20298232087163,84.09622128845571,89.4407414052269,83.36750249614764
Episode feedback,0.8,0.41116173073899576,0.20866141650133302,0.14838709581685744,0.24666666502222223,0.18954248242129096,0.11583011538289531,0.11328124955749512,0.11244979874518153,0.11439114348933158,0.09302325545339823,0.09876543148910227,0.07722007692193021,0.07333333284444445,0.06017191959836126,0.057803467873968395,0.04516129003121749,0.032679738348498445,0.03773584881927139,0.03821656026613656,0.03802281354363949,0.04666666635555556,0.03100775181779941,0.017543859546527138,0.0194805193540226,0.02702702692267557,0.007812499969482422,0.03529411750865052,0.01758793965430166,0.003623188392669607,0.006211180085644845,0.0,0.019379844886124632,0.006535947669699688,0.0,0.01204819272269802,0.0,0.01923076910749507,0.01204819272269802,0.0,0.006535947669699688,0.0,0.0,0.0,0.0,0.007518796964215049,0.0,0.006578947325138505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560938429507,0.0,0.0,0.0,0.006249999960937501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035842293778343033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,87.11740040779114,108.74880266189575,121.42815160751343,135.36449933052063,148.32719230651855,167.29176664352417,185.65483713150024,204.25656843185425,224.22087383270264,242.4458944797516,254.7703194618225,272.6218569278717,282.906453371048,304.9099991321564,316.3454475402832,326.3743691444397,336.20920515060425,346.4697015285492,356.3909592628479,372.3153932094574,381.77549266815186,397.4788384437561,407.7923812866211,417.0533010959625,432.4571690559387,447.54112124443054,463.87829327583313,486.878214597702,502.3654761314392,512.0132026672363,521.1988544464111,535.9747531414032,545.2200677394867,554.4448022842407,568.9144282341003,583.2708914279938,592.6690742969513,607.0560832023621,615.8988831043243,625.0489149093628,635.435533285141,644.9203264713287,659.5568594932556,668.6606516838074,683.9004342556,698.65385389328,708.1089873313904,717.8399991989136,728.470098733902,745.2713797092438,761.0875027179718,772.0734813213348,782.1097376346588,798.5173194408417,807.9904100894928,818.1186273097992,827.620124578476,837.9333353042603,847.2525427341461,857.1863136291504,871.409996509552,886.4217841625214,895.4586863517761,904.4324676990509,913.8025515079498,928.3484795093536,937.4900507926941,947.0216221809387,956.1284537315369,965.2054436206818,974.2622983455658,983.7460889816284,992.9370772838593,1002.2638783454895,1017.8849563598633,1031.3527920246124,1042.0158414840698,1056.9280281066895,1071.7084338665009,1081.1558582782745,1090.518802165985,1105.0772149562836,1113.7746098041534,1128.9099793434143,1143.4535686969757,1157.970768213272,1167.498142004013,1177.029887676239,1186.6956684589386,1201.626148700714,1215.6550221443176,1226.2232122421265,1240.437716960907,1249.5292654037476,1264.0788362026215
total minutes,0.0,1.4519566734631857,1.8124800443649292,2.0238025267918904,2.2560749888420104,2.4721198717753095,2.7881961107254027,3.0942472855250043,3.404276140530904,3.737014563878377,4.04076490799586,4.2461719910303755,4.543697615464528,4.715107556184133,5.081833318869273,5.272424125671387,5.439572819073995,5.6034867525100704,5.77449502547582,5.939849321047465,6.2052565534909565,6.362924877802531,6.624647307395935,6.796539688110352,6.950888351599375,7.207619484265646,7.459018687407176,7.731304887930552,8.1146369099617,8.372757935523987,8.533553377787273,8.686647574106852,8.93291255235672,9.087001128991444,9.240746704737345,9.481907137235005,9.721181523799896,9.877817904949188,10.117601386706035,10.264981385072073,10.417481915156047,10.590592221419017,10.748672107855478,10.992614324887594,11.144344194730122,11.398340570926667,11.644230898221334,11.801816455523173,11.96399998664856,12.1411683122317,12.42118966182073,12.684791711966197,12.86789135535558,13.03516229391098,13.308621990680695,13.46650683482488,13.635310455163319,13.7936687429746,13.965555588404337,14.120875712235769,14.28643856048584,14.523499941825866,14.773696402708689,14.924311439196268,15.073874461650849,15.230042525132497,15.472474658489228,15.624834179878235,15.783693703015645,15.935474228858947,16.08675739367803,16.237704972426098,16.395768149693808,16.54895128806432,16.704397972424825,16.96474927266439,17.189213200410208,17.366930691401162,17.61546713511149,17.861807231108347,18.019264304637908,18.175313369433084,18.417953582604728,18.562910163402556,18.815166322390237,19.05755947828293,19.299512803554535,19.45830236673355,19.617164794603983,19.77826114098231,20.027102478345235,20.260917035738625,20.437053537368776,20.67396194934845,20.825487756729125,21.067980603377023
cummulative feedback,0.0,361.0,414.0,437.0,474.0,503.0,533.0,562.0,590.0,621.0,645.0,661.0,681.0,692.0,713.0,723.0,730.0,735.0,741.0,747.0,757.0,764.0,772.0,775.0,778.0,785.0,787.0,796.0,803.0,804.0,805.0,805.0,810.0,811.0,811.0,814.0,814.0,817.0,820.0,820.0,821.0,821.0,821.0,821.0,821.0,823.0,823.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,825.0,825.0,825.0,825.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,878.0,254.0,155.0,150.0,153.0,259.0,256.0,249.0,271.0,258.0,162.0,259.0,150.0,349.0,173.0,155.0,153.0,159.0,157.0,263.0,150.0,258.0,171.0,154.0,259.0,256.0,255.0,398.0,276.0,161.0,155.0,258.0,153.0,158.0,249.0,254.0,156.0,249.0,152.0,153.0,178.0,158.0,260.0,151.0,266.0,257.0,152.0,157.0,167.0,253.0,259.0,171.0,164.0,266.0,155.0,164.0,156.0,170.0,154.0,160.0,248.0,257.0,150.0,150.0,154.0,256.0,156.0,156.0,152.0,151.0,151.0,161.0,156.0,155.0,279.0,237.0,182.0,267.0,258.0,156.0,155.0,258.0,146.0,270.0,258.0,264.0,161.0,161.0,161.0,265.0,244.0,180.0,247.0,151.0,257.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
